post_id,postUser,timestamp,clean_caption,combined_tokens,likesCount,commentsCount,keywords_tfidf,keywords_freq,keywords_weighted
700,milanfashionweek,2023-03-21 08:26:47+00:00,camera nazionale della moda italiana announces the new edition of milanomodagraduate an event created in 2015 with the aim of celebrating and promoting the excellence of italian fashion schools the milano moda graduate 2023 fashion show will be held during milan fashion week in september the selected designers will present capsule collections and outfits created during the tutorship period curated by cnmi in front of a prestigious parterre and an international jury awarding the prizes the event includes a fashion design section and one created together with ykk the event s main partner institutions or universities can submit their candidates by april 10 undergraduates or graduates who graduated less than 1 year ago from three year and master s fashion design courses read the full article on cameramoda it,"['camera', 'nazionale', 'della', 'moda', 'italiana', 'announces', 'new', 'edition', 'milanomodagraduate', 'event', 'created', '2015', 'aim', 'celebrating', 'promoting', 'excellence', 'italian', 'fashion', 'schools', 'milano', 'moda', 'graduate', '2023', 'fashion', 'show', 'held', 'milan', 'fashion', 'week', 'september', 'selected', 'designers', 'present', 'capsule', 'collections', 'outfits', 'created', 'tutorship', 'period', 'curated', 'cnmi', 'front', 'prestigious', 'parterre', 'international', 'jury', 'awarding', 'prizes', 'event', 'includes', 'fashion', 'design', 'section', 'one', 'created', 'together', 'ykk', 'event', 'main', 'partner', 'institutions', 'universities', 'submit', 'candidates', 'april', '10', 'undergraduates', 'graduates', 'graduated', 'less', '1', 'year', 'ago', 'three', 'year', 'master', 'fashion', 'design', 'courses', 'read', 'full', 'article', 'cameramoda', 'milano', 'moda', 'graduate']",1672,25,"['event', 'fashion', 'created', 'graduate', 'moda']","['fashion', 'moda', 'event', 'created', 'milano']","['milanomodagraduate', 'show', 'milano', 'milan', 'moda']"
701,milanfashionweek,2023-03-06 11:44:59+00:00,maisonvalentino presents the fall winter 2023 24 collection creative director pierpaolo piccioli takes black tie at its face value a figure of speech for a collection centered on garments drawn from the everyday conjectures and cultural capital are reversed symbol of male power emblem of orthodoxy and restriction our preconceptions about the tie become theoretical architecture for a collection that plays with rules emancipating meaning its ideological conception is questioned eventually contradicted and completely redefined the conscious journey of maison valentino continues in its constant commitment to greater environmental awareness also on the occasion of the valentino black tie fall winter 2023 fashion show the guests of the show are hosted on wooden benches that will be entirely reused by the maison for its future events and projects with a view to supporting the reuse of resources the carpet is totally recycled following the event by its italian supplier equally attentive to the environmental impact and characterized by eco conscious ethics the brand will donate part of the textile materials used for the fashion show to the association with the aim of promoting the circular economy cnmimembers valentinoblacktie maisonvalentino,"['maisonvalentino', 'presents', 'fall', 'winter', '2023', '24', 'collection', 'creative', 'director', 'pierpaolo', 'piccioli', 'takes', 'black', 'tie', 'face', 'value', 'figure', 'speech', 'collection', 'centered', 'garments', 'drawn', 'everyday', 'conjectures', 'cultural', 'capital', 'reversed', 'symbol', 'male', 'power', 'emblem', 'orthodoxy', 'restriction', 'preconceptions', 'tie', 'become', 'theoretical', 'architecture', 'collection', 'plays', 'rules', 'emancipating', 'meaning', 'ideological', 'conception', 'questioned', 'eventually', 'contradicted', 'completely', 'redefined', 'conscious', 'journey', 'maison', 'valentino', 'continues', 'constant', 'commitment', 'greater', 'environmental', 'awareness', 'also', 'occasion', 'valentino', 'black', 'tie', 'fall', 'winter', '2023', 'fashion', 'show', 'guests', 'show', 'hosted', 'wooden', 'benches', 'entirely', 'reused', 'maison', 'future', 'events', 'projects', 'view', 'supporting', 'reuse', 'resources', 'carpet', 'totally', 'recycled', 'following', 'event', 'italian', 'supplier', 'equally', 'attentive', 'environmental', 'impact', 'characterized', 'eco', 'conscious', 'ethics', 'brand', 'donate', 'part', 'textile', 'materials', 'used', 'fashion', 'show', 'association', 'aim', 'promoting', 'circular', 'economy', 'cnmimembers', 'valentinoblacktie', 'maisonvalentino', 'cnmi', 'members', 'valentino', 'black', 'tie', 'maison', 'valentino']",4900,43,"['tie', 'valentino', 'maison', 'black', 'maisonvalentino']","['tie', 'valentino', 'collection', 'black', 'maison']","['show', 'maisonvalentino', 'valentino', 'valentinoblacktie', 'fashion']"
702,milanfashionweek,2023-03-09 10:42:39+00:00,the streets at mfw shot by thomrazzano,"['streets', 'mfw', 'shot', 'thomrazzano', 'mfw']",3541,26,"['mfw', 'thomrazzano', 'streets', 'shot']","['mfw', 'streets', 'shot', 'thomrazzano']","['mfw', 'streets', 'shot', 'thomrazzano']"
703,milanfashionweek,2023-03-10 15:48:10+00:00,versace unveils the new versacefw23 in los angeles for me los angeles is a natural home for us because we share the dna of energy power creativity and imagination together at this show we share those values around the globe donatella versace cnmimembers,"['versace', 'unveils', 'new', 'versacefw23', 'los', 'angeles', 'los', 'angeles', 'natural', 'home', 'us', 'share', 'dna', 'energy', 'power', 'creativity', 'imagination', 'together', 'show', 'share', 'values', 'around', 'globe', 'donatella', 'versace', 'cnmimembers', 'versace', 'f', 'cnmi', 'members']",10701,66,"['versace', 'angeles', 'los', 'share', 'unveils']","['versace', 'los', 'angeles', 'share', 'unveils']","['show', 'versace', 'versacefw23', 'unveils', 'new']"
704,facehunter,2022-11-28 13:08:55+00:00,to celebrate ballantines latest limited edition finest bottle created in partnership with visual artist demsky__ i am exploring different approaches to innovation nzinga b mboup nzingabm is a dakar based bio climatic architect who believes that the future of architecture should revert to ancestral construction techniques some of the oldest buildings or structures in this world are actually built with earth there is a reason why these buildings are still here they were built with intimate knowledge of the material technology enjoy ballantine s responsibly ballantinesxdemsky staytrue ad,"['celebrate', 'ballantines', 'latest', 'limited', 'edition', 'finest', 'bottle', 'created', 'partnership', 'visual', 'artist', 'demsky__', 'exploring', 'different', 'approaches', 'innovation', 'nzinga', 'b', 'mboup', 'nzingabm', 'dakar', 'based', 'bio', 'climatic', 'architect', 'believes', 'future', 'architecture', 'revert', 'ancestral', 'construction', 'techniques', 'oldest', 'buildings', 'structures', 'world', 'actually', 'built', 'earth', 'reason', 'buildings', 'still', 'built', 'intimate', 'knowledge', 'material', 'technology', 'enjoy', 'ballantine', 'responsibly', 'ballantinesxdemsky', 'staytrue', 'ad', 'ballantinesx', 'demsky', 'stay', 'true', 'ad']",245,6,"['buildings', 'built', 'ad', 'ballantine', 'believes']","['buildings', 'built', 'ad', 'celebrate', 'ballantines']","['celebrate', 'ballantines', 'latest', 'limited', 'edition']"
705,nyfw,2023-05-08 21:22:17+00:00,happy aapiheritagemonth nyfw designers represented this past weekend at the 2nd annual goldhouseco gold gala the event honors asian pacific communities across multiple disciplines attendees included kimshui prabalgurung kehuyquan in thombrowne sandraoh in prabal gurung stephanieshepherd in altuzarra and more,"['happy', 'aapiheritagemonth', 'nyfw', 'designers', 'represented', 'past', 'weekend', '2nd', 'annual', 'goldhouseco', 'gold', 'gala', 'event', 'honors', 'asian', 'pacific', 'communities', 'across', 'multiple', 'disciplines', 'attendees', 'included', 'kimshui', 'prabalgurung', 'kehuyquan', 'thombrowne', 'sandraoh', 'prabal', 'gurung', 'stephanieshepherd', 'altuzarra', 'aapi', 'heritage', 'month', 'nyfw', 'kim', 'shui', 'prabal', 'gurung', 'ke', 'huy', 'quan', 'thom', 'browne', 'sandra', 'oh', 'stephanie', 'shepherd', 'altuzarra']",1014,16,"['altuzarra', 'nyfw', 'gurung', 'prabal', '2nd']","['nyfw', 'prabal', 'gurung', 'altuzarra', 'happy']","['nyfw', 'gala', 'designers', 'happy', 'aapiheritagemonth']"
706,facehunter,2023-01-06 15:15:01+00:00,casablanca 🇲🇦 was one of the most important architectural laboratories in the 20th century and it still shows can t remember last time i ve seen as many unique expressions of modernism there are literally not two identical buildings in morocco s economic capital after almost entirely destroying casablanca and killing 7 000 people in 1907 france decided to build a ville nouvelle new city for its large european population and a ville indigène indigineous city to house moroccans during its rule of morocco 1912 1956 france invited european architects to use casa as their canva it turned into what has been considered a model of a modernist city state of the art innovations were plentiful but essentially dedicated to european settlers maroc morocco almagrib maghreb northafrica colonisation colonialarchitecture modernisme archi archidaily archilover architect archilovers archiporn brutalism brutalistarchitecture facehuntermorocco,"['casablanca', '🇲🇦', 'one', 'important', 'architectural', 'laboratories', '20th', 'century', 'still', 'shows', 'remember', 'last', 'time', 'seen', 'many', 'unique', 'expressions', 'modernism', 'literally', 'two', 'identical', 'buildings', 'morocco', 'economic', 'capital', 'almost', 'entirely', 'destroying', 'casablanca', 'killing', '7', '000', 'people', '1907', 'france', 'decided', 'build', 'ville', 'nouvelle', 'new', 'city', 'large', 'european', 'population', 'ville', 'indigène', 'indigineous', 'city', 'house', 'moroccans', 'rule', 'morocco', '1912', '1956', 'france', 'invited', 'european', 'architects', 'use', 'casa', 'canva', 'turned', 'considered', 'model', 'modernist', 'city', 'state', 'art', 'innovations', 'plentiful', 'essentially', 'dedicated', 'european', 'settlers', 'maroc', 'morocco', 'almagrib', 'maghreb', 'northafrica', 'colonisation', 'colonialarchitecture', 'modernisme', 'archi', 'archidaily', 'archilover', 'architect', 'archilovers', 'archiporn', 'brutalism', 'brutalistarchitecture', 'facehuntermorocco', 'casablanca', 'architectural', 'modernism', 'buildings', 'morocco', 's', 'maroc', 'morocco', 'al', 'magrib', 'maghreb', 'north', 'africa', 'colonisation', 'colonialarchitecture', 'modernisme', 'archi', 'archidaily', 'archilover', 'architect', 'archilovers', 'archiporn', 'brutalism', 'brutalistarchitecture', 'facehunter', 'morocco']",1854,32,"['morocco', 'casablanca', 'european', 'city', 'ville']","['morocco', 'casablanca', 'city', 'european', 'architectural']","['shows', 'casablanca', '🇲🇦', 'one', 'important']"
707,taylorswift,2022-12-12 20:01:33+00:00,had the honor of speaking to martin mcdonagh about his brilliant film the banshees of inisherin this is one you have to go see in theaters so full of heart and wit and darkness and humor check out showtimes and go support this incredible film 🎥 variety banshees_movie mschwartzphoto,"['honor', 'speaking', 'martin', 'mcdonagh', 'brilliant', 'film', 'banshees', 'inisherin', 'one', 'go', 'see', 'theaters', 'full', 'heart', 'wit', 'darkness', 'humor', 'check', 'showtimes', 'go', 'support', 'incredible', 'film', 'variety', 'banshees_movie', 'mschwartzphoto', 'movie camera']",3278330,0,"['film', 'go', 'speaking', 'theaters', 'martin']","['film', 'go', 'honor', 'speaking', 'martin']","['showtimes', 'honor', 'speaking', 'martin', 'mcdonagh']"
708,facehunter,2022-10-22 11:45:04+00:00,for my first time in post brexit london 🐣 i ve been capturing some streetstyle at the iconic central saint martins csm art school 🌈🐠 1 rowan fine art rowanparker18 2 4 neema neemakayitesi 5 maria fine art mari calli 6 leo performance design leomonira 7 seoyun seenseo 8 paritos fashion promotion and communication 222paritos 9 alyssa fine art aoka_s qianzi londonstyle londonstreetstyle england uk style styleinspo styleinspiration stylefashion styleoftheday styles menstyle menfashion menwithstyle mensfashion womenfashion girlstyle stylish stylishlook artstudent artstudents facehunterlondon,"['first', 'time', 'post', 'brexit', 'london', 'capturing', 'streetstyle', 'iconic', 'central', 'saint', 'martins', 'csm', 'art', 'school', '1', 'rowan', 'fine', 'art', 'rowanparker18', '2', '4', 'neema', 'neemakayitesi', '5', 'maria', 'fine', 'art', 'mari', 'calli', '6', 'leo', 'performance', 'design', 'leomonira', '7', 'seoyun', 'seenseo', '8', 'paritos', 'fashion', 'promotion', 'communication', '222paritos', '9', 'alyssa', 'fine', 'art', 'aoka_s', 'qianzi', 'londonstyle', 'londonstreetstyle', 'england', 'uk', 'style', 'styleinspo', 'styleinspiration', 'stylefashion', 'styleoftheday', 'styles', 'menstyle', 'menfashion', 'menwithstyle', 'mensfashion', 'womenfashion', 'girlstyle', 'stylish', 'stylishlook', 'artstudent', 'artstudents', 'facehunterlondon', 'hatching chick', 'rainbow', 'tropical fish', 'london', 'streetstyle', 'cs', 'london', 'style', 'london', 'streetstyle', 'england', 'uk', 'style', 'styleinspo', 'styleinspiration', 'stylefashion', 'styleoftheday', 'styles', 'menstyle', 'menfashion', 'menwithstyle', 'mensfashion', 'womenfashion', 'girlstyle', 'stylish', 'stylishlook', 'artstudent', 'artstudents', 'facehunter', 'london']",1064,32,"['london', 'art', 'fine', 'england', 'girlstyle']","['london', 'art', 'streetstyle', 'fine', 'style']","['londonstyle', 'londonstreetstyle', 'london', 'facehunterlondon', 'streetstyle']"
709,leeoliveira,2023-01-11 11:00:08+00:00,piazza carlo stuparich milan,"['piazza', 'carlo', 'stuparich', 'milan']",218,9,"['piazza', 'milan']","['piazza', 'carlo', 'stuparich', 'milan']","['milan', 'piazza', 'carlo', 'stuparich']"
710,facehunter,2023-01-08 16:25:17+00:00,casablanca 🇲🇦 mohammed karim owns a clothing store in the habous neighbourhood hubous maroc morocco almagrib maghreb northafrica streetstyle mensstyle mensfashion mensclothing facehuntermorocco,"['casablanca', '🇲🇦', 'mohammed', 'karim', 'owns', 'clothing', 'store', 'habous', 'neighbourhood', 'hubous', 'maroc', 'morocco', 'almagrib', 'maghreb', 'northafrica', 'streetstyle', 'mensstyle', 'mensfashion', 'mensclothing', 'facehuntermorocco', 'casablanca', 'habous', 'hubous', 'maroc', 'morocco', 'al', 'magrib', 'north', 'africa', 'streetstyle', 'mensstyle', 'mensfashion', 'mensclothing', 'facehunter', 'morocco']",622,8,"['morocco', 'casablanca', 'maroc', 'mensstyle', 'mensfashion']","['morocco', 'casablanca', 'habous', 'hubous', 'maroc']","['streetstyle', 'mensstyle', 'mensfashion', 'casablanca', '🇲🇦']"
711,facehunter,2022-10-26 08:00:41+00:00,some more street swag made in london 🔥 1 2 michael fujiwara_nakatomi 3 4 maja majadarlington 5 noah noahdayan 6 7 franzine franzinepermejo 8 oscar omhlondon 9 hannah hannieratz 10 paul streetstyle londonstyle londonstreetstyle england uk style styleinspo styleinspiration stylefashion styleoftheday styles menstyle menfashion menwithstyle mensfashion womenfashion girlstyle stylish stylishlook england uk facehunterlondon 🇬🇧,"['street', 'swag', 'made', 'london', '1', '2', 'michael', 'fujiwara_nakatomi', '3', '4', 'maja', 'majadarlington', '5', 'noah', 'noahdayan', '6', '7', 'franzine', 'franzinepermejo', '8', 'oscar', 'omhlondon', '9', 'hannah', 'hannieratz', '10', 'paul', 'streetstyle', 'londonstyle', 'londonstreetstyle', 'england', 'uk', 'style', 'styleinspo', 'styleinspiration', 'stylefashion', 'styleoftheday', 'styles', 'menstyle', 'menfashion', 'menwithstyle', 'mensfashion', 'womenfashion', 'girlstyle', 'stylish', 'stylishlook', 'england', 'uk', 'facehunterlondon', '🇬🇧', 'fire', 'london', 'streetstyle', 'london', 'style', 'london', 'streetstyle', 'england', 'uk', 'style', 'styleinspo', 'styleinspiration', 'stylefashion', 'styleoftheday', 'styles', 'menstyle', 'menfashion', 'menwithstyle', 'mensfashion', 'womenfashion', 'girlstyle', 'stylish', 'stylishlook', 'facehunter', 'london', '🇬🇧']",1082,35,"['london', 'england', 'uk', 'girlstyle', 'menfashion']","['london', 'streetstyle', 'england', 'uk', 'style']","['londonstyle', 'londonstreetstyle', 'london', 'omhlondon', 'facehunterlondon']"
712,milanfashionweek,2023-03-13 09:36:02+00:00,moments at the 95th academy awards with looks from italian designers in the pictures jamie lee curtis in dolce gabbana and brendan fraser in armani margot robbie in armani ariana de bose in versace riz ahmed in prada angela bassett in moschino emily blunt in maison valentino ashley graham in alberta ferretti cnmimembers oscars2023 oscars,"['moments', '95th', 'academy', 'awards', 'looks', 'italian', 'designers', 'pictures', 'jamie', 'lee', 'curtis', 'dolce', 'gabbana', 'brendan', 'fraser', 'armani', 'margot', 'robbie', 'armani', 'ariana', 'de', 'bose', 'versace', 'riz', 'ahmed', 'prada', 'angela', 'bassett', 'moschino', 'emily', 'blunt', 'maison', 'valentino', 'ashley', 'graham', 'alberta', 'ferretti', 'cnmimembers', 'oscars2023', 'oscars', 'cnmi', 'members', 'oscars', 'oscars']",3281,31,"['oscars', 'armani', 'ahmed', 'ashley', 'moschino']","['oscars', 'armani', 'moments', '95th', 'academy']","['awards', 'armani', 'versace', 'prada', 'moschino']"
713,milanfashionweek,2023-03-20 10:51:38+00:00,monday mood with another round of the streets at mfw shot by thomrazzano,"['monday', 'mood', 'another', 'round', 'streets', 'mfw', 'shot', 'thomrazzano', 'mfw']",3513,31,"['mfw', 'round', 'thomrazzano', 'monday', 'another']","['mfw', 'monday', 'mood', 'another', 'round']","['mfw', 'monday', 'mood', 'another', 'round']"
714,milanfashionweek,2023-04-18 13:32:15+00:00,on the occasion of milano moda design during milandesignweek dolcegabbana presents the two new creativity of the home collection dg logo and oro 24k which join the four themes already available carretto siciliano blu mediterraneo leopardo and zebra a tribute to excellent craftsmanship italian design and the authentic codes of the brand s dna identified and reinterpreted to become an integral part of the form and function of each furnishing proposal with its expressive power and unmistakable lines the dg logo signs dolce gabbana creations and today characterizes one of the new themes of the home collection a graphic sign of great character which thanks to the two famous initials is a perfect synthesis of the history and identity of the brand the 24k gold theme pays homage to the opulence of the baroque and its eccentric and refined shapes which come to life in the precious fabrics and in the smooth or hammered surfaces of the furnishings of the new line in particular the wavy effect that embellishes some furnishing elements owes its uniqueness to an extraordinary manual workmanship which has its roots in the great italian tradition of high craftsmanship dgcasa dolcegabbana milanomodadesign mmd milandesignweek,"['occasion', 'milano', 'moda', 'design', 'milandesignweek', 'dolcegabbana', 'presents', 'two', 'new', 'creativity', 'home', 'collection', 'dg', 'logo', 'oro', '24k', 'join', 'four', 'themes', 'already', 'available', 'carretto', 'siciliano', 'blu', 'mediterraneo', 'leopardo', 'zebra', 'tribute', 'excellent', 'craftsmanship', 'italian', 'design', 'authentic', 'codes', 'brand', 'dna', 'identified', 'reinterpreted', 'become', 'integral', 'part', 'form', 'function', 'furnishing', 'proposal', 'expressive', 'power', 'unmistakable', 'lines', 'dg', 'logo', 'signs', 'dolce', 'gabbana', 'creations', 'today', 'characterizes', 'one', 'new', 'themes', 'home', 'collection', 'graphic', 'sign', 'great', 'character', 'thanks', 'two', 'famous', 'initials', 'perfect', 'synthesis', 'history', 'identity', 'brand', '24k', 'gold', 'theme', 'pays', 'homage', 'opulence', 'baroque', 'eccentric', 'refined', 'shapes', 'come', 'life', 'precious', 'fabrics', 'smooth', 'hammered', 'surfaces', 'furnishings', 'new', 'line', 'particular', 'wavy', 'effect', 'embellishes', 'furnishing', 'elements', 'owes', 'uniqueness', 'extraordinary', 'manual', 'workmanship', 'roots', 'great', 'italian', 'tradition', 'high', 'craftsmanship', 'dgcasa', 'dolcegabbana', 'milanomodadesign', 'mmd', 'milandesignweek', 'milan', 'design', 'week', 'dg', 'casa', 'dolce', 'gabbana', 'milano', 'moda', 'design', 'mmd']",1142,11,"['dg', 'design', 'furnishing', 'logo', 'mmd']","['design', 'new', 'dg', 'milano', 'moda']","['milanomodadesign', 'milano', 'milandesignweek', 'milan', 'moda']"
715,facehunter,2022-11-25 10:44:15+00:00,nantes 🇫🇷 l arbre à basket 🏀🌳🏀 quite clever 💡french architecture firm a lta has designed a multi hoop basketball tree to give kids of all ages and sizes a chance to enjoy bball france basket basketball🏀 basketballs basketballneverstops basketballtraining basketballplayer bballislife basketballtree basketballcourt basketballcourts outdoorsport sport urbandesign urban,"['nantes', '🇫🇷', 'l', 'arbre', 'à', 'basket', 'quite', 'clever', 'french', 'architecture', 'firm', 'lta', 'designed', 'multi', 'hoop', 'basketball', 'tree', 'give', 'kids', 'ages', 'sizes', 'chance', 'enjoy', 'bball', 'france', 'basket', 'basketball', 'basketballs', 'basketballneverstops', 'basketballtraining', 'basketballplayer', 'bballislife', 'basketballtree', 'basketballcourt', 'basketballcourts', 'outdoorsport', 'sport', 'urbandesign', 'urban', 'basketball', 'deciduous tree', 'basketball', 'light bulb', 'basketball', 'nantes', 'b', 'ball', 'france', 'basket', 'basketball', 'basketballs', 'basketballneverstops', 'basketballtraining', 'basketballplayer', 'bballislife', 'basketball', 'tree', 'basketballcourt', 'basketballcourts', 'outdoorsport', 'sport', 'urbandesign', 'urban']",537,8,"['basketball', 'basket', 'tree', 'sport', 'urban']","['basketball', 'basket', 'nantes', 'tree', 'france']","['nantes', '🇫🇷', 'l', 'arbre', 'à']"
716,parisiensinparis,2023-03-31 06:55:30+00:00,parisienne 🇫🇷 shotoniphone paris parisian parisien effortless style effortlesschic natural fashion denim denimmania parisianstyle leparisien laparisienne parisfashionweek pfw,"['parisienne', '🇫🇷', 'shotoniphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortlesschic', 'natural', 'fashion', 'denim', 'denimmania', 'parisianstyle', 'leparisien', 'laparisienne', 'parisfashionweek', 'pfw', 'shot', 'on', 'iphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortless', 'chic', 'natural', 'fashion', 'denim', 'denim', 'mania', 'parisian', 'style', 'le', 'parisien', 'la', 'parisienne', 'paris', 'fashion', 'week', 'pfw']",7182,17,"['parisien', 'parisian', 'effortless', 'denim', 'paris']","['paris', 'parisian', 'parisien', 'effortless', 'style']","['parisfashionweek', 'parisianstyle', 'pfw', 'parisienne', 'paris']"
717,facehunter,2022-12-04 09:37:23+00:00,berlin 🇩🇪 die poesie grauer tage the poetry of grey days 🐿 luisa luisamerz costume designer jam synced_love bartender streetstyle berlinstyle berlinstreetstyle styleinberlin styleinspiration styleinspo style styles stylefashion stylediary styleoftheday stylepost stylegram menstyle menwithstyle mensfashion berlim germany deutschland,"['berlin', '🇩🇪', 'die', 'poesie', 'grauer', 'tage', 'poetry', 'grey', 'days', 'luisa', 'luisamerz', 'costume', 'designer', 'jam', 'synced_love', 'bartender', 'streetstyle', 'berlinstyle', 'berlinstreetstyle', 'styleinberlin', 'styleinspiration', 'styleinspo', 'style', 'styles', 'stylefashion', 'stylediary', 'styleoftheday', 'stylepost', 'stylegram', 'menstyle', 'menwithstyle', 'mensfashion', 'berlim', 'germany', 'deutschland', 'chipmunk', 'berlin', 'streetstyle', 'berlin', 'style', 'berlin', 'streetstyle', 'style', 'in', 'berlin', 'styleinspiration', 'styleinspo', 'style', 'styles', 'stylefashion', 'stylediary', 'styleoftheday', 'stylepost', 'stylegram', 'menstyle', 'menwithstyle', 'mensfashion', 'berlim', 'germany', 'deutschland']",1880,22,"['berlin', 'style', 'stylegram', 'stylepost', 'germany']","['berlin', 'style', 'streetstyle', 'styleinspiration', 'styleinspo']","['berlinstyle', 'berlinstreetstyle', 'styleinberlin', 'berlin', 'designer']"
718,watchingnewyork,2023-05-03 12:15:11+00:00,recent top shots streetfashion fashion street nyc nycfashion spring springfashion fashiontrends fallfashion newyorkcity style streetstyle vintage thrift,"['recent', 'top', 'shots', 'streetfashion', 'fashion', 'street', 'nyc', 'nycfashion', 'spring', 'springfashion', 'fashiontrends', 'fallfashion', 'newyorkcity', 'style', 'streetstyle', 'vintage', 'thrift', 'streetfashion', 'fashion', 'street', 'nyc', 'nycfashion', 'spring', 'springfashion', 'fashiontrends', 'fallfashion', 'newyorkcity', 'style', 'streetstyle', 'vintage', 'thrift']",27608,193,"['springfashion', 'spring', 'fallfashion', 'fashiontrends', 'newyorkcity']","['streetfashion', 'fashion', 'street', 'nyc', 'nycfashion']","['newyorkcity', 'streetfashion', 'fashion', 'nycfashion', 'springfashion']"
719,adidasfootball,2023-05-25 08:42:47+00:00,we celebrate the fundamentals of our respective dnas performance footwear constructed with luxury materials and meticulous craftsmanship adidas football for prada available from 14 00 cet on prada com and select prada stores adidasforprada prada adidasfootball,"['celebrate', 'fundamentals', 'respective', 'dnas', 'performance', 'footwear', 'constructed', 'luxury', 'materials', 'meticulous', 'craftsmanship', 'adidas', 'football', 'prada', 'available', '14', '00', 'cet', 'prada', 'com', 'select', 'prada', 'stores', 'adidasforprada', 'prada', 'adidasfootball', 'adidasfor', 'prada', 'prada', 'adidasfootball']",166938,271,"['prada', 'adidasfootball', 'adidasfor', 'adidasforprada', 'materials']","['prada', 'adidasfootball', 'celebrate', 'fundamentals', 'respective']","['adidas', 'prada', 'adidasforprada', 'adidasfootball', 'adidasfor']"
720,taylorswift,2022-10-21 12:06:44+00:00,the anti hero video is here which i wrote and directed watch my nightmare scenarios and intrusive thoughts play out in real time with some help from the excellent birbigs bejohnce and maryelizabethellis who fabulously portray get ready for it my grown sons and daughter in law anyway forever grateful to my incredible dp the_rinayang and our amazing crew 🌌🤩,"['anti', 'hero', 'video', 'wrote', 'directed', 'watch', 'nightmare', 'scenarios', 'intrusive', 'thoughts', 'play', 'real', 'time', 'help', 'excellent', 'birbigs', 'bejohnce', 'maryelizabethellis', 'fabulously', 'portray', 'get', 'ready', 'grown', 'sons', 'daughter', 'law', 'anyway', 'forever', 'grateful', 'incredible', 'dp', 'the_rinayang', 'amazing', 'crew', 'milky way', 'star-struck']",3556687,0,"['grown', 'hero', 'law', 'milky', 'nightmare']","['anti', 'hero', 'video', 'wrote', 'directed']","['anti', 'hero', 'video', 'wrote', 'directed']"
721,taylorswift,2022-10-21 04:01:01+00:00,midnights is a wild ride of an album and i couldn t be happier that my co pilot on this adventure was jackantonoff he s my friend for life presumptuous i know but i stand by it and we ve been making music together for nearly a decade however this is our first album we ve done with just the two of us as main collaborators we d been toying with ideas and had written a few things we loved but midnights actually really coalesced and flowed out of us when our partners both actors did a film together in panama jack and i found ourselves back in new york alone recording every night staying up late and exploring old memories and midnights past we were so lucky to also work with our brilliant collaborators sam_dew sounwave lana del rey jahaansweet keanubeats william bowery and zoeisabellakravitz sharp_stick was our excellent engineer the wonderful and wise bethgarrabrant took the album photographs midnights is a collage of intensity highs and lows and ebbs and flows life can be dark starry cloudy terrifying electrifying hot cold romantic or lonely just like midnights which is out now,"['midnights', 'wild', 'ride', 'album', 'happier', 'co', 'pilot', 'adventure', 'jackantonoff', 'friend', 'life', 'presumptuous', 'know', 'stand', 'making', 'music', 'together', 'nearly', 'decade', 'however', 'first', 'album', 'done', 'two', 'us', 'main', 'collaborators', 'toying', 'ideas', 'written', 'things', 'loved', 'midnights', 'actually', 'really', 'coalesced', 'flowed', 'us', 'partners', 'actors', 'film', 'together', 'panama', 'jack', 'found', 'back', 'new', 'york', 'alone', 'recording', 'every', 'night', 'staying', 'late', 'exploring', 'old', 'memories', 'midnights', 'past', 'lucky', 'also', 'work', 'brilliant', 'collaborators', 'sam_dew', 'sounwave', 'lana', 'del', 'rey', 'jahaansweet', 'keanubeats', 'william', 'bowery', 'zoeisabellakravitz', 'sharp_stick', 'excellent', 'engineer', 'wonderful', 'wise', 'bethgarrabrant', 'took', 'album', 'photographs', 'midnights', 'collage', 'intensity', 'highs', 'lows', 'ebbs', 'flows', 'life', 'dark', 'starry', 'cloudy', 'terrifying', 'electrifying', 'hot', 'cold', 'romantic', 'lonely', 'like', 'midnights']",4668966,0,"['midnights', 'album', 'together', 'us', 'life']","['midnights', 'album', 'life', 'together', 'us']","['midnights', 'wild', 'ride', 'album', 'happier']"
722,taylorswift,2022-11-01 12:21:58+00:00,i m enchanted to announce my next tour taylor swift the eras tour a journey through the musical eras of my career past and present the first leg of the tour will be in stadiums across the us with international dates to be announced as soon as we can feeling like the luckiest person alive because i get to take these brilliant artists out on tour with me paramore radvxz phoebebridgers girlinred whereismuna haimtheband gracieabrams gayle and owennmusic i can t wait to see your gorgeous faces out there it s been a long time coming 🥰,"['enchanted', 'announce', 'next', 'tour', 'taylor', 'swift', 'eras', 'tour', 'journey', 'musical', 'eras', 'career', 'past', 'present', 'first', 'leg', 'tour', 'stadiums', 'across', 'us', 'international', 'dates', 'announced', 'soon', 'feeling', 'like', 'luckiest', 'person', 'alive', 'get', 'take', 'brilliant', 'artists', 'tour', 'paramore', 'radvxz', 'phoebebridgers', 'girlinred', 'whereismuna', 'haimtheband', 'gracieabrams', 'gayle', 'owennmusic', 'wait', 'see', 'gorgeous', 'faces', 'long', 'time', 'coming', 'smiling face with hearts']",5977526,0,"['tour', 'eras', 'faces', 'haimtheband', 'owennmusic']","['tour', 'eras', 'enchanted', 'announce', 'next']","['enchanted', 'announce', 'next', 'tour', 'taylor']"
