post_id,postUser,timestamp,combined_tokens,likesCount,commentsCount,score_segtiment,keywords_comments,keywords_posts
446,facehunter,2023-05-31 10:02:23+00:00,"['brutalism', 'buenosaires', '🇦🇷', 'argentina', 'capital', 'known', 'french', 'neoclassical', 'neo', 'gothic', 'beaux', 'arts', 'art', 'nouveau', 'art', 'deco', 'modern', 'architecture', 'brutalism', 'also', 'left', 'discreet', 'impactful', 'mark', 'three', 'argentinian', 'concrete', 'landmarks', '1', '4', 'biblioteca', 'nacional', 'mariano', 'moreno', 'designed', '1961', 'italo', 'argentine', 'architect', 'clorindo', 'manuel', 'josé', 'testa', '1923', '2013', 'partnership', 'francisco', 'bullrich', '1929', '2011', 'alicia', 'cazzaniga', '1928', '1968', 'construction', 'started', '1971', 'successive', 'changes', 'government', 'leadership', 'complex', 'bureaucracy', 'certain', 'indifference', 'towards', 'culture', 'matters', 'leaders', 'slowed', 'process', 'lot', 'national', 'library', 'finally', 'inaugurated', '1992', 'location', 'rich', 'significance', 'concrete', 'building', 'stands', 'exact', 'site', 'president', 'juan', 'perón', 'wife', 'eva', 'duarte', 'evita', 'official', 'residence', 'unzué', 'palace', 'initially', '1946', '1952', 'highly', 'popular', 'among', 'working', 'class', '1952', 'things', 'got', 'complicated', 'evita', 'passed', 'away', 'juan', 'perón', 'would', 'eventually', 'lose', 'power', 'military', 'coup', 'forced', 'leave', 'country', 'residence', 'would', 'symbolically', 'destroyed', '1958', '5', '7', 'banca', 'de', 'londres', 'designed', 'clorindo', 'testa', 'built', '1966', 'hq', 'bank', 'london', 'south', 'america', 'british', 'bank', 'would', 'later', 'merged', 'lloyds', '8', '9', 'brazilian', 'embassy', 'chancellery', 'olavo', 'redig', 'campos', '1906', '1984', 'brazilian', 'architect', 'president', 'brazilian', 'heritage', 'conservation', 'service', 'foreign', 'ministry', '1946', '1976', 'privileged', 'position', 'allowed', 'design', 'several', 'state', 'buildings', 'outside', 'brazil', 'embassies', 'washington', 'dc', 'lima', 'diplomatic', 'residences', 'beirut', 'dakar', 'archi', 'arch', 'archilovers', 'arquitectura', 'arquitecturaargentina', 'buenosairesarquitectura', 'brutalismo', 'architecturephotography', 'concretedesign', 'arquitecturabrutalista', 'brutalist', 'brutalistarchitecture', 'archidaily', 'archiporn', 'archilovers', 'bsas', 'travel', 'travelling', 'travelgram', 'facehunterba', 'brutalism', 'buenos', 'aires', 'argentina', 's', 'architecture', 'concrete', 'architect', 'archi', 'arch', 'archilovers', 'arquitectura', 'arquitecturaargentina', 'buenosairesarquitectura', 'brutalismo', 'architecturephotography', 'concretedesign', 'arquitecturabrutalista', 'brutalist', 'brutalistarchitecture', 'archidaily', 'archiporn', 'bs', 'as', 'travel', 'travelling', 'travelgram', 'facehunter', 'ba']",1383,30,0.28400000000000003,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['brutalism', '🇦🇷', 'archilovers', 'would', 'london', 'concrete', 'brazilian', 'buenosaires', 'architect', 'argentina']"
447,facehunter,2023-05-22 12:35:46+00:00,"['getting', 'emotional', 'documentary', 'sabrinafidalgoo', 'crafting', 'last', 'three', 'years', 'collaboration', 'gullaneentretenimento', 'globofilmes', 'globonews', 'canalbrasil', 'finally', 'becoming', 'reality', 'days', 'clapper board', 'face holding back tears', 'orange heart']",325,25,0.10666666666666669,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['crafting', 'becoming', 'reality', 'getting', 'documentary', 'board', 'sabrinafidalgoo', 'emotional']"
448,facehunter,2023-05-01 14:11:32+00:00,"['unique', 'people', 'baghdad', '🇮🇶', '1', 'sanarya', 'soysanarya', 'english', 'literature', 'german', 'student', 'first', 'time', 'visiting', 'baghdad', 'since', 'emigrated', 'north', 'rein', 'westphalia', 'germany', '2015', 'trip', 'felt', 'loved', 'yet', 'foreign', 'sometimes', '2', 'hussein', 'h_r771', 'fine', 'arts', 'student', 'chose', 'live', 'study', 'baghdad', 'mostly', 'love', 'much', 'history', 'city', 'find', 'wandering', 'streets', 'old', 'palaces', 'every', 'weekend', '3', 'salwa', 'salawi', '7', 'interior', 'design', 'student', '4', 'hadeel', 'hadeelshaker', '1', 'graphic', 'design', 'student', 'baghdad', 'brings', 'together', 'people', 'completely', 'different', 'terms', 'traditions', 'religions', 'october', '2019', 'revolution', 'people', 'became', 'open', 'minded', 'acceptance', 'people', 'differences', '5', 'jamal', 'ek33j', 'art', 'director', '6', 'maryam', 'um_issa_20', 'interior', 'design', 'student', 'goal', 'make', 'brand', '7', 'arwa', 'artsyarwaxx', 'graphic', 'design', 'student', 'graduate', 'two', 'months', 'classes', 'way', 'old', 'school', 'want', 'take', 'online', 'courses', 'illustration', 'motion', 'graphics', '8', 'riyadh', 'gheneastudio', 'artist', 'curator', 'art', 'teacher', 'visiting', 'iraq', '2011', 'years', 'exile', 'jordan', 'canada', 'understood', 'could', 'use', 'international', 'experience', 'bring', 'change', 'country', 'help', 'people', 'live', 'better', 'decided', 'move', 'back', 'teach', 'art', '9', '5', 'rawsa', 'rawssssa', 'architectural', 'designer', 'born', 'raised', 'baghdad', 'kurdish', 'arab', 'household', 'moving', 'states', 'growing', 'woman', 'today', 'molded', 'mix', 'things', 'never', 'felt', 'like', 'belong', 'states', 'also', 'get', 'strong', 'feeling', 'belonging', 'back', 'baghdad', 'always', 'feel', 'like', 'outsider', 'either', 'regions', 'iraqi', 'made', 'resilient', 'strong', 'woman', 'easily', 'acclimate', 'adapt', 'change', 'new', 'environments', '10', 'miria', 'miria__97', 'sculpture', 'student', 'last', 'year', 'half', 'things', 'really', 'good', 'still', 'conservative', 'people', 'still', 'open', 'better', 'streetstyle', 'style', 'iraqiyouth', 'newiraq', 'iraqis', 'travel', 'travelling', 'facehunteriraq', 'white heart', 'black heart', 'baghdad', 'iraq', 'streetstyle', 'style', 'iraqi', 'youth', 'new', 'iraq', 'iraqis', 'travel', 'travelling', 'facehunter', 'iraq']",1411,65,0.165,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['style', 'streetstyle', 'baghdad', 'design', '2019', 'iraq', 'unique', 'student', 'people', 'designer']"
449,facehunter,2023-05-04 07:21:58+00:00,"['baghdad', 'اني', 'احب', 'بغداد', '1', 'al', 'shaheed', 'monument', 'aka', 'martyr', 'memorial', 'designed', 'iraqi', 'sculptor', 'ismail', 'fatah', 'al', 'turk', 'built', '1983', 'commemorate', 'iraqi', 'soldiers', 'died', 'iran', 'iraq', 'war', 'time', 'become', 'commemoration', 'site', 'iraqi', 'martyrs', '2', 'abbas', 'thing', '3', 'mosaic', 'nadhim', 'ramzi', '1928', '2013', '1953', 'representing', 'ibn', 'sina', 'aka', 'avicenna', 'one', 'significant', 'physicians', 'astronomers', 'philosophers', 'writers', 'islamic', 'golden', 'age', 'father', 'early', 'modern', 'medicine', '4', 'aws', 'aws_1994_', 'bumped', 'uncle', 'iyad', '5', 'hip', 'café', 'gym', 'gallery', 'one', 'six5ifty', 'thegallery', 'iq', '6', 'interior', 'city', 'hall', 'designed', 'hisham', 'munir', 'nasir', 'al', 'asadi', '1978', '7', 'graduation', 'party', 'al', 'zawraa', 'park', '8', 'abbasidpalace', 'remaining', 'abbasid', 'palace', 'baghdad', 'built', '1179', 'ad', '1225', 'ad', '9', 'amba', 'popular', 'sauce', 'generally', 'prepared', 'green', 'mango', 'salt', 'white', 'vinegar', 'oil', 'garlic', 'chili', 'pepper', 'curcuma', 'fenugreek', 'brown', 'sugar', 'cumin', 'often', 'mustard', 'coriander', 'seeds', 'also', 'according', 'legend', 'invented', 'sassoon', 'famous', 'baghdadi', 'jewish', 'family', 'exile', 'india', '19th', 'century', '10', 'central', 'station', 'designed', 'j', 'wilson', 'inaugurated', '1953', 'travel', 'travelphotography', 'traveler', 'travelling', 'traveling', 'instatravel', 'instatravelling', 'traveller', 'travelgram', 'travellife', 'travelpics', 'baghdadarchitecture', 'baghdad_iraq', 'iraq🇮🇶', 'iraqis', 'iraqifood', 'iraqiart', 'iraqiarchitecture', 'brutalism', 'brutalistarchitecture', 'facehunteriraq', 'baghdad', 'iraqi', 'abbasid', 'palace', 'baghdadi', 'travel', 'travelphotography', 'traveler', 'travelling', 'traveling', 'instatravel', 'instatravelling', 'traveller', 'travelgram', 'travellife', 'travelpics', 'baghdadarchitecture', 'baghdad', 'iraq', 'iraq', 'iraqis', 'iraqifood', 'iraqiart', 'iraqiarchitecture', 'brutalism', 'brutalistarchitecture', 'facehunter', 'iraq']",4589,122,0.25000000000000006,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['wow', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['clapping_hands', 'amazing', 'beautiful', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['baghdad', 'بغداد', '1', 'اني', 'al', 'iraqi', 'iraq', 'designed', 'احب']"
450,parisiensinparis,2023-05-12 17:48:39+00:00,"['la', 'discrétion', '🇫🇷', 'shotoniphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortlesschic', 'natural', 'fashion', 'denim', 'denimmania', 'parisianstyle', 'leparisien', 'laparisienne', 'parisfashionweek', 'pfw', 'shot', 'on', 'iphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortless', 'chic', 'natural', 'fashion', 'denim', 'denim', 'mania', 'parisian', 'style', 'le', 'parisien', 'la', 'parisienne', 'paris', 'fashion', 'week', 'pfw']",2867,4,0.21500000000000002,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['style', 'denim', 'parisianstyle', 'parisian', 'parisien', 'pfw', 'effortless', 'parisfashionweek', 'paris']"
451,facehunter,2023-05-16 10:06:08+00:00,"['christianity', 'baghdad', '🇮🇶', 'expect', 'see', 'many', 'churches', 'town', 'nowadays', '250', '000', 'christians', 'left', 'iraq', 'gulf', 'war', '1991', 'used', '1', '1', '5', 'million', 'years', 'wars', 'persecution', 'made', 'number', 'fall', 'drastically', 'many', 'fled', 'abroad', 'moved', 'nation', 'capital', 'find', 'refuge', 'baghdad', 'home', 'largest', 'christian', 'populations', 'country', 'christians', 'iraq', 'considered', 'one', 'world', 'oldest', 'continuous', 'christian', 'communities', 'actually', 'arabs', 'mainly', 'assyrian', 'people', 'even', 'though', 'saddam', 'regime', 'pressured', 'identify', 'arabs', 'many', 'still', 'speak', 'assyrian', 'first', 'language', 'asked', 'raya', 'kamelea_roze', 'pharmacy', 'major', 'student', 'musician', 'live', 'baghdad', 'christian', '2023', 'chaldean', 'catholic', 'used', 'choir', 'pianist', 'church', 'st', 'george', 'five', 'years', 'also', 'played', 'piano', 'several', 'churches', 'faced', 'difficulties', 'discrimination', 'due', 'religion', 'believe', 'religious', 'differences', 'create', 'barriers', 'people', 'anymore', 'may', 'happened', 'past', 'something', 'glad', 'think', 'iraqi', 'people', 'regardless', 'religion', 'beliefs', 'aim', 'live', 'peacefully', 'calmly', 'despite', 'terror', 'us', 'christians', 'faced', 'past', 'addition', 'iraqi', 'sects', 'went', 'similar', 'experiences', 'believe', 'us', 'facing', 'fate', 'since', 'live', 'country', 'two', 'thirds', 'christians', 'iraq', 'chaldean', 'catholics', '20', 'belong', 'assyrian', 'church', 'east', 'smaller', 'denominations', 'include', 'syrian', 'orthodox', 'syriac', 'catholic', 'armenian', 'catholic', 'armenian', 'orthodox', 'anglican', 'evangelical', 'protestants', 'photo', '9', 'bakram', 'front', 'armenian', 'church', '345', 'armenian', 'families', 'iraq', 'living', 'centuries', 'still', 'speak', 'armenian', 'iraqichristians', 'baghdad_iraq', 'travel', 'travelphotography', 'travelling', 'facehunteriraq', 'christianity', 'baghdad', 'churches', 'iraq', 'christians', 'iraqichristians', 'baghdad', 'iraq', 'travel', 'travelphotography', 'travelling', 'facehunter', 'iraq']",995,19,0.05442857142857141,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['like', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['expect', 'baghdad', 'christians', 'christian', 'armenian', 'christianity', 'catholic', 'many', '2023', '🇮🇶', 'iraq', 'church']"
452,parisiensinparis,2023-04-28 05:15:49+00:00,"['love', '🇫🇷🇫🇷🇫🇷', 'shotoniphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortlesschic', 'natural', 'fashion', 'denim', 'denimmania', 'parisianstyle', 'leparisien', 'laparisienne', 'parisfashionweek', 'pfw', 'shot', 'on', 'iphone', 'paris', 'parisian', 'parisien', 'effortless', 'style', 'effortless', 'chic', 'natural', 'fashion', 'denim', 'denim', 'mania', 'parisian', 'style', 'le', 'parisien', 'la', 'parisienne', 'paris', 'fashion', 'week', 'pfw']",8953,48,0.1466666666666667,"[] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['style', 'denim', 'parisianstyle', 'parisian', 'parisien', 'pfw', 'effortless', 'parisfashionweek', 'paris']"
453,prada,2023-06-06 12:00:12+00:00,"['cityscape', 'landscape', 'clash', 'together', 'impossible', 'combinations', 'within', 'prada', 'linea', 'rossa', 'spring', 'summer', '2023', 'eyewear', 'campaign', 'starring', 'jake', 'gyllenhaal', 'spring', 'summer', '2023', 'prada', 'linea', 'rossa', 'discover', 'via', 'link', 'bio', 'photography', 'norbert', 'schoerner', 'pradalinearossa', 'pradaeyewear', 'prada', 'prada', 'linea', 'rossa', 'prada', 'eyewear', 'prada']",10637,62,0.20444444444444448,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['like', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['de', 'amazing', 'beautiful', 'clapping_hands', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","['linea', 'pradalinearossa', 'spring', 'prada', '2023', 'rossa', 'summer', 'eyewear', 'pradaeyewear']"
454,parisfashionweek,2023-05-18 16:08:46+00:00,"['duo', 'coco', 'boutet', 'josemaria', 'solanes', 'partners', 'life', 'work', 'womenswear', 'fall', 'winter', '2023', '2024', 'boutetsolanes', 'emphasise', 'fit', 'structure', 'discover', 'creative', 'film', 'boutetsolanes', 'second', 'collection', 'unveiled', 'pfw', 'link', 'bio', 'parisfashionweek', 'pfw', 'boutetsolanes', 'parisfashionweek', 'pfw', 'boutetsolanes']",1551,7,0.2285714285714286,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","['2024', 'duo', 'partners', 'coco', 'boutetsolanes', 'structure', 'pfw', '2023', 'parisfashionweek', 'unveiled', 'womenswear']"
455,parisfashionweek,2023-05-10 16:00:00+00:00,"['throwback', 'palmangels', 'streetstyle', 'looks', 'spotted', 'photographer', 'joleomemeier', 'womenswear', 'fall', 'winter', '2023', '2024', 'paris', 'fashion', 'week', 'follow', 'link', 'bio', 'watch', 'shows', 'platform', 'parisfashionweek', 'pfw', 'josefinemeier', 'parisfashionweek', 'pfw', 'josefinemeier']",2691,16,0.15000000000000002,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['streetstyle', 'josefinemeier', 'spotted', 'palmangels', 'throwback', 'pfw', 'joleomemeier', 'parisfashionweek', 'shows', 'paris']"
456,prada,2023-06-03 17:00:13+00:00,"['prada', 'pieces', 'move', 'formal', 'casual', 'hot', 'cool', 'discover', 'via', 'link', 'bio', 'prada']",14029,66,0.22200000000000006,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['wow', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","['cool', 'formal', 'pieces', 'casual', 'hot', 'prada', 'move']"
457,parisfashionweek,2023-04-23 16:00:00+00:00,"['stolen', 'moments', 'taralevyphoto', 'leonardparis', 'show', 'presented', 'womenswear', 'fall', 'winter', '2023', '2024', 'paris', 'fashion', 'week', 'watch', 'full', 'show', 'platform', 'tapping', 'link', 'bio', 'parisfashionweek', 'pfw', 'leonardparis', 'taralevy', 'parisfashionweek', 'pfw', 'leonardparis', 'taralevy']",1968,13,0.35333333333333333,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['leonardparis', 'presented', 'taralevy', 'pfw', 'parisfashionweek', 'tapping', 'show', 'paris']"
458,prada,2023-06-03 10:00:09+00:00,"['prada', 'crisp', 'poplin', 'shirt', 'enduring', 'essential', 'endlessly', 'reimagined', 'discover', 'via', 'link', 'bio', 'prada', 'prada']",11572,48,0.24625000000000002,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['clapping_hands', 'amazing', 'beautiful', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","['endlessly', 'poplin', 'crisp', 'prada', 'shirt', 'reimagined', 'enduring']"
459,parisfashionweek,2023-04-18 16:00:00+00:00,"['extracts', 'victoriatomasofficial', 'last', 'womenswear', 'fall', 'winter', '2023', '2024', 'collection', 'paris', 'fashion', 'week', 'discover', 'full', 'lookbook', 'platform', 'link', 'bio', 'parisfashionweek', 'pfw', 'victoriatomas', 'parisfashionweek', 'pfw', 'victoriatomas']",3382,14,0.3510000000000001,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['fashion', 'platform', 'extracts', 'lookbook', 'pfw', 'victoriatomasofficial', 'parisfashionweek', 'victoriatomas', 'womenswear', 'paris']"
460,parisfashionweek,2023-04-27 16:05:00+00:00,"['mamekurogouchi', 'captures', 'main', 'image', 'season', 'intersection', 'many', 'lines', 'peeping', 'small', 'gaps', 'basketnetting', 'dances', 'shadows', 'lightness', 'bamboo', 'follow', 'link', 'bio', 'discover', 'artisanal', 'craft', 'behind', 'womenswear', 'fall', 'winter', '2023', '2024', 'collection', 'parisfashionweek', 'pfw', 'mamekurogouchi', 'parisfashionweek', 'pfw', 'mamekurogouchi']",1652,15,0.48900000000000005,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['2024', 'captures', 'main', 'artisanal', 'image', 'craft', 'mamekurogouchi', 'pfw', '2023', 'parisfashionweek', 'womenswear']"
461,harrystyles,2023-03-05 01:25:18+00:00,"['love', 'tour', 'sydney', 'ii', 'march', '2023']",3182206,12206,0.305,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['love', 'tour', 'march', 'ii', '2023', 'sydney']"
462,oldprada,2022-08-27 14:42:47+00:00,"['ss', '2008', 'vogue', 'italia', 'mar', '2008', 'prints', 'mario', 'sorrenti', 'oldprada', 'prada', 'miuccialover', 'inspo', 'print', 'ss2008', 'tuttoprada', 'throwback', 'jamesjean', 'joemckenna', 'mariosorrenti', 'natashapoly', 'vogueitalia', 'beauty', 'saturday', 'vibes', 'archive', 'praduh', 'icons', 'oldprada', 'prada', 'miuccialover', 'inspo', 'print', 'ss', 'tuttoprada', 'throwback', 'jamesjean', 'joemckenna', 'mariosorrenti', 'natashapoly', 'vogueitalia', 'beauty', 'saturday', 'vibes', 'archive', 'praduh', 'icons']",339,5,0.095265306122449,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['look', 'amazing', 'beautiful', 'clapping_hands', 'de']","['oldprada', 'tuttoprada', 'mariosorrenti', '2008', 'jamesjean', 'prada', 'ss', 'miuccialover', 'natashapoly', 'joemckenna']"
463,oldprada,2022-05-22 23:11:02+00:00,"['ss', '1999', 'vogue', 'italia', 'mar', '1999', 'gym', 'chic', 'steven', 'klein', 'oldprada', 'miuccialover', 'prada', 'editorial', 'vogueitalia', 'stevenklein', 'fashion', 'gym', 'chic', '1999', 'risque', 'michelbotbol', 'colors', 'sundayvibes', 'fashionphotography', 'vintageprada', 'throwback', 'tuttoprada', 'oldprada', 'miuccialover', 'prada', 'editorial', 'vogueitalia', 'stevenklein', 'fashion', 'gym', 'chic', '1999', 'risque', 'michelbotbol', 'colors', 'sundayvibes', 'fashionphotography', 'vintageprada', 'throwback', 'tuttoprada']",297,3,0.07333333333333336,"['look', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","['oldprada', 'tuttoprada', 'vintageprada', 'chic', 'gym', 'prada', 'miuccialover', 'michelbotbol', 'risque', '1999']"
464,oldprada,2022-08-27 14:42:38+00:00,"['ss', '2008', 'vogue', 'italia', 'mar', '2008', 'prints', 'mario', 'sorrenti', 'oldprada', 'prada', 'miuccialover', 'inspo', 'print', 'ss2008', 'tuttoprada', 'throwback', 'jamesjean', 'joemckenna', 'mariosorrenti', 'natashapoly', 'vogueitalia', 'beauty', 'saturday', 'vibes', 'archive', 'praduh', 'icons', 'oldprada', 'prada', 'miuccialover', 'inspo', 'print', 'ss', 'tuttoprada', 'throwback', 'jamesjean', 'joemckenna', 'mariosorrenti', 'natashapoly', 'vogueitalia', 'beauty', 'saturday', 'vibes', 'archive', 'praduh', 'icons']",317,2,-0.013214285714285734,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['oldprada', 'tuttoprada', 'mariosorrenti', '2008', 'jamesjean', 'prada', 'ss', 'miuccialover', 'natashapoly', 'joemckenna']"
