post_id,postUser,timestamp,combined_tokens,likesCount,commentsCount,score_segtiment,keywords_comments,keywords_posts
190,stephaniebroek,2023-03-06 18:32:13+00:00,"['back', 'paris', 'dream', 'show', 'chanelofficial', 'aaaaah', 'favorite', 'cc', 'moments', 'throughout', 'years', 'dying', 'show', 'look', 'tomorrow', '3']",2551,65,0.2666666666666667,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['tomorrow', 'dream', 'throughout', 'chanelofficial', 'show', 'back', 'cc', 'paris']"
191,stephaniebroek,2023-02-14 16:25:23+00:00,"['else', 'loves', 'hearing', 'met', 'stories', 'first', 'date', 'younes', 'took', 'hiphop', 'party', 'two', 'introverts', 'counting', 'music', 'avoid', 'awkward', 'silences', 'retrospect', 'nothing', 'worry', 'stop', 'talking', 'night', 'third', 'date', 'made', 'plans', 'go', 'paris', 'summer', 'city', 'romantic', 'ever', 'students', 'afford', 'go', 'dinner', 'instead', 'drank', 'cheap', 'wine', 'ate', 'pizzas', 'along', 'seine', 'maisonmargielafragrances', 'ad', 'maisonmargielafragrances', 'smellslikememories', 'onadate', 'datewithreplica', 'maison', 'margiela', 'fragrances', 'smells', 'like', 'memories', 'ona', 'date', 'date', 'with', 'replica']",3260,96,0.32700000000000007,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'de', 'red_heart', 'amazing', 'beautiful'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['else', 'met', 'date', 'hearing', 'maisonmargielafragrances', 'loves', 'avoid', 'ate', 'go', 'paris']"
192,stephaniebroek,2023-02-22 19:26:09+00:00,"['recently', 'facialist', 'complimented', 'skin', 'treatment', 'said', 'keep', 'shook', '3', 'consisted', 'years', 'probably', 'know', 'paulaschoicenl', 'calm', 'line', 'relaunched', 'full', 'ingredients', 'skin', 'loves', 'hyaluronic', 'acid', 'peptides', 'ceramides', 'squalane', 'particularly', 'suitable', 'sensitive', 'skin', 'olive', 'supposed', 'photo', 'wanted', 'involved', 'photo', 'pretty', 'much', 'sums', 'skincare', 'routine', 'morning', 'one', 'hand', 'ad']",3187,65,0.14,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] []","['calm', 'photo', 'skin', 'involved', 'consisted', 'complimented', 'recently', 'treatment', 'facialist']"
193,stephaniebroek,2023-02-16 16:39:37+00:00,"['34', 'celebrated', 'birthday', '5th', 'new', 'season', 'margiela', 'parachute', 'pants', 'neon', 'saks', 'potts', 'luisaviaroma']",2103,73,0.27,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'red_heart', 'amazing', 'beautiful', 'clapping_hands']","['34', 'new', 'luisaviaroma', 'neon', '5th', 'margiela', 'celebrated', 'parachute', 'birthday']"
194,stephaniebroek,2023-03-03 20:58:46+00:00,"['lucky', 'girl', 'syndrome', 'paris', 'edition']",2031,55,0.2028571428571429,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","['syndrome', 'edition', 'lucky', 'girl', 'paris']"
195,camilacoelho,2023-04-29 17:15:28+00:00,"['flourishing', 'w', 'loungeunderwear', 'ad', 'tulip']",164197,763,0.3137500000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['like', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['fire', 'beautiful', 'amazing', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['ad', 'w', 'flourishing', 'loungeunderwear', 'tulip']"
196,stephaniebroek,2023-02-19 18:57:43+00:00,"['perfect', 'black', 'trouser', 'side', 'slay', 'stagnistudio', 'ad']",1628,44,0.2588888888888889,"['look', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","['ad', 'perfect', 'trouser', 'side', 'black', 'slay']"
197,stephaniebroek,2023-03-02 15:03:55+00:00,"['acnestudios', 'one', 'word', 'review', 'ethereal', 'black', 'sand', 'crochet', 'trees', 'big', 'fabric', 'flowers', 'gemstones', 'garlands', 'wore', 'right', 'boots', 'jonny', 'johansson', 'black', 'forest', 'crocodile']",924,36,0.6000000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['one', 'word', 'acnestudios', 'review', 'johansson', 'forest', 'black', 'ethereal']"
198,stephaniebroek,2023-01-18 20:03:51+00:00,[],2687,49,0.28722222222222227,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[]
199,stephaniebroek,2023-01-25 19:11:37+00:00,"['belt', 'skirts', 'pants', 'type', 'week']",1466,68,0.08000000000000002,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['please', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['pants', 'skirts', 'week', 'type', 'belt']"
200,stephaniebroek,2023-02-05 19:32:39+00:00,"['full', 'ann', 'demeulemeester', 'row', 'day', '1', 'attico', 'cargo', 'denim', 'skirt', 'moment', 'day', '2', 'magda', 'butrym', 'top', 'last', 'day', 'cphfw', 'via', 'luisaviaroma', 'wilted flower', 'wilted flower']",1695,70,0.1457142857142857,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['luisaviaroma', 'wilted flower', 'demeulemeester', 'flower', 'full', 'ann', 'day', 'cargo', 'row']"
201,stephaniebroek,2023-01-09 16:15:43+00:00,"['bag', 'coffee', 'table', 'slay']",1429,45,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['please', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['please', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['bag', 'table', 'slay', 'coffee']"
202,stephaniebroek,2023-02-06 18:55:07+00:00,"['week', 'copenhagen', 'camera', 'roll', 'looks', 'like']",1133,38,0.12000000000000002,"['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","['camera', 'week', 'copenhagen', 'roll', 'looks']"
203,camilacoelho,2023-04-22 19:30:23+00:00,"['miami', 'nights', 'ootn', 'brown heart', 'ootn']",107220,374,0.14,"['amazing', 'smiling_face_with_hearteyes', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['de', 'amazing', 'beautiful', 'clapping_hands', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['brown heart', 'nights', 'miami', 'brown', 'ootn', 'heart']"
204,camilacoelho,2023-04-23 21:29:38+00:00,"['kai', 'mom', 'dropping', 'arm', 'workout', 'last', 'video', 'lol', 'se', 'eu', 'treino', 'braço', 'claro', 'que', 'sim', 'haha', 'set', 'camilacoelhocollection', 'available', 'revolve', 'ootd', 'momlife', 'beating heart', 'ootd', 'momlife']",133411,527,0.17000000000000004,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['que', 'look', 'amazing', 'beautiful', 'clapping_hands'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","['arm', 'ootd', 'dropping', 'workout', 'kai', 'eu', 'momlife', 'camilacoelhocollection', 'haha', 'claro', 'mom']"
205,matildadjerf,2023-05-10 16:56:37+00:00,"['hiiiii', 'soft ice cream', 'butterfly', 'fairy']",185861,270,0.42666666666666675,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['cream', 'fairy', 'ice', 'butterfly', 'soft ice cream', 'soft', 'hiiiii']"
206,camilacoelho,2023-04-18 20:18:58+00:00,"['fun', 'time', 'revolvefestival', 'weekend', 'next', 'yearrrr', 'revolve', 'fam', 'festival', 'festivalfashion', 'ootd', 'musical notes', 'butterfly', 'revolvefestival', 'festival', 'festivalfashion', 'ootd']",162482,565,0.28710858585858584,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['de', 'que', 'no', 'amazing', 'beautiful'] ['wow', 'love', 'red_heart', 'amazing', 'beautiful']","['fam', 'fun', 'ootd', 'festivalfashion', 'festival', 'time', 'revolvefestival']"
207,matildadjerf,2023-05-05 18:33:56+00:00,"['small', 'little', 'pockets', 'day', 'butterfly']",147298,142,0.24000000000000005,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['look', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['small', 'butterfly', 'little', 'day', 'pockets']"
208,matildadjerf,2023-05-06 17:58:43+00:00,['fairy'],245634,348,0.36200000000000004,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['beautiful', 'red_heart', 'amazing', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['fairy']
209,matildadjerf,2023-05-08 18:26:04+00:00,['living'],186887,170,0.1077777777777778,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['living']
210,matildadjerf,2023-05-02 18:43:53+00:00,"['highlights', 'last', 'two', 'weeks']",155715,210,0.22765306122448983,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['look', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['weeks', 'highlights', 'two', 'last']"
211,matildadjerf,2023-05-03 19:01:05+00:00,"['soooooooon', 'face holding back tears', 'smiling face with tear']",113716,126,0.3744444444444445,"['wow', 'smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['beautiful', 'smiling_face_with_hearteyes', 'amazing', 'clapping_hands', 'de'] ['wow', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['smiling', 'tears', 'holding', 'face', 'smiling face with tear', 'tear', 'soooooooon', 'face holding back tears']"
212,josefinehj,2023-05-20 11:23:27+00:00,"['spring', 'copenhagen', 'medium-light skin tone', 'medium-light skin tone', 'medium-light skin tone']",16645,76,0.32200000000000006,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'look', 'smiling_face_with_hearteyes', 'amazing', 'beautiful'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","['medium-light skin tone', 'spring', 'copenhagen', 'skin', 'medium', 'tone', 'light']"
213,matildadjerf,2023-05-07 18:59:00+00:00,"['wine glass', 'white heart']",220198,228,0.26428571428571435,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['beautiful', 'amazing', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'fire', 'amazing', 'beautiful', 'clapping_hands'] ['please', 'red_heart', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['wine glass', 'white heart', 'white', 'glass', 'wine', 'heart']"
214,matildadjerf,2023-05-01 18:42:30+00:00,"['long', 'weekend', 'home', 'rainbow']",153650,197,0.16666666666666666,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] [] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","['long', 'rainbow', 'weekend', 'home']"
215,fashionmuniz,2023-05-24 21:47:26+00:00,"['de', 'volta', 'calça', 'de', 'couro', 'jandira', 'está', 'de', 'volta', 'com', 'tudo', 'rocket']",15,0,,,"['jandira', 'calça', 'volta', 'couro', 'rocket', 'de']"
216,josefinehj,2023-05-20 14:02:46+00:00,['annonce'],9945,48,0.3400000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] [] ['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['annonce']
217,matildadjerf,2023-04-30 18:47:07+00:00,[],170642,284,0.41600000000000004,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[]
218,josefinehj,2023-05-17 10:04:08+00:00,"['elevator', 'check']",5466,19,0.34,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['elevator', 'check']"
219,matildadjerf,2023-04-28 18:40:14+00:00,"['forgot', 'butterfly']",177435,223,0.12400000000000003,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['clapping_hands', 'amazing', 'beautiful', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['butterfly', 'forgot']"
220,matildadjerf,2023-04-27 18:51:46+00:00,"['rainy', 'day', 'april']",102316,139,0.30952380952380953,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['rainy', 'april', 'day']"
221,chiaraferragni,2023-05-30 10:44:40+00:00,"['colorful', 'bag', 'total', 'prada', 'look', 'today', 'feeling', 'playful', 'pradagalleria', 'bag', 'prettiest', 'shades', 'green', 'adv', 'prada', 'smiling face with heart-eyes', 'green heart', 'prada', 'galleria', 'adv', 'prada']",540617,1027,0.20750000000000002,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] [] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['pradagalleria', 'colorful', 'green', 'total', 'prada', 'adv', 'bag']"
222,matildadjerf,2023-04-26 18:23:36+00:00,"['office', 'lately', 'ribbon']",121543,182,0.14162698412698416,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['office', 'ribbon', 'lately']"
223,chiaraferragni,2023-05-29 11:39:32+00:00,"['best', 'past', 'days', 'sparkling heart']",336161,1411,0.28555555555555556,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['que', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['sparkling', 'days', 'sparkling heart', 'best', 'past', 'heart']"
224,chiaraferragni,2023-05-28 16:31:03+00:00,"['good', 'sunday', 'face holding back tears']",375086,1107,0.41625000000000006,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['tears', 'holding', 'good', 'sunday', 'back', 'face holding back tears']"
225,chiaraferragni,2023-05-27 15:26:39+00:00,"['saturday', 'lake', 'favorite', 'ghtlakecomo', 'folded hands', 'light skin tone']",326527,1161,2.5599999999999996,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","['hands', 'saturday', 'folded hands', 'lake', 'favorite', 'ghtlakecomo', 'folded']"
