post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount,important_words,consolidated_text
228,2023-05-26 15:40:53+00:00,lojafashioncloset,nike gamma force 💙 TA NO AR!,,80,1,"['blue_heart', 'no', 'haircolorinspo', 'go', 'god']",nike gamma force blue_heart ta no ar blue_heart blue_heart blue_heart 
229,2023-05-22 00:59:47+00:00,lojafashioncloset,"🚨 hello, hello fashion girls… pq essa semana promete ser A SEMANA DAS NEWS MAIS HOT!!! fica ON >>>",,325,4,"['hello', 'eu', 'das', 'tudo', 'mais']",police_car_light hello hello fashion girls pq essa semana promete ser a semana das news mais hot fica on tudo p mim pinching_hand_medium_skin_tone red_heart eu sou fa dessa marca red_heart tu do essa musa 
230,2023-05-26 14:10:13+00:00,chiaraferragni,"Ieri in qualità di Co-Presidente e membro della giuria della @CameraModaFashionTrust ho partecipato alla terza edizione di Camera Moda Fashion Trust Grant per selezionare 4 brand indipendenti da supportare economicamente e tramite mentorship per diventare il futuro della moda in Italia 🇮🇹 Congratulazioni ai vincitori @setchu.official official, @marcello_pipitone, @niccolopasqualetti e @florania__ e complimenti a tutti i designer che hanno partecipato e presentato le loro idee e collezioni 👏 Sono davvero fiera di supportare il made in Italy e la nuova generazione di fashion designers 💘 🇬🇧 Yesterday I took part to Camera Moda Fashion Trust Grant as part of the committee and Co-President 🙏 We selected 4 winners to support both financially and with a mentorship program, congratulations to @setchu.official official, @marcello_pipitone, @niccolopasqualetti and @florania__ and to all the amazing designers who took part to this contest 💘 I’m so proud to support the made in Italy and the upcoming generation of fashion designers 🇮🇹",,442878,553,"['hundred_points', 'di', 'part', 'moda', 'fire']",ieri in qualita di co presidente e membro della giuria della cameramodafashiontrust ho partecipato alla terza edizione di camera moda fashion trust grant per selezionare brand indipendenti da supportare economicamente e tramite mentorship per diventare il futuro della moda in italia italy congratulazioni ai vincitori setchu official official marcello_pipitone niccolopasqualetti e florania__ e complimenti a tutti i designer che hanno partecipato e presentato le loro idee e collezioni clapping_hands sono davvero fiera di supportare il made in italy e la nuova generazione di fashion designers heart_with_arrow united_kingdom yesterday i took part to camera moda fashion trust grant as part of the committee and co president folded_hands we selected winners to support both financially and with a mentorship program congratulations to setchu official official marcello_pipitone niccolopasqualetti and florania__ and to all the amazing designers who took part to this contest heart_with_arrow i m so proud to support the made in italy and the upcoming generation of fashion designers italy wooooooooow so hot sexy figure baby but a married women kissing_face_with_closed_eyes kissing_face_with_closed_eyes tulip tulip revolving_hearts revolving_hearts k g que vulgar y que esto sea ejemplo para alguien face_screaming_in_fear smiling_face_with_heart eyes fire fire fire red_heart fire red_heart fire red_heart fire red_heart hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points hundred_points bellissima deliziosa sensuale eccitante strafichissima complimenti alla mamma e a fedez 
231,2023-05-18 21:49:07+00:00,lojafashioncloset,photo dump de ontem! ⭐️ … um pouquinho do está chegando por aí w/ @anajuliaardito,,571,19,"['um', 'ja', 'eu', 'esta', 'por']",photo dump de ontem star um pouquinho do esta chegando por ai w anajuliaardito eu quero esse vestido rosaaaaa smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes fire heart_exclamation ja quero esse vestido rosaaaa amo two_hearts lojafashioncloset nao estou achando o vestido rosa charlote te enviamos um direct smiling_face_with_hearts 
232,2023-04-16 19:44:05+00:00,eleonorabrunaccidivaio,Mamma daddy vi faccio una foto 📸Pic by leoncino adorato🌅💙#meandyou,meandyou,63975,241,"['dizzy', 'red_heart', 'tulip', 'collision', 'una']",mamma daddy vi faccio una foto camera_with_flash pic by leoncino adorato sunrise blue_heart meandyou davidaranbaev das bist iwie du ge haha bellissimi smiling_face_with_hearts dizzy dizzy dizzy dizzy dizzy hundred_points collision collision collision red_heart person_walking person_walking person_walking tulip tulip tulip red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart zakochani czasu nie licza bello il vestito davidaranbaev schon haha selber style bart art ferre_nimni sogar wie er how he wears them glasses bro meandyou
233,2023-04-14 17:49:40+00:00,eleonorabrunaccidivaio,Vorrei bloccare il tempo e potervi vivere il più possibile così 🥰 i miei pazzerelli adorati! Sunset cruise 🌅 #familymoments @pullman_maldives,familymoments,45335,189,"['smiling_face_with_hearts', 'red_heart', 'un', 'il', 'brazil']",vorrei bloccare il tempo e potervi vivere il piu possibile cosi smiling_face_with_hearts i miei pazzerelli adorati sunset cruise sunrise familymoments pullman_maldives smiling_face_with_heart eyes smiling_face_with_heart eyes una brava familia red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts beautiful family two_hearts sei un uomo un padre e un marito meraviglioso un esempio per tutti gli italiani red_heart red_heart red_heart red_heart red_heart red_heart red_heart brazil lindos estava com saudades red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart splendidi posso chiederti dove prendi i ccordinati grazie heart_hands light_skin_tone familymoments
234,2023-04-13 06:54:04+00:00,eleonorabrunaccidivaio,Colazione in piscina 🌺🥰🌺 #goodmorning #maldives   Amazing @pullman_maldives ♥️,"goodmorning, maldives",88711,339,"['smiling_face_with_hearts', 'red_heart', 'am', 'bella', 'hello']",colazione in piscina hibiscus smiling_face_with_hearts hibiscus goodmorning maldives amazing pullman_maldives heart_suit que belos la bella famiglia raising_hands fire smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart face_vomiting che uomo face_with_open_mouth fire eleonorabrunaccidivaio hello my sister how are you i am muhammad from palestine i am years old i have a question and request please goodmorning maldives
235,2023-04-15 18:15:43+00:00,eleonorabrunaccidivaio,"Continuando a scrivere pagine della nostra vita♥️voi ,la mia ricarica naturale♥️ #myfamily #mylife #mykids","myfamily, mylife, mykids",43816,165,"['smiling_face_with_heart', 'eyes', 'red_heart', 'collision', 'dizzy']",continuando a scrivere pagine della nostra vita heart_suit voi la mia ricarica naturale heart_suit myfamily mylife mykids pipi is chill rolling_on_the_floor_laughing face_with_tears_of_joy smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart red_heart red_heart red_heart red_heart red_heart fire fire fire fire fire fire fire red_heart red_heart red_heart red_heart red_heart smiling_face_with_heart eyes very nice family god bless your all smiling_face_with_hearts smiling_face_with_heart eyes collision collision collision hundred_points person_lifting_weights male_sign person_lifting_weights male_sign person_lifting_weights male_sign dizzy sparkling_heart smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart red_heart red_heart growing_heart person_lifting_weights male_sign growing_heart growing_heart person_lifting_weights male_sign tulip tulip collision hundred_points dizzy dizzy dizzy smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes myfamily mylife mykids
236,2023-04-11 17:56:14+00:00,eleonorabrunaccidivaio,Moments like this ♥️🇲🇻 #familytime #preciuosmoments   Here @pullman_maldives ♥️,"familytime, preciuosmoments",96690,328,"['clapping_hands', 'red_heart', 'smiling_face_with_heart', 'eyes', 'perfect']",moments like this heart_suit maldives familytime preciuosmoments here pullman_maldives heart_suit sempre e solo business smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes perfect fam perfect pic smiling_face_with_heart eyes red_heart clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart familia linda smiling_face_with_heart eyes smiling_face_with_heart eyes realizziamo scarpine personalizzate per bimbi e bimbe super cool guarda il nostro profilo red_heart familytime preciuosmoments
237,2022-06-06 14:32:31+00:00,davidgandy_official,"So very honoured to have taken part in the #platinumjubilee pageant yesterday. Wonderful if slightly surreal experience that brought so much togetherness, unity, laughter and smiles.  Well done @jaguar and @landrover for making this happen,  as many will not appreciate the hard work and organisation this took.",platinumjubilee,12272,115,"['and', 'the', 'smiling_face_with_hearts', 'well', 'as']",so very honoured to have taken part in the platinumjubilee pageant yesterday wonderful if slightly surreal experience that brought so much togetherness unity laughter and smiles well done jaguar and landrover for making this happen as many will not appreciate the hard work and organisation this took relevance kiss_mark banana cucumber using everything and everyone any interest of driving your classics in carbon neutral non fossil fuel would be perfect and match your pro nature efforts smiling_face_with_sunglasses chequered_flag clapping_hands classic car and a moustache perfect fire belle promenade smiling_face_with_hearts smiling_face_with_hearts beaming_face_with_smiling_eyes smiling_cat_with_heart eyes smiling_cat_with_heart eyes clapping_hands clapping_hands red_heart wow this is brilliant love your attire as well as the cars suddenly feel the need to wear a head scarf and some leather driving gloves smiling_face_with_hearts if i were to choose between the gentleman with the car and the gentelman s car it would certainly be a difficult choice smiling_face_with_heart eyes chirkway wank off the irrelevance platinumjubilee
238,2022-11-23 08:16:49+00:00,tinaabeysekara,Want a cool 30% off @petalandpup? Of course you do!   @petalandpup have daily promos happening this week when you shop via the app 🥳  Here are some festive season picks to get your shopping cart started 😉   Rosetta Dress (Size 8) Fleetwood Shirt (Size M) Sienna Belted Jumpsuit (Size M)  Happy hunting! 😘  #petalandpup #festivewear #whitejumpsuit #jeansandanicetop #mididresses #springstyle #afforɗablefashion,"petalandpup, festivewear, whitejumpsuit, jeansandanicetop, mididresses, springstyle, afforɗablefashion",1115,58,"['shirt', 'size', 'springstyle', 'love', 'this']",want a cool off petalandpup of course you do petalandpup have daily promos happening this week when you shop via the app partying_face here are some festive season picks to get your shopping cart started winking_face rosetta dress size fleetwood shirt size m sienna belted jumpsuit size m happy hunting face_blowing_a_kiss petalandpup festivewear whitejumpsuit jeansandanicetop mididresses springstyle afforablefashion love this blouse great look that green shirt smiling_face_with_hearts love this colour shirt love the jumpsuit white_heart fire love this green shirt raising_hands petalandpup festivewear whitejumpsuit jeansandanicetop mididresses springstyle afforɗablefashion
239,2023-05-08 02:02:47+00:00,lojafashioncloset,que a calça jeans fernando com corrente já é umas das nossas best sellers já sabemos!… AGORA QUEREMOS SABER: VOCÊ VAI DE CROPPED ADIDAS OU BODY JADE? 👇🏼👀,,1841,7,"['ja', 'eyes', 'ou', 'jeans', 'das']",que a calca jeans fernando com corrente ja e umas das nossas best sellers ja sabemos agora queremos saber voce vai de cropped adidas ou body jade backhand_index_pointing_down_medium light_skin_tone eyes quantooooo oi me respondem na dm por favor cropped adidasss smiling_face_with_heart eyes smiling_face_with_heart eyes gaabricg heeey gabi two_hearts a calca fernanda o cropped adidas e o body jade azul smiling_face_with_heart eyes sparkles 
240,2023-05-25 14:50:17+00:00,chiaraferragni,A prince 🤴🏼,,549404,1779,"['red_heart', 'clapping_hands', 'se', 'non', 'two_hearts']",a prince prince_medium light_skin_tone superlativo oceanico oceano blu oceano calmo e quieto clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart rose telephone_receiver red_heart red_heart face_with_open_mouth red_heart lui e veramente un bel ragazzino red_heart red_heart red_heart era bellissimo anche se non fosse stato figlio loro ma lo e che vi piaccia o meno lo e e se a loro sta bene che venga postata la sua intera vita lasciateglielo fare e con filtro oppure no quando leo sara grande se vorra cambiera le cose ma fino ad allora loro possono fare cio che meglio credono e se questo per loro e giusto perche dovete dire loro cosa e meglio per il loro bambino non trovo giusti tutti i vs commenti negativi ne su chiara ne su leo e tantomeno su fede o su vittoria sono una famiglia stupenda e se guardaste la loro serie ve ne accorgereste two_hearts two_hearts chiaraferragni two_hearts two_hearts bellissimo speriamo non si imbratti la pelle come il padre quando sara grande 
241,2023-05-25 13:01:44+00:00,chiaraferragni,Went to @louisvuitton cruise show at Isola Bella yesterday 💖 it was so touching the see the new collection in such a beautiful place 🙏,,340661,1649,"['bella', 'se', 'look', 'una', 'yesterday']",went to louisvuitton cruise show at isola bella yesterday sparkling_heart it was so touching the see the new collection in such a beautiful place folded_hands voto dell outfit meravigliosa red_heart red_heart amazing beauty smiling_face_with_heart eyes ciao chiara l influencer piu bella del mondo heart_suit short hair is your look you look polished and sophisticated stick to it vivilove se se parlerei lingue ma non ne sai scrivere una ahahahah 
242,2023-05-24 09:31:12+00:00,chiaraferragni,Officially ready for summer 2023 💖,,536680,1973,"['red_heart', 'how', 'beautiful', 'are', 'una']",officially ready for summer sparkling_heart how beautiful you are queen smiling_face_with_heart eyes red_heart red_heart how beautiful you are queen smiling_face_with_heart eyes red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart hi red_heart red_heart red_heart red_heart red_heart red_heart red_heart hii without bra ok_hand il mio sogno di una notte con te 
243,2023-05-22 16:28:31+00:00,chiaraferragni,The first pic makes me so happy 🥹  It’s like I’ve always visualized having a relationship like that with my son 💖,,345163,637,"['face_with_tears_of_joy', 'like', 'pleading_face', 'un', 'sempre']",the first pic makes me so happy face_holding_back_tears it s like i ve always visualized having a relationship like that with my son sparkling_heart ciao chiara fantastica come sempre che cucciolo leo red_heart red_heart chiara con questo caschetto spacchi pleading_face a smiling_face_with_heart eyes face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ilababylina neanche avessi avuto un apparizione ovviamente la vuitton in primo piano 
244,2023-04-23 18:11:40+00:00,matildadjerf,just two besties,,375308,451,"['smiling_face_with_heart', 'eyes', 'heart_hands', 'light_skin_tone', 'two_hearts']",just two besties adorable two_hearts smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes cutest pleading_face pink_heart that dog is derision th so so cute smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes dog_face two_hearts cutest heart_hands light_skin_tone heart_hands light_skin_tone 
245,2023-05-23 11:59:18+00:00,chiaraferragni,The official pictures of my @martiniit campaign are out 😍 I love them so much and it’s an honor to be the face of such an iconic Italian brand that is celebrating its 160th anniversary ❤️🥳 Thank you to my Martini family for making me part of this 🙏 #adv,adv,591572,1078,"['si', 'un', 'ma', 'an', 'of']",the official pictures of my martiniit campaign are out smiling_face_with_heart eyes i love them so much and it s an honor to be the face of such an iconic italian brand that is celebrating its th anniversary red_heart partying_face thank you to my martini family for making me part of this folded_hands adv soo saw it and beautiful buti fire spettacolo smiling_face_with_heart eyes red_heart red_heart ma una volta non c era charlize theron con quell insuperabile fondoschiena che si svelava poco a poco da un filo del vestitoche si srotolava scusi ferragni ma charlize un altro pianeta meravigliosa bellissima stupenda sensuale e sexy gnocca fantesica espectacular metti la faccia anche sui preservativi face_vomiting adv
246,2023-04-24 18:38:00+00:00,matildadjerf,☺️😚,,204225,345,"['family', 'god', 'and', 'your', 'we']",smiling_face kissing_face_with_closed_eyes white_heart white_heart stunningggg stunning so cute butterfly blue_heart angel bby yellow_heart yellow_heart smiling_face_with_heart eyes looking so divine sparkles white_heart heart_hands light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone thumbs_up_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone good morning or good afternoon or good night girl and family it s ok forgive me for entering your social network i don t have gold or silver but i have a word from god for your life jesus loves you very much and has a great work in your life and from your home family and family love your home family and family will serve the lord jesus christ your home family and family are an inheritance from our lord jesus christ i don t know what s going on in your life your home family and family but i believe that god he has already given you victory just believe and you and your house will be saved believe and you will see the glory of god when we think we are strong and that is where we are weak when we think that we are weak and that is where we are strong amen may god keep you and free you from all the evil of the evil man of the wicked man and of the bloodthirsty man be with god the peace of our lord jesus the christ 
247,2022-06-27 16:54:07+00:00,davidgandy_official,"Very proud of our new 'Pool Side' summer collection, combining style, comfort and our Wellwear Protect properties. Available now @davidgandywellwear #designedforwellbeing #davidgandywellwear","designedforwellbeing, davidgandywellwear",30174,361,"['very', 'raising_hands', 'our', 'fire', 'super']",very proud of our new pool side summer collection combining style comfort and our wellwear protect properties available now davidgandywellwear designedforwellbeing davidgandywellwear red_heart super flexed_biceps red_heart angela_attolico_ david il bono smiling_face_with_heart eyes very very sexy sir fire mi amor imposible la_dani_ e pronto fire fire clapping_hands you are the best male supermodel in the world raising_hands raising_hands raising_hands designedforwellbeing davidgandywellwear
248,2023-04-22 18:18:06+00:00,matildadjerf,🤍🤏,,122725,153,"['dm', 'gorgeous', 'is', 'red_heart', 'white_heart']",white_heart pinching_hand matildadjerf red_heart red_heart red_heart from where is this lovely dress please check your dm white_heart thank you your hair is just so ughhh freaking gorgeous love the layers shine and style smiling_face_with_heart eyes hey dm me queen fire what purse is this i neeeeed gorgeous stunning beaute red_heart 
249,2023-04-21 18:55:08+00:00,matildadjerf,Which look do you like the most? AD #VoyeurEyeshadow @hourglasscosmetics 🎀,VoyeurEyeshadow,122226,157,"['like', 'was', 'fire', 'they', 'look']",which look do you like the most ad voyeureyeshadow hourglasscosmetics ribbon in need for a facial urgent horrible texture e you have no bad looks yesterday there was a group of a dozen swedish girls next to me in the subway and guess what i felt like i was watching the japanese sumo wrestlers they were all fashionable sumo models it was fascinating don t know why everyone says swedish girls are so hot and so pretty is it because they look like buffed up mexican burrito well that is very tasty yeah wonderful sun damage all fire fire fire fire glowing VoyeurEyeshadow
250,2023-02-09 20:13:04+00:00,rhyancaminske,"Ok team, we are changing it up!! As I mentioned in my stories, I’m on the hunt for the best of the best hair products. My hair is hands down my favorite thing about me and I want it to stay as healthy as possible.   I was using another brand exclusively for 1.5 years. From the shampoo to the styling products. Though I do like some of the products still, it was clear my hair was thinner and had a lot of breakage (swipe to see before and after) I stopped using that shampoo/conditioner in November.   So NOW on my quest to find the best, I stumbled upon @getgoldielocks. It’s a luxury haircare brand that has amazingggg reviews, so I figured I HAD to try it.   I ordered the Hydration Shampoo and Conditioner and the clarifying shampoo. The clarifying shampoo is for 1-2 times a month. With my dry scalp issues, I’m hoping this will keep my scalp happy while making my hair shine! And I think the reason I have the hydration duo is obvious 😂.   First impression: Packaging= super cutie Smell= absolutely incredible  First wash= hair feels insanely clean and soft  If you want to try any of @getgoldielocks products, use code RHYAN for 10% off. You can also use the link in my bio 🤍 . . #hairgoals #haircolorinspo #blondehighlights #blondebabylights #haircolorgoals #hairgrowth #blondehaircolor #healthyhair #blondebalayage #longhair #longblondehair #goldielocks #shampooandconditioner #haircaremusthaves #luxuryhaircare #hairbreakage #hairproducts #longhairgoals","hairgoals, haircolorinspo, blondehighlights, blondebabylights, haircolorgoals, hairgrowth, blondehaircolor, healthyhair, blondebalayage, longhair, longblondehair, goldielocks, shampooandconditioner, haircaremusthaves, luxuryhaircare, hairbreakage, hairproducts, longhairgoals",124,6,"['hair', 'my', 'the', 'to', 'and']",ok team we are changing it up as i mentioned in my stories i m on the hunt for the best of the best hair products my hair is hands down my favorite thing about me and i want it to stay as healthy as possible i was using another brand exclusively for years from the shampoo to the styling products though i do like some of the products still it was clear my hair was thinner and had a lot of breakage swipe to see before and after i stopped using that shampoo conditioner in november so now on my quest to find the best i stumbled upon getgoldielocks it s a luxury haircare brand that has amazingggg reviews so i figured i had to try it i ordered the hydration shampoo and conditioner and the clarifying shampoo the clarifying shampoo is for times a month with my dry scalp issues i m hoping this will keep my scalp happy while making my hair shine and i think the reason i have the hydration duo is obvious face_with_tears_of_joy first impression packaging super cutie smell absolutely incredible first wash hair feels insanely clean and soft if you want to try any of getgoldielocks products use code rhyan for off you can also use the link in my bio white_heart hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor healthyhair blondebalayage longhair longblondehair goldielocks shampooandconditioner haircaremusthaves luxuryhaircare hairbreakage hairproducts longhairgoals we love goldielocks so pretty gf products can make such a difference for sure i wish i had realized that younger in life we are so glad you re loving the products white_heart dizzy seedling hair goals fire raising_hands everyday you will see many reasons to testify about this great company on how they changed many lives financially andrew___ lisa my wife is colorist at a high end salon consultation firm in ridgefield ct i would strongly recommend pert plus hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor healthyhair blondebalayage longhair longblondehair goldielocks shampooandconditioner haircaremusthaves luxuryhaircare hairbreakage hairproducts longhairgoals
251,2023-05-21 16:35:07+00:00,chiaraferragni,Best of Forte Dei Marmi part II 💖,,605760,669,"['red_heart', 'clapping_hands', 'smiling_face_with_heart', 'eyes', 'non']",best of forte dei marmi part ii sparkling_heart grazie per essere passata ad assaggiare la nostra focaccina fire red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands bonitos red_heart red_heart red_heart red_heart red_heart red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes non penso proprio e se da grande ne fossi venuto a conoscenza mi sarei arrabbiato ta tanto senza considerare che in questo caso non si tratta di far vedere una foto a un amico in ambito privato bensi queste foto rimarranno sempre in rete e questi bei bambini neanche da grandi le potranno togliere smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart 
252,2023-02-15 03:00:25+00:00,rhyancaminske,𝕃𝕠𝕧𝕖 𝕪𝕠𝕦 ♥,,133,3,"['red_heart', 'photos', 'heart_suit', 'great', 'you']",Love you heart_suit red_heart red_heart red_heart great photos thehamptons_massage thank you 
253,2023-05-21 13:56:01+00:00,chiaraferragni,Best of Forte Dei Marmi 🥹,,204707,575,"['red_heart', 'smiling_face_with_heart', 'eyes', 'smiling_face_with_hearts', 'smiling_face_with_smiling_eyes']",best of forte dei marmi face_holding_back_tears love you too aapke sath video sut karana hai piekna chiara leo miss vitoria extra milego dnia zycze pozdrawiam serdecznie cala rodzine red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes raising_hands raising_hands raising_hands red_heart mi fai vomitare brava chiara fai girare le palle a sto branco di rosiconi brava e carina e anoressica prima era sempre magra ma molto molto molto piu bella meglio non commentare le stecche al posto delle gambe e i piedoni nella foto nr e le calze bianche nella foto nr inguardabili 
