post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount,important_words,consolidated_text
658,2023-05-27 17:47:02+00:00,spfw,"“Quantos eus cabem dentro da minha própria pele? Quando a pele se renova, após uma vivência incrível ou arrasadora, o que sobra?” Estas são as perguntas que norteiam a coleção PELES que @renatabuzzo___.___ apresenta ao SPFW. A coleção traz texturas em formatos esféricos, cilíndricos e curvilíneos e é toda na paleta de tons de pele, desde o marrom escuro até o branco pálido. As formas são motivadas pelas experiências de transformação pessoal, e vivência de situações difíceis às cicatrizes que se formam e deformam a pele.   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",3097,52,"['que', 'de', 'spfw', 'ypenospfw', 'localiza']",quantos eus cabem dentro da minha propria pele quando a pele se renova apos uma vivencia incrivel ou arrasadora o que sobra estas sao as perguntas que norteiam a colecao peles que renatabuzzo___ ___ apresenta ao spfw a colecao traz texturas em formatos esfericos cilindricos e curvilineos e e toda na paleta de tons de pele desde o marrom escuro ate o branco palido as formas sao motivadas pelas experiencias de transformacao pessoal e vivencia de situacoes dificeis as cicatrizes que se formam e deformam a pele spfw spmdet prefsp edasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento pravocechegarla ypenospfw andjustlikethat nasescadasdacarrie que texto maravilhoso maferteixeira a equipe arrasou clapping_hands clapping_hands clapping_hands maferteixeira que orgulho de vc smiling_face_with_heart eyes incrivel clapping_hands ele e meu amigo red_heart o melhor fotografo do mundo white_heart ameeej davidbrendoft o melhor fotografo amooooooooo foto incrivel do davidbrendoft sempre maravilhosa red_heart spfw spmdet prefsp ÉdaSuaVida iguatemiSPFW soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade Localiza LocalizaEmMovimento PráVocêChegarLá YPEnoSPFW AndJustLikeThat NasEscadasdaCarrie
659,2023-05-30 21:01:33+00:00,urbanoutfitters,@obeyclothing has done it again with new graphic tees and polos to wear all summer long. Link in bio.,,1392,2,"['wear', 'long', 'again', 'summer', 'has']",obeyclothing has done it again with new graphic tees and polos to wear all summer long link in bio  
660,2023-05-27 21:53:58+00:00,spfw,"Rafa Silvério fez seu primeiro mergulho na praia com esta coleção de sua marca @silveriobrand E foi um bom mergulho, entrelaçando cidade e praia, passeando entre a alfaiataria desestruturada dos centros urbanos a uma praia ousada e vibrante.  O verão da Silvério é mais sóbrio e urbano, arquitetônico, mas essa incursão pelo beachwear trouxe cores iluminadas que servem como focos de luz e de sensualidade, rejuvenescendo e trazendo uma novidade para o repertório da marca.  O desfile teve uma trilha ao vivo e cenas de um mar revolto no telão de fundo, que explica o tipo de praia que Rafael imagina: um mar lindo e fresco, mas revolto e profundo.  #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",3555,35,"['de', 'spfw', 'uma', 'um', 'soudealgodao']",rafa silverio fez seu primeiro mergulho na praia com esta colecao de sua marca silveriobrand e foi um bom mergulho entrelacando cidade e praia passeando entre a alfaiataria desestruturada dos centros urbanos a uma praia ousada e vibrante o verao da silverio e mais sobrio e urbano arquitetonico mas essa incursao pelo beachwear trouxe cores iluminadas que servem como focos de luz e de sensualidade rejuvenescendo e trazendo uma novidade para o repertorio da marca o desfile teve uma trilha ao vivo e cenas de um mar revolto no telao de fundo que explica o tipo de praia que rafael imagina um mar lindo e fresco mas revolto e profundo spfw spmdet prefsp edasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento pravocechegarla ypenospfw andjustlikethat nasescadasdacarrie black_heart black_heart perdeu o brilho o spfw fire fire fire fire fire maravilhosooo smiling_face_with_heart eyes heart_hands dark_skin_tone clapping_hands clapping_hands clapping_hands foi perfeito red_heart spfw spmdet prefsp ÉdaSuaVida iguatemiSPFW soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade Localiza LocalizaEmMovimento PráVocêChegarLá YPEnoSPFW AndJustLikeThat NasEscadasdaCarrie
661,2023-05-25 19:29:00+00:00,urbanoutfitters,You're SO ready for summer. #uocommunity  📸: @puza_ishere @caitlynwarakomski @gbrinkly @sarahxu21 @sarah_novio,uocommunity,1873,12,"['smiling_face_with_heart', 'eyes', 'camera_with_flash', 'summer', 're']",you re so ready for summer uocommunity camera_with_flash puza_ishere caitlynwarakomski gbrinkly sarahxu sarah_novio smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes raising_hands red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes uocommunity
662,2023-05-02 20:08:07+00:00,versace,"Donatella Versace's custom Atelier Versace gown for the Met Gala 2023.  Over 700 hours of craft by Atelier Versace created Donatella Versace's Met Gala gown. Chandelier, Swarovski crystal, stones, paillette, and handmade organza flower embellishments were each hand embroidered onto a delicate nude illusion tulle in a degradé pattern that mimicks that of tweed—a material synonymous with Karl Lagerfeld and the House of Chanel.  @donatella_versace #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",218237,430,"['cherry_blossom', 'versace', 'metgala', 'sparkling_heart', 'two_hearts']",donatella versace s custom atelier versace gown for the met gala over hours of craft by atelier versace created donatella versace s met gala gown chandelier swarovski crystal stones paillette and handmade organza flower embellishments were each hand embroidered onto a delicate nude illusion tulle in a degrade pattern that mimicks that of tweed a material synonymous with karl lagerfeld and the house of chanel donatella_versace atelierversace metgala metgala red_heart red_heart red_heart thank you for posting these images red_heart i love seeing behind the scenes of the fashion houses especially the incredible craftsmanship that goes into these special designs clapping_hands so lovely red_heart donatella_versace y love you clapping_hands clapping_hands clapping_hands red_heart bonita smiling_face_with_hearts lindo demais sparkling_heart sparkling_heart sparkling_heart sparkling_heart two_hearts two_hearts two_hearts two_hearts cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom cherry_blossom fantastico face_with_open_mouth so nice keren AtelierVersace MetGala MetGala2023
663,2023-05-27 12:00:00+00:00,spfw,"Planta que cresce em roupa? Foi isso mesmo que vimos no desfile da marca @martins__________  em uma colaboração com a designer espanhola Paula Ulargui (@ulargui_escalona ) e a @oficialype   Paula tem um projeto incrível que tem chamado atenção de marcas do mundo inteiro. Foi seu trabalho do último ano da faculdade e que tem rendido reflexões sobre nossa relação com a natureza e da própria indústria da moda com o meio ambiente.  A roupa é feita com um material de fibras naturais que proporcionam o ambiente perfeito pra planta crescer dentro do tecido, com os nutrientes certos. Alguns tecidos são mais fáceis de implementar as sementes, outros exigem mais técnica.  E o mais surpreendente é que Paula mostrou que isso é possível: plantas crescendo em roupas. E que o cuidado é fundamental para que elas durem e você possa continuar usando. Isso também traz muitas reflexões acerca da nossa relação com a “Fico feliz que um projeto tão pessoal pra mim tem se transformado numa nova maneira da gente conectar com a natureza. O projeto tem recebido uma repercussão enorme e tenho trabalhado em colab com diversas marcas pelo mundo. E fiquei muito contente de vir para o Brasil trabalhar com a equipe do Tom e da Ypê”, finaliza Paula.   Vocês usariam? 🌿🌿🌿  #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",14184,102,"['que', 'com', 'da', 'tem', 'em']",planta que cresce em roupa foi isso mesmo que vimos no desfile da marca martins__________ em uma colaboracao com a designer espanhola paula ulargui ulargui_escalona e a oficialype paula tem um projeto incrivel que tem chamado atencao de marcas do mundo inteiro foi seu trabalho do ultimo ano da faculdade e que tem rendido reflexoes sobre nossa relacao com a natureza e da propria industria da moda com o meio ambiente a roupa e feita com um material de fibras naturais que proporcionam o ambiente perfeito pra planta crescer dentro do tecido com os nutrientes certos alguns tecidos sao mais faceis de implementar as sementes outros exigem mais tecnica e o mais surpreendente e que paula mostrou que isso e possivel plantas crescendo em roupas e que o cuidado e fundamental para que elas durem e voce possa continuar usando isso tambem traz muitas reflexoes acerca da nossa relacao com a fico feliz que um projeto tao pessoal pra mim tem se transformado numa nova maneira da gente conectar com a natureza o projeto tem recebido uma repercussao enorme e tenho trabalhado em colab com diversas marcas pelo mundo e fiquei muito contente de vir para o brasil trabalhar com a equipe do tom e da ype finaliza paula voces usariam herb herb herb spfw spmdet prefsp edasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento pravocechegarla ypenospfw andjustlikethat nasescadasdacarrie ai que organico by narcisa tamborindeguy haha nunca ridiculo rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_without_mouth face_without_mouth face_without_mouth face_without_mouth face_without_mouth face_without_mouth face_without_mouth face_without_mouth face_without_mouth estranho e melhor nao comentar sei la spfw spmdet prefsp ÉdaSuaVida iguatemiSPFW soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade Localiza LocalizaEmMovimento PráVocêChegarLá YPEnoSPFW AndJustLikeThat NasEscadasdaCarrie
664,2023-05-26 08:15:05+00:00,prada,"Storm Reid and Daryl McCormack in Prada while attending the Chopard Trophy, during the 76th Cannes film festival.   Storm Reid wore a technical fabric floral print dress embellished with all-over embroidery in multicolored sequins and three-dimensional crystals. Black satin sandals.  Daryl McCormack wore a single-breasted wool and mohair suit with silk faille lapel and covered buttons, white poplin shirt and black faille tie. Black patent shoes.   #PradaPeople @stormreid #DarylMcCormack  @festivaldecannes #Cannes2023","PradaPeople, DarylMcCormack, Cannes2023",12476,34,"['red_heart', 'black', 'wore', 'cannes', 'and']",storm reid and daryl mccormack in prada while attending the chopard trophy during the th cannes film festival storm reid wore a technical fabric floral print dress embellished with all over embroidery in multicolored sequins and three dimensional crystals black satin sandals daryl mccormack wore a single breasted wool and mohair suit with silk faille lapel and covered buttons white poplin shirt and black faille tie black patent shoes pradapeople stormreid darylmccormack festivaldecannes cannes fire fire stunning clapping_hands esto es para prada dreams are the fuel of innovation red_heart red_heart red_heart red_heart red_heart smiling_face_with_heart eyes wow that is a beautiful dress red_heart red_heart beautiful red_heart red_heart PradaPeople DarylMcCormack Cannes2023
665,2023-05-27 11:00:00+00:00,spfw,Programação de hoje. Acompanhe tudo pelas nossas redes e assista aos desfiles na íntegra no nosso canal do YouTube.   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie,"spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",1864,26,"['red_heart', 'soudealgodao', 'criatividade', 'andjustlikethat', 'localiza']",programacao de hoje acompanhe tudo pelas nossas redes e assista aos desfiles na integra no nosso canal do youtube spfw spmdet prefsp edasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento pravocechegarla ypenospfw andjustlikethat nasescadasdacarrie red_heart red_heart red_heart vendo ingresso de domingo desfile david lee clapping_hands_light_skin_tone clapping_hands_light_skin_tone clapping_hands_light_skin_tone collision clapping_hands clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart red_heart mds smiling_face_with_heart eyes red_heart spfw spmdet prefsp ÉdaSuaVida iguatemiSPFW soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade Localiza LocalizaEmMovimento PráVocêChegarLá YPEnoSPFW AndJustLikeThat NasEscadasdaCarrie
666,2023-05-27 20:50:35+00:00,spfw,"A @localiza fez um desfile lindo em nossa passarela✨   O desfile faz parte de um super projeto que iniciamos lá em novembro de 2022, e agora chegamos ao resultado final: os novos uniformes da empresa, assinados pela estilista @bru.cacique, vencedora do concurso Moda & Movimento.   #LocalizaModaEMovimento",LocalizaModaEMovimento,10073,97,"['face_with_tears_of_joy', 'localiza', 'desfile', 'de', 'em']",a localiza fez um desfile lindo em nossa passarela sparkles o desfile faz parte de um super projeto que iniciamos la em novembro de e agora chegamos ao resultado final os novos uniformes da empresa assinados pela estilista bru cacique vencedora do concurso moda movimento localizamodaemovimento lindooo kkkkkkkkk isso e pra apagar quem e dono da localiza e sua familia clapping_hands clapping_hands loudly_crying_face face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy crying_face adrielesantos chamaela ta de sacanagem LocalizaModaEMovimento
667,2023-05-02 11:00:07+00:00,versace,"Anne Hathaway's custom Atelier Versace gown for the Met Gala 2023.  Atelier Versace used over 15 meters of fabric and 450 hours to handcraft Anne Hathway's custom gown for this year's Met Gala. Embellishments were custom made for the occassion, combining pearls used throughout Karl Lagerfeld's Chanel collections with Versace signatures including Medusa Safety Pins.  @annehathaway #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",938672,1642,"['versace', 'metgala', 'atelier', 'smiling_face_with_heart', 'eyes']",anne hathaway s custom atelier versace gown for the met gala atelier versace used over meters of fabric and hours to handcraft anne hathway s custom gown for this year s met gala embellishments were custom made for the occassion combining pearls used throughout karl lagerfeld s chanel collections with versace signatures including medusa safety pins annehathaway atelierversace metgala metgala extremely beautiful the versace team is the best neither versace or anne ever misses fire loooooove white_heart white_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes juan i love it smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes the most amazing dress genius this dress a m a z i n g red_heart fire red_heart AtelierVersace MetGala MetGala2023
668,2023-05-26 17:55:50+00:00,whowhatwear,"Small buy, big impact. As the fashion crowd continues to resurface every late '90s to early 2000s accessory imaginable, stretchy headbands have come back in a big way. Effortless and affordable, it's the easiest It girl-approved look to copy. Tap our link for more inspo around the trend. #HighlyDocumented photos: @nicolaannepeltzbeckham, @lauraharrier, @bellahadid, @bettinalooney, @hoskelsa",HighlyDocumented,22745,35,"['red_heart', 'big', 'fire', 'to', 'small']",small buy big impact as the fashion crowd continues to resurface every late s to early s accessory imaginable stretchy headbands have come back in a big way effortless and affordable it s the easiest it girl approved look to copy tap our link for more inspo around the trend highlydocumented photos nicolaannepeltzbeckham lauraharrier bellahadid bettinalooney hoskelsa como estas face_with_open_mouth tips for self motivation checkout fire fire fire red_heart red_heart red_heart red_heart follow my new account and get a reward smiling_face_with_heart eyes fire red_heart eggplant yuck red_heart red_heart why so bitter HighlyDocumented
669,2023-04-29 08:00:00+00:00,versace,Versace Eyewear Spring-Summer 2023  Now at Versace.com via the link in bio  #VersaceSunglasses #VersaceEyewear,"VersaceSunglasses, VersaceEyewear",123446,360,"['rose', 'versace', 'vibes', 'super', 'spring']",versace eyewear spring summer now at versace com via the link in bio versacesunglasses versaceeyewear ewww super cool shades smiling_face_with_heart eyes sunglasses just got mine love bianca jagger vibes fire fire it s beautiful rose rose rose i don t understand why she pouts her lips smirking_face VersaceSunglasses VersaceEyewear
670,2023-03-24 09:39:46+00:00,parisiensinparis,"There’s chic and then there’s chic 🇫🇷😍 also, Paris has a shearling and cognac trend going on!   #LoroPiana #LoroPianaBaleBag #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW","LoroPiana, LoroPianaBaleBag, ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",11907,45,"['paris', 'natural', 'denim', 'parisfashionweek', 'pfw']",there s chic and then there s chic france smiling_face_with_heart eyes also paris has a shearling and cognac trend going on loropiana loropianabalebag shotoniphone paris parisian parisien effortless style effortlesschic natural fashion denim denimmania parisianstyle leparisien laparisienne parisfashionweek pfw shadan fint juleskent this you smiling_face_with_hearts guapa fire i love both trends thanks for keeping us in the loop smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes this bag isabelitanor anniemwyatt i wish LoroPiana LoroPianaBaleBag ShotOnIphone Paris Parisian Parisien Effortless Style EffortlessChic Natural Fashion Denim DenimMania ParisianStyle LeParisien LaParisienne ParisFashionWeek PFW
671,2023-05-24 17:30:11+00:00,whowhatwear,"There’s one thing that connects the @jonasbrothers now more than ever before: being fathers. “The reason who I am today is because of my kids. Whether that is figuring out how to get home sooner or thinking about them when we’re writing, it’s ever present. They are your children. They are the most important thing in your life,” says @kevinjonas, who notes that most of lyrics from #TheAlbum are based on fatherhood and brotherhood. Read more from our May cover story at the link in bio.  photographer: @rebekahcampbell stylist: @mjonf at @thewallgroup grooming: @kumicraig using @lamer at @thewallgroup manicure: @michinail using Boy de Chanel at @artdeptagency art director: @bonatalia executive talent director: @jbake21 editor: @thatgirlyusra video director: @stephrmro director of photography: @emmapenrose video editor: @collinhughart camera operator: @zachkry sound mixer: drummond dominguez-kincannon",TheAlbum,12214,54,"['director', 'smiling_face_with_heart', 'eyes', 'at', 'video']",there s one thing that connects the jonasbrothers now more than ever before being fathers the reason who i am today is because of my kids whether that is figuring out how to get home sooner or thinking about them when we re writing it s ever present they are your children they are the most important thing in your life says kevinjonas who notes that most of lyrics from thealbum are based on fatherhood and brotherhood read more from our may cover story at the link in bio photographer rebekahcampbell stylist mjonf at thewallgroup grooming kumicraig using lamer at thewallgroup manicure michinail using boy de chanel at artdeptagency art director bonatalia executive talent director jbake editor thatgirlyusra video director stephrmro director of photography emmapenrose video editor collinhughart camera operator zachkry sound mixer drummond dominguez kincannon you re so handsome kevin red_heart kevin is a babe woah red_heart red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes lord it s me again folded_hands_medium_skin_tone TheAlbum
