post_id,commentUser,timestamp,polarity,sentiment,keywords_comments,keywords_posts,interaction_sequence
680,united.beauty__7,2023-04-15 15:45:03+00:00,0.1956,neutral,"['japanese_symbol_for_beginner', '𝑫𝑴', 'hundred_points', 'folded_hands', '𝑴𝒂𝒌𝒆']","['wear', 'fashion', 'style', 'streetstyle', 'friday', 'something', 'great', 'nice', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'streetstyle vintage', 'style streetstyle']","[{'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:03+0000', tz='UTC'), 'polarity': 0.1956}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:04+0000', tz='UTC'), 'polarity': 0.9881}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:05+0000', tz='UTC'), 'polarity': -0.0539}]"
680,united.beauty__7,2023-04-15 15:45:04+00:00,0.9881,positive,"['beautiful want', 'amazing beautiful', 'shot really', 'messages inbox', 'backhand_index_pointing_right shot']","['wear', 'fashion', 'style', 'streetstyle', 'friday', 'something', 'great', 'nice', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'streetstyle vintage', 'style streetstyle']","[{'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:03+0000', tz='UTC'), 'polarity': 0.1956}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:04+0000', tz='UTC'), 'polarity': 0.9881}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:05+0000', tz='UTC'), 'polarity': -0.0539}]"
680,united.beauty__7,2023-04-15 15:45:05+00:00,-0.0539,neutral,"['𝘆𝗼𝘂𝗿', '𝗗𝗠', '𝗗𝗼', '𝗗𝗼 𝘆𝗼𝘂', '𝗮𝗰𝗰𝗼𝘂𝗻𝘁']","['wear', 'fashion', 'style', 'streetstyle', 'friday', 'something', 'great', 'nice', 'fashion street', 'streetfashion fashion', 'vintage thrift', 'streetstyle vintage', 'style streetstyle']","[{'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:03+0000', tz='UTC'), 'polarity': 0.1956}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:04+0000', tz='UTC'), 'polarity': 0.9881}, {'post_id': 680, 'timestamp': Timestamp('2023-04-15 15:45:05+0000', tz='UTC'), 'polarity': -0.0539}]"
265,amandadjjackson,2023-04-15 16:26:29+00:00,0.5209,positive,"['bouquet', 'bouquet bouquet', 'spring', 'eternal', 'vibes']","['people hugging', 'no_hashtag']","[{'post_id': 265, 'timestamp': Timestamp('2023-04-15 16:26:29+0000', tz='UTC'), 'polarity': 0.5209}]"
351,cassiacsiilva,2023-04-15 17:37:31+00:00,-0.2161,neutral,[],"['bubble', 'gum', 'ootd', 'candy']","[{'post_id': 351, 'timestamp': Timestamp('2023-04-15 17:37:31+0000', tz='UTC'), 'polarity': -0.2161}]"
546,mw_city_photography,2023-04-15 18:06:39+00:00,0.9219,positive,"['buildings', 'famous', 'collection', 'beautiful']","['baghdad', 'iraqi', 'modernist', 'architecture', 'roaming']","[{'post_id': 546, 'timestamp': Timestamp('2023-04-15 18:06:39+0000', tz='UTC'), 'polarity': 0.9219}]"
546,facehunter,2023-04-15 18:08:57+00:00,0.1324,neutral,"['nerd_face', 'thanks']","['baghdad', 'iraqi', 'modernist', 'architecture', 'roaming']","[{'post_id': 760, 'timestamp': Timestamp('2022-10-11 19:55:34+0000', tz='UTC'), 'polarity': 0.8422}, {'post_id': 756, 'timestamp': Timestamp('2022-10-18 07:03:47+0000', tz='UTC'), 'polarity': 0.008}, {'post_id': 711, 'timestamp': Timestamp('2022-10-27 20:21:36+0000', tz='UTC'), 'polarity': 0.8422}, {'post_id': 728, 'timestamp': Timestamp('2022-11-15 20:10:14+0000', tz='UTC'), 'polarity': -0.0183}, {'post_id': 728, 'timestamp': Timestamp('2022-11-16 07:18:26+0000', tz='UTC'), 'polarity': 0.1618}, {'post_id': 715, 'timestamp': Timestamp('2022-11-27 16:05:46+0000', tz='UTC'), 'polarity': 0.1018}, {'post_id': 704, 'timestamp': Timestamp('2022-11-28 15:36:49+0000', tz='UTC'), 'polarity': 0.1876}, {'post_id': 704, 'timestamp': Timestamp('2022-11-28 18:44:51+0000', tz='UTC'), 'polarity': 0.7515}, {'post_id': 708, 'timestamp': Timestamp('2022-12-04 09:52:01+0000', tz='UTC'), 'polarity': 0.9685}, {'post_id': 696, 'timestamp': Timestamp('2022-12-06 14:54:51+0000', tz='UTC'), 'polarity': 0.022}, {'post_id': 696, 'timestamp': Timestamp('2022-12-08 06:00:12+0000', tz='UTC'), 'polarity': -0.1281}, {'post_id': 693, 'timestamp': Timestamp('2022-12-13 19:23:50+0000', tz='UTC'), 'polarity': 0.8868}, {'post_id': 717, 'timestamp': Timestamp('2022-12-17 18:26:25+0000', tz='UTC'), 'polarity': 0.1441}, {'post_id': 706, 'timestamp': Timestamp('2023-01-08 16:01:38+0000', tz='UTC'), 'polarity': 0.8378}, {'post_id': 710, 'timestamp': Timestamp('2023-01-10 22:04:04+0000', tz='UTC'), 'polarity': -0.0315}, {'post_id': 627, 'timestamp': Timestamp('2023-01-14 21:10:38+0000', tz='UTC'), 'polarity': 0.5084}, {'post_id': 624, 'timestamp': Timestamp('2023-01-24 11:42:35+0000', tz='UTC'), 'polarity': 0.0991}, {'post_id': 633, 'timestamp': Timestamp('2023-02-07 09:45:07+0000', tz='UTC'), 'polarity': 0.7311}, {'post_id': 804, 'timestamp': Timestamp('2023-02-11 22:55:56+0000', tz='UTC'), 'polarity': 0.8422}, {'post_id': 631, 'timestamp': Timestamp('2023-02-11 22:57:05+0000', tz='UTC'), 'polarity': 0.1747}, {'post_id': 626, 'timestamp': Timestamp('2023-02-12 12:19:48+0000', tz='UTC'), 'polarity': -0.1755}, {'post_id': 542, 'timestamp': Timestamp('2023-03-01 11:53:32+0000', tz='UTC'), 'polarity': 0.7616}, {'post_id': 548, 'timestamp': Timestamp('2023-03-01 11:53:48+0000', tz='UTC'), 'polarity': -0.0968}, {'post_id': 553, 'timestamp': Timestamp('2023-03-05 16:25:16+0000', tz='UTC'), 'polarity': -0.0917}, {'post_id': 545, 'timestamp': Timestamp('2023-03-06 07:03:53+0000', tz='UTC'), 'polarity': 0.0675}, {'post_id': 623, 'timestamp': Timestamp('2023-03-14 07:57:40+0000', tz='UTC'), 'polarity': 0.8422}, {'post_id': 546, 'timestamp': Timestamp('2023-04-15 18:08:57+0000', tz='UTC'), 'polarity': 0.1324}, {'post_id': 628, 'timestamp': Timestamp('2023-04-17 09:26:28+0000', tz='UTC'), 'polarity': 0.9893}, {'post_id': 731, 'timestamp': Timestamp('2023-04-19 12:26:14+0000', tz='UTC'), 'polarity': 0.8422}, {'post_id': 541, 'timestamp': Timestamp('2023-04-21 17:11:24+0000', tz='UTC'), 'polarity': 0.0553}, {'post_id': 555, 'timestamp': Timestamp('2023-04-24 14:52:05+0000', tz='UTC'), 'polarity': 0.4523}, {'post_id': 551, 'timestamp': Timestamp('2023-04-26 10:09:59+0000', tz='UTC'), 'polarity': 0.0333}, {'post_id': 618, 'timestamp': Timestamp('2023-04-27 19:34:50+0000', tz='UTC'), 'polarity': 0.0303}, {'post_id': 449, 'timestamp': Timestamp('2023-05-06 08:26:20+0000', tz='UTC'), 'polarity': 0.0442}, {'post_id': 449, 'timestamp': Timestamp('2023-05-06 13:38:31+0000', tz='UTC'), 'polarity': -0.7149}, {'post_id': 573, 'timestamp': Timestamp('2023-05-06 15:14:37+0000', tz='UTC'), 'polarity': 0.0463}, {'post_id': 537, 'timestamp': Timestamp('2023-05-08 06:23:19+0000', tz='UTC'), 'polarity': -0.1281}, {'post_id': 690, 'timestamp': Timestamp('2023-05-09 15:04:47+0000', tz='UTC'), 'polarity': -0.0449}, {'post_id': 448, 'timestamp': Timestamp('2023-05-14 20:18:12+0000', tz='UTC'), 'polarity': 0.6549}, {'post_id': 444, 'timestamp': Timestamp('2023-05-23 17:22:57+0000', tz='UTC'), 'polarity': 0.2609}, {'post_id': 629, 'timestamp': Timestamp('2023-05-24 13:10:42+0000', tz='UTC'), 'polarity': 0.0604}, {'post_id': 443, 'timestamp': Timestamp('2023-05-27 01:37:11+0000', tz='UTC'), 'polarity': 0.2606}, {'post_id': 447, 'timestamp': Timestamp('2023-06-01 01:10:32+0000', tz='UTC'), 'polarity': 0.5525}, {'post_id': 447, 'timestamp': Timestamp('2023-06-01 01:10:45+0000', tz='UTC'), 'polarity': 0.6549}, {'post_id': 446, 'timestamp': Timestamp('2023-06-01 09:08:23+0000', tz='UTC'), 'polarity': 0.6549}, {'post_id': 446, 'timestamp': Timestamp('2023-06-01 09:08:57+0000', tz='UTC'), 'polarity': 0.9597}, {'post_id': 478, 'timestamp': Timestamp('2023-06-07 21:09:56+0000', tz='UTC'), 'polarity': -0.0493}, {'post_id': 527, 'timestamp': Timestamp('2023-06-09 19:14:04+0000', tz='UTC'), 'polarity': 0.0675}]"
342,jiskvermeulen,2023-04-15 18:19:53+00:00,0.8185,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart', 'top']","['thursday', 'no_hashtag']","[{'post_id': 342, 'timestamp': Timestamp('2023-04-15 18:19:53+0000', tz='UTC'), 'polarity': 0.8185}]"
271,alexandralopata,2023-04-15 19:20:14+00:00,-0.6798,negative,"['skin', 'due']","['rufus', 'celebrating', 'years', 'together', 'two hearts']","[{'post_id': 271, 'timestamp': Timestamp('2023-04-15 19:20:14+0000', tz='UTC'), 'polarity': -0.6798}]"
775,mpilmcclain,2023-04-15 19:29:09+00:00,0.0177,neutral,"['confounded_face', 'dresses', 'first', 'omg', 'like']","['honors', 'ss', 'bridal', 'bespoke', 'collections']","[{'post_id': 775, 'timestamp': Timestamp('2023-04-15 19:29:09+0000', tz='UTC'), 'polarity': 0.0177}]"
87,spikesandseamsdesignco,2023-04-15 20:55:18+00:00,0.9455,positive,"['girl beating_heart', 'gorgeous girl', 'beating_heart', 'girl', 'gorgeous']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 87, 'timestamp': Timestamp('2023-04-15 20:55:18+0000', tz='UTC'), 'polarity': 0.9455}]"
87,sassyqueenboutique,2023-04-15 20:59:42+00:00,0.9732,positive,"['clapping_hands', 'clapping_hands clapping_hands', 'looks good', 'obsessed', 'looks']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 353, 'timestamp': Timestamp('2022-11-23 01:10:29+0000', tz='UTC'), 'polarity': 0.0278}, {'post_id': 87, 'timestamp': Timestamp('2023-04-15 20:59:42+0000', tz='UTC'), 'polarity': 0.9732}]"
87,nevom_tassnim67,2023-04-15 21:16:31+00:00,0.7453,positive,"['let collab', 'contact page', 'page bio', 'lovely red_heart', 'contact']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 87, 'timestamp': Timestamp('2023-04-15 21:16:31+0000', tz='UTC'), 'polarity': 0.7453}]"
326,louithia,2023-04-15 21:17:21+00:00,0.0945,neutral,"['bardot', 'clapping_hands']","['casual', 'monday', 'handshake', 'no_hashtag']","[{'post_id': 326, 'timestamp': Timestamp('2023-04-15 21:17:21+0000', tz='UTC'), 'polarity': 0.0945}]"
270,nikisaint,2023-04-15 21:32:24+00:00,0.2223,neutral,"['dress', 'light_skin_tone']","['crown', 'birthday cake', 'two hearts', 'sparkles', 'no_hashtag']","[{'post_id': 270, 'timestamp': Timestamp('2023-04-15 21:32:24+0000', tz='UTC'), 'polarity': 0.2223}]"
280,royal_of_sweden,2023-04-15 22:26:29+00:00,0.5096,positive,"['que linda', 'linda smiling_face_with_heart', 'linda', 'que', 'smiling_face_with_heart eyes']","['two hearts', 'no_hashtag']","[{'post_id': 280, 'timestamp': Timestamp('2023-04-15 22:26:29+0000', tz='UTC'), 'polarity': 0.5096}]"
699,clau_andre_britez,2023-04-15 22:39:45+00:00,-0.0455,neutral,[],"['armani', 'versace', 'gucci', 'valentino', 'fendi', 'oscars', 'night', 'moments', 'looks', 'italian']","[{'post_id': 699, 'timestamp': Timestamp('2023-04-15 22:39:45+0000', tz='UTC'), 'polarity': -0.0455}]"
87,sweetmotherly,2023-04-15 23:20:43+00:00,0.9909,positive,"['look everything', 'happy saturday', 'saturday', 'gorgeous red_heart', 'everything']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 95, 'timestamp': Timestamp('2023-03-06 19:17:42+0000', tz='UTC'), 'polarity': 0.9897}, {'post_id': 94, 'timestamp': Timestamp('2023-03-13 18:59:44+0000', tz='UTC'), 'polarity': 0.985}, {'post_id': 87, 'timestamp': Timestamp('2023-04-15 23:20:43+0000', tz='UTC'), 'polarity': 0.9909}, {'post_id': 31, 'timestamp': Timestamp('2023-06-05 18:47:24+0000', tz='UTC'), 'polarity': 0.9916}]"
270,g4b.7_,2023-04-15 23:36:41+00:00,0.5037,positive,"['red_heart red_heart', 'red_heart']","['crown', 'birthday cake', 'two hearts', 'sparkles', 'no_hashtag']","[{'post_id': 270, 'timestamp': Timestamp('2023-04-15 23:36:41+0000', tz='UTC'), 'polarity': 0.5037}]"
87,ortallevitan,2023-04-16 00:00:08+00:00,0.9769,positive,"['awwww', 'awwww gorgeous', 'gorgeous red_heart', 'heart_exclamation', 'gorgeous']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 87, 'timestamp': Timestamp('2023-04-16 00:00:08+0000', tz='UTC'), 'polarity': 0.9769}, {'post_id': 31, 'timestamp': Timestamp('2023-06-05 19:06:25+0000', tz='UTC'), 'polarity': 0.9857}]"
87,lovelyfancymeblog,2023-04-16 00:23:46+00:00,0.9882,positive,"['super cute', 'happy saturday', 'saturday', 'babe', 'super']","['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 87, 'timestamp': Timestamp('2023-04-16 00:23:46+0000', tz='UTC'), 'polarity': 0.9882}, {'post_id': 33, 'timestamp': Timestamp('2023-04-21 04:51:03+0000', tz='UTC'), 'polarity': 0.991}]"
333,suzibuzzo,2023-04-16 01:15:23+00:00,0.0321,neutral,[],"['calça', 'perfeita', 'existe', 'sim', 'podemos']","[{'post_id': 333, 'timestamp': Timestamp('2023-04-16 01:15:23+0000', tz='UTC'), 'polarity': 0.0321}]"
355,dayjaramillo18,2023-04-16 03:28:11+00:00,0.3925,neutral,"['este', 'tan', 'hay', 'lindas', 'mundo']","['home', 'jet', 'lagged', 'heading', 'great', 'look']","[{'post_id': 355, 'timestamp': Timestamp('2023-04-16 03:28:11+0000', tz='UTC'), 'polarity': 0.3925}]"
366,babbu_hybird,2023-04-16 05:47:40+00:00,0.9556,positive,['beautiful'],['no_hashtag'],"[{'post_id': 366, 'timestamp': Timestamp('2023-04-16 05:47:40+0000', tz='UTC'), 'polarity': 0.9556}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:49:32+0000', tz='UTC'), 'polarity': 0.6458}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:50:16+0000', tz='UTC'), 'polarity': 0.8213}, {'post_id': 326, 'timestamp': Timestamp('2023-04-16 05:50:58+0000', tz='UTC'), 'polarity': 0.7872}]"
288,babbu_hybird,2023-04-16 05:49:32+00:00,0.6458,positive,"['wow fire', 'wow', 'fire']","['sun', 'no_hashtag']","[{'post_id': 366, 'timestamp': Timestamp('2023-04-16 05:47:40+0000', tz='UTC'), 'polarity': 0.9556}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:49:32+0000', tz='UTC'), 'polarity': 0.6458}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:50:16+0000', tz='UTC'), 'polarity': 0.8213}, {'post_id': 326, 'timestamp': Timestamp('2023-04-16 05:50:58+0000', tz='UTC'), 'polarity': 0.7872}]"
288,babbu_hybird,2023-04-16 05:50:16+00:00,0.8213,positive,"['also', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']","['sun', 'no_hashtag']","[{'post_id': 366, 'timestamp': Timestamp('2023-04-16 05:47:40+0000', tz='UTC'), 'polarity': 0.9556}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:49:32+0000', tz='UTC'), 'polarity': 0.6458}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:50:16+0000', tz='UTC'), 'polarity': 0.8213}, {'post_id': 326, 'timestamp': Timestamp('2023-04-16 05:50:58+0000', tz='UTC'), 'polarity': 0.7872}]"
326,babbu_hybird,2023-04-16 05:50:58+00:00,0.7872,positive,"['shot', 'stunning', 'raising_hands']","['casual', 'monday', 'handshake', 'no_hashtag']","[{'post_id': 366, 'timestamp': Timestamp('2023-04-16 05:47:40+0000', tz='UTC'), 'polarity': 0.9556}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:49:32+0000', tz='UTC'), 'polarity': 0.6458}, {'post_id': 288, 'timestamp': Timestamp('2023-04-16 05:50:16+0000', tz='UTC'), 'polarity': 0.8213}, {'post_id': 326, 'timestamp': Timestamp('2023-04-16 05:50:58+0000', tz='UTC'), 'polarity': 0.7872}]"
270,ahtera,2023-04-16 07:56:42+00:00,0.1662,neutral,"['du', 'sparkling_heart', 'sparkles']","['crown', 'birthday cake', 'two hearts', 'sparkles', 'no_hashtag']","[{'post_id': 270, 'timestamp': Timestamp('2023-04-16 07:56:42+0000', tz='UTC'), 'polarity': 0.1662}]"
265,kaj_pak,2023-04-16 08:01:35+00:00,0.0892,neutral,"['brown_heart', 'brown_heart brown_heart']","['people hugging', 'no_hashtag']","[{'post_id': 265, 'timestamp': Timestamp('2023-04-16 08:01:35+0000', tz='UTC'), 'polarity': 0.0892}]"
552,francesca_venaria,2023-04-16 08:15:20+00:00,0.3024,neutral,"['clapping_hands', 'clapping_hands clapping_hands']","['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'fire', 'two hearts', 'cherry blossom', 'sun', 'fashion denim', 'natural fashion', 'style effortlesschic', 'effortless style']","[{'post_id': 552, 'timestamp': Timestamp('2023-04-16 08:15:20+0000', tz='UTC'), 'polarity': 0.3024}]"
684,dala__bala,2023-04-16 09:10:58+00:00,0.9758,positive,"['sooooo', 'awesome']","['fashion', 'style', 'streetstyle', 'easter', 'colors', 'today', 'hope', 'find', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'style streetstyle', 'vintage thrift']","[{'post_id': 684, 'timestamp': Timestamp('2023-04-16 09:10:58+0000', tz='UTC'), 'polarity': 0.9758}]"
2,madisonstyleblog,2023-04-16 11:01:27+00:00,0.9567,positive,"['pretty smiling_face_with_heart', 'pretty', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']","['clock', 'struck', 'midnight', 'ring', 'cried']","[{'post_id': 2, 'timestamp': Timestamp('2023-04-16 11:01:27+0000', tz='UTC'), 'polarity': 0.9567}]"
4,i.amivana,2023-04-16 11:09:17+00:00,-0.025,neutral,"['size wearing', 'denim', 'wearing', 'babe', 'size']","['show', 'chanel', 'fashion', 'visualized', 'moment', 'many', 'times', 'first', 'collection']","[{'post_id': 4, 'timestamp': Timestamp('2023-04-16 11:09:17+0000', tz='UTC'), 'polarity': -0.025}]"
552,thishousewecallhome,2023-04-16 12:54:56+00:00,0.0272,neutral,"['mexican', 'bag', 'raising_hands']","['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'fire', 'two hearts', 'cherry blossom', 'sun', 'fashion denim', 'natural fashion', 'style effortlesschic', 'effortless style']","[{'post_id': 552, 'timestamp': Timestamp('2023-04-16 12:54:56+0000', tz='UTC'), 'polarity': 0.0272}]"
657,theionfashion,2023-04-16 15:38:58+00:00,0.0002,neutral,"['house', 'raising_hands fire', 'red_heart raising_hands', 'raising_hands', 'fire']","['revolve', 'threw', 'party', 'coachellaeven', 'lewis']","[{'post_id': 657, 'timestamp': Timestamp('2023-04-16 15:38:58+0000', tz='UTC'), 'polarity': 0.0002}]"
267,p0go__,2023-04-16 15:39:16+00:00,-0.323,neutral,"['website', 'stock', 'still', 'find', 'hi']",['no_hashtag'],"[{'post_id': 267, 'timestamp': Timestamp('2023-04-16 15:39:16+0000', tz='UTC'), 'polarity': -0.323}, {'post_id': 267, 'timestamp': Timestamp('2023-04-16 16:39:56+0000', tz='UTC'), 'polarity': 0.97}]"
657,daughter_of_god_apt,2023-04-16 15:51:05+00:00,0.6672,positive,"['crown sparkles', 'crown', 'purple_heart', 'sparkles']","['revolve', 'threw', 'party', 'coachellaeven', 'lewis']","[{'post_id': 657, 'timestamp': Timestamp('2023-04-16 15:51:05+0000', tz='UTC'), 'polarity': 0.6672}]"
271,taralouisez,2023-04-16 15:53:02+00:00,0.7074,positive,"['smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes', 'eyes smiling_face_with_heart']","['rufus', 'celebrating', 'years', 'together', 'two hearts']","[{'post_id': 271, 'timestamp': Timestamp('2023-04-16 15:53:02+0000', tz='UTC'), 'polarity': 0.7074}, {'post_id': 131, 'timestamp': Timestamp('2023-05-26 14:03:57+0000', tz='UTC'), 'polarity': 0.7074}]"
35,guggy_01,2023-04-16 16:02:45+00:00,0.4258,neutral,"['background', 'crack', 'mate', 'old', 'beaming_face_with_smiling_eyes']","['ab', 'workouts', 'loving', 'normally', 'hate', 'look']","[{'post_id': 321, 'timestamp': Timestamp('2023-01-05 22:02:25+0000', tz='UTC'), 'polarity': -0.1212}, {'post_id': 35, 'timestamp': Timestamp('2023-04-16 16:02:45+0000', tz='UTC'), 'polarity': 0.4258}]"
657,george_angelis,2023-04-16 16:18:01+00:00,0.0278,neutral,"['fire', 'fire fire']","['revolve', 'threw', 'party', 'coachellaeven', 'lewis']","[{'post_id': 657, 'timestamp': Timestamp('2023-04-16 16:18:01+0000', tz='UTC'), 'polarity': 0.0278}, {'post_id': 531, 'timestamp': Timestamp('2023-04-16 16:26:06+0000', tz='UTC'), 'polarity': 0.1565}]"
531,george_angelis,2023-04-16 16:26:06+00:00,0.1565,neutral,"['raising_hands', 'raising_hands raising_hands']","['fashion', 'raissa', 'gerrona', 'chief', 'brand', 'officer']","[{'post_id': 657, 'timestamp': Timestamp('2023-04-16 16:18:01+0000', tz='UTC'), 'polarity': 0.0278}, {'post_id': 531, 'timestamp': Timestamp('2023-04-16 16:26:06+0000', tz='UTC'), 'polarity': 0.1565}]"
267,eivyflodin,2023-04-16 16:39:05+00:00,0.8905,positive,"['smiling_face_with_hearts red_heart', 'yes', 'dm', 'smiling_face_with_hearts', 'red_heart']",['no_hashtag'],"[{'post_id': 267, 'timestamp': Timestamp('2023-04-16 16:39:05+0000', tz='UTC'), 'polarity': 0.8905}]"
267,p0go__,2023-04-16 16:39:56+00:00,0.97,positive,"['great thank', 'thank', 'great', 'white_heart']",['no_hashtag'],"[{'post_id': 267, 'timestamp': Timestamp('2023-04-16 15:39:16+0000', tz='UTC'), 'polarity': -0.323}, {'post_id': 267, 'timestamp': Timestamp('2023-04-16 16:39:56+0000', tz='UTC'), 'polarity': 0.97}]"
265,zhina.aminzade,2023-04-16 17:35:44+00:00,0.8402,positive,"['eyes smiling_face_with_heart', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']","['people hugging', 'no_hashtag']","[{'post_id': 265, 'timestamp': Timestamp('2023-04-16 17:35:44+0000', tz='UTC'), 'polarity': 0.8402}]"
35,beyonce.ig2,2023-04-16 18:52:14+00:00,0.8118,positive,"['promote', 'smiling_face_with_heart eyes', 'smiling_face_with_heart', 'eyes']","['ab', 'workouts', 'loving', 'normally', 'hate', 'look']","[{'post_id': 35, 'timestamp': Timestamp('2023-04-16 18:52:14+0000', tz='UTC'), 'polarity': 0.8118}]"
35,brdly.nelson,2023-04-16 18:53:19+00:00,0.976,positive,"['fantastic', 'rhyan', 'looking']","['ab', 'workouts', 'loving', 'normally', 'hate', 'look']","[{'post_id': 35, 'timestamp': Timestamp('2023-04-16 18:53:19+0000', tz='UTC'), 'polarity': 0.976}]"
35,linka.nyc.fit,2023-04-16 19:24:40+00:00,0.8787,positive,"['light_skin_tone', 'flexed_biceps_medium', 'flexed_biceps_medium light_skin_tone', 'light_skin_tone clapping_hands_medium', 'clapping_hands_medium light_skin_tone']","['ab', 'workouts', 'loving', 'normally', 'hate', 'look']","[{'post_id': 35, 'timestamp': Timestamp('2023-04-16 19:24:40+0000', tz='UTC'), 'polarity': 0.8787}]"
775,heatherashleyfoster,2023-04-16 19:58:43+00:00,0.4633,positive,['love'],"['honors', 'ss', 'bridal', 'bespoke', 'collections']","[{'post_id': 775, 'timestamp': Timestamp('2023-04-16 19:58:43+0000', tz='UTC'), 'polarity': 0.4633}]"
657,kvffvk,2023-04-16 20:04:00+00:00,0.9747,positive,"['pieces', 'love', 'red_heart']","['revolve', 'threw', 'party', 'coachellaeven', 'lewis']","[{'post_id': 657, 'timestamp': Timestamp('2023-04-16 20:04:00+0000', tz='UTC'), 'polarity': 0.9747}]"
270,dapriince__7,2023-04-16 20:24:08+00:00,0.1033,neutral,['red_heart'],"['crown', 'birthday cake', 'two hearts', 'sparkles', 'no_hashtag']","[{'post_id': 285, 'timestamp': Timestamp('2023-04-05 08:27:09+0000', tz='UTC'), 'polarity': 0.1033}, {'post_id': 326, 'timestamp': Timestamp('2023-04-07 10:08:33+0000', tz='UTC'), 'polarity': 0.728}, {'post_id': 270, 'timestamp': Timestamp('2023-04-16 20:24:08+0000', tz='UTC'), 'polarity': 0.1033}, {'post_id': 258, 'timestamp': Timestamp('2023-04-23 22:38:07+0000', tz='UTC'), 'polarity': 0.1033}, {'post_id': 222, 'timestamp': Timestamp('2023-05-09 03:19:54+0000', tz='UTC'), 'polarity': 0.6465}, {'post_id': 217, 'timestamp': Timestamp('2023-05-09 03:22:29+0000', tz='UTC'), 'polarity': 0.0941}]"
788,salote.yani,2023-04-16 21:05:41+00:00,0.7064,positive,"['following', 'inspiration', 'winter', 'smiling_face_with_heart', 'smiling_face_with_heart eyes']","['fashion', 'style', 'streetstyle', 'recent', 'top', 'shots', 'streetfashion', 'fashion street', 'streetfashion fashion', 'streetstyle vintage', 'vintage thrift', 'newyorkcity style']","[{'post_id': 788, 'timestamp': Timestamp('2023-04-16 21:05:41+0000', tz='UTC'), 'polarity': 0.7064}]"
87,jamiekgaylor,2023-04-16 21:34:22+00:00,-0.0186,neutral,['size'],"['dress', 'outfit', 'streetstyle', 'getting', 'ready', 'date', 'night', 'last']","[{'post_id': 87, 'timestamp': Timestamp('2023-04-16 21:34:22+0000', tz='UTC'), 'polarity': -0.0186}]"
775,keys_rebelle,2023-04-16 21:48:16+00:00,0.9714,positive,"['red gown', 'gown', 'red', 'stunning']","['honors', 'ss', 'bridal', 'bespoke', 'collections']","[{'post_id': 775, 'timestamp': Timestamp('2023-04-16 21:48:16+0000', tz='UTC'), 'polarity': 0.9714}]"
355,pcruz5011,2023-04-16 23:58:44+00:00,0.191,neutral,['come'],"['home', 'jet', 'lagged', 'heading', 'great', 'look']","[{'post_id': 355, 'timestamp': Timestamp('2023-04-16 23:58:44+0000', tz='UTC'), 'polarity': 0.191}]"
35,joannedw73,2023-04-17 02:27:57+00:00,-0.7509,negative,"['gonna make', 'abs', 'lower', 'totally', 'problem']","['ab', 'workouts', 'loving', 'normally', 'hate', 'look']","[{'post_id': 35, 'timestamp': Timestamp('2023-04-17 02:27:57+0000', tz='UTC'), 'polarity': -0.7509}]"
