commentUser,comment_count,polarity,keywords_comments,interaction_sequence,posts_sequence
021_alaniss,1,0.8,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 583, 'timestamp': '2023-06-02 21:12:48+00:00', 'polarity': 0.8}]",[583]
100ycientas,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 319, 'timestamp': '2023-03-29 14:42:09+00:00', 'polarity': 0.24}]",[319]
1072.official,1,0.52,"['amazing', 'smiling_face_with_hearteyes', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 65, 'timestamp': '2023-04-07 16:01:24+00:00', 'polarity': 0.52}]",[65]
12maaria34,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 79, 'timestamp': '2023-05-05 21:48:52+00:00', 'polarity': 0.0}]",[79]
130wlifestyle,1,0.6,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 272, 'timestamp': '2023-06-06 01:17:58+00:00', 'polarity': 0.6}]",[272]
148_148_148_148_banglado,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 610, 'timestamp': '2023-05-24 08:40:47+00:00', 'polarity': 0.08}]",[610]
1djun_,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 10, 'timestamp': '2023-06-05 21:49:40+00:00', 'polarity': 0.24}]",[10]
1nstaglancer,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 810, 'timestamp': '2021-02-12 01:29:24+00:00', 'polarity': 0.16}]",[810]
20.04th,1,1.15,"['beautiful', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'smiling_face_with_hearteyes', 'amazing', 'clapping_hands']","[{'post_id': 7, 'timestamp': '2023-05-22 20:09:37+00:00', 'polarity': 1.15}]",[7]
2009_michael28,2,0.26,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 461, 'timestamp': '2023-05-31 09:16:35+00:00', 'polarity': -0.08}, {'post_id': 461, 'timestamp': '2023-05-31 09:16:48+00:00', 'polarity': 0.6}]","[461, 461]"
223355u,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 326, 'timestamp': '2023-04-01 00:08:49+00:00', 'polarity': 0.08}]",[326]
28lupo,1,0.4800000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 195, 'timestamp': '2023-05-11 17:23:54+00:00', 'polarity': 0.4800000000000001}]",[195]
2_2_smoove,1,0.6300000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 530, 'timestamp': '2023-05-11 01:30:00+00:00', 'polarity': 0.6300000000000001}]",[530]
3496emanuel,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 295, 'timestamp': '2023-04-14 23:57:44+00:00', 'polarity': 0.32}]",[295]
3_time_ironman,1,0.7,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 254, 'timestamp': '2023-02-06 19:51:13+00:00', 'polarity': 0.7}]",[254]
3achour,1,-0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 542, 'timestamp': '2023-02-27 20:11:19+00:00', 'polarity': -0.16}]",[542]
46fatima88,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 750, 'timestamp': '2023-05-02 01:47:47+00:00', 'polarity': 0.0}]",[750]
4dldll,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 541, 'timestamp': '2023-04-21 01:43:17+00:00', 'polarity': 0.24}]",[541]
4f.fd,1,0.85,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']","[{'post_id': 618, 'timestamp': '2023-03-19 09:30:07+00:00', 'polarity': 0.85}]",[618]
5xanadu5,1,-0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 172, 'timestamp': '2023-06-06 12:41:22+00:00', 'polarity': -0.08}]",[172]
666innesto,2,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 384, 'timestamp': '2023-05-23 23:30:06+00:00', 'polarity': 0.16}, {'post_id': 384, 'timestamp': '2023-05-23 23:30:15+00:00', 'polarity': 0.16}]","[384, 384]"
73zinso,1,1.39,"['fire', 'beautiful', 'amazing', 'clapping_hands', 'de']","[{'post_id': 195, 'timestamp': '2023-05-10 18:05:16+00:00', 'polarity': 1.39}]",[195]
772nft,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 453, 'timestamp': '2023-06-08 02:26:38+00:00', 'polarity': 0.0}]",[453]
77mariex,1,0.16,"['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 193, 'timestamp': '2023-02-18 18:34:27+00:00', 'polarity': 0.16}]",[193]
7aqsinn,1,0.0,"['please', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 560, 'timestamp': '2023-04-08 03:20:11+00:00', 'polarity': 0.0}]",[560]
7artsublime3,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 540, 'timestamp': '2023-06-04 19:22:56+00:00', 'polarity': 0.16}]",[540]
7jlr,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 541, 'timestamp': '2023-04-21 17:11:04+00:00', 'polarity': 0.08}]",[541]
7y76_lyle,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 609, 'timestamp': '2023-05-31 03:03:47+00:00', 'polarity': 0.0}]",[609]
888karar,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 551, 'timestamp': '2023-04-25 15:17:45+00:00', 'polarity': 0.32}]",[551]
8989cha,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 12, 'timestamp': '2023-06-02 18:35:13+00:00', 'polarity': 0.08}]",[12]
92thestudio,4,0.385,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['gorgeous', 'smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 188, 'timestamp': '2023-05-17 14:55:52+00:00', 'polarity': 0.24}, {'post_id': 216, 'timestamp': '2023-05-21 14:40:26+00:00', 'polarity': 0.4800000000000001}, {'post_id': 91, 'timestamp': '2023-05-26 10:07:34+00:00', 'polarity': 0.74}, {'post_id': 57, 'timestamp': '2023-06-03 12:59:15+00:00', 'polarity': 0.08}]","[188, 216, 91, 57]"
94tago,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 444, 'timestamp': '2023-05-21 11:14:13+00:00', 'polarity': 0.08}]",[444]
_.highonfizzle_.rocks._,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 479, 'timestamp': '2023-06-06 16:47:10+00:00', 'polarity': 0.0}]",[479]
__.eliana__,1,0.6,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 751, 'timestamp': '2023-04-27 03:12:30+00:00', 'polarity': 0.6}]",[751]
__.j0hn,1,-0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 689, 'timestamp': '2023-05-04 20:41:50+00:00', 'polarity': -0.16}]",[689]
____gs.____,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 186, 'timestamp': '2023-05-16 20:00:45+00:00', 'polarity': 0.16}]",[186]
___denilson.afonso,2,0.0,"['que', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 25, 'timestamp': '2023-06-06 11:58:06+00:00', 'polarity': 0.0}, {'post_id': 25, 'timestamp': '2023-06-06 11:58:10+00:00', 'polarity': 0.0}]","[25, 25]"
___leipzigrotterdam,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 8, 'timestamp': '2023-06-02 22:40:42+00:00', 'polarity': 0.08}]",[8]
___mynameispy,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 554, 'timestamp': '2023-05-20 14:02:13+00:00', 'polarity': 0.08}]",[554]
___naswgxx__,1,0.4,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 345, 'timestamp': '2022-12-26 03:11:03+00:00', 'polarity': 0.4}]",[345]
___studio.tum___,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 65, 'timestamp': '2023-04-07 05:27:26+00:00', 'polarity': 0.08}]",[65]
__elllhaam__,1,0.4800000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 348, 'timestamp': '2022-03-23 11:32:31+00:00', 'polarity': 0.4800000000000001}]",[348]
__jerryy_ot7,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 580, 'timestamp': '2023-05-17 09:54:58+00:00', 'polarity': 0.0}]",[580]
__lenchika__,1,0.4,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 299, 'timestamp': '2023-05-29 10:14:16+00:00', 'polarity': 0.4}]",[299]
__neighborhoodher0__,1,0.3340000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 700, 'timestamp': '2023-04-01 15:32:20+00:00', 'polarity': 0.3340000000000001}]",[700]
_aga.rusinek,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 304, 'timestamp': '2022-11-24 22:45:45+00:00', 'polarity': 0.08}]",[304]
_andreagoffo_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 256, 'timestamp': '2023-06-04 08:33:11+00:00', 'polarity': 0.0}]",[256]
_ariannenicole_,1,0.4800000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 758, 'timestamp': '2021-03-10 22:14:57+00:00', 'polarity': 0.4800000000000001}]",[758]
_ashleyaro_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 684, 'timestamp': '2023-05-11 20:28:23+00:00', 'polarity': 0.0}]",[684]
_black_model_.__,2,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 700, 'timestamp': '2023-04-09 18:48:13+00:00', 'polarity': 0.16}, {'post_id': 700, 'timestamp': '2023-04-09 18:48:13+00:00', 'polarity': 0.16}]","[700, 700]"
_bonjour_lulu_,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 212, 'timestamp': '2023-05-26 10:18:40+00:00', 'polarity': 0.08}]",[212]
_by.arabella._,1,0.5,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 126, 'timestamp': '2023-05-05 17:38:02+00:00', 'polarity': 0.5}]",[126]
_bya.melo,1,1.12,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 614, 'timestamp': '2023-05-29 01:43:38+00:00', 'polarity': 1.12}]",[614]
_campus_code,1,0.8,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 430, 'timestamp': '2022-11-17 16:31:35+00:00', 'polarity': 0.8}]",[430]
_chinnnnnn.0,1,0.4,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 572, 'timestamp': '2023-03-21 11:28:39+00:00', 'polarity': 0.4}]",[572]
_cidaborges_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 764, 'timestamp': '2023-05-02 20:49:49+00:00', 'polarity': 0.0}]",[764]
_deiastagram_,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 253, 'timestamp': '2023-06-03 11:45:12+00:00', 'polarity': 0.08}]",[253]
_elensantos835,1,0.0055555555555555,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 99, 'timestamp': '2023-02-19 22:10:03+00:00', 'polarity': 0.0055555555555555}]",[99]
_faiza.elk,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 195, 'timestamp': '2023-05-08 14:07:12+00:00', 'polarity': 0.0}]",[195]
_flavia_ferreira_8,2,0.44000000000000006,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 604, 'timestamp': '2023-05-28 05:07:12+00:00', 'polarity': 0.4800000000000001}, {'post_id': 647, 'timestamp': '2023-05-28 16:52:51+00:00', 'polarity': 0.4}]","[604, 647]"
_gabrielity,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 553, 'timestamp': '2023-03-03 19:31:45+00:00', 'polarity': 0.08}]",[553]
_gabspassos,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 239, 'timestamp': '2023-05-12 19:48:13+00:00', 'polarity': 0.0}]",[239]
_gina.gales,1,0.46,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 156, 'timestamp': '2023-05-26 17:49:52+00:00', 'polarity': 0.46}]",[156]
_giuseppemegaro_,1,-0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 374, 'timestamp': '2023-06-06 14:32:16+00:00', 'polarity': -0.24}]",[374]
_govind_singh_38,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 144, 'timestamp': '2023-06-06 10:24:55+00:00', 'polarity': 0.0}]",[144]
_heribalazs_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 593, 'timestamp': '2023-05-28 06:09:06+00:00', 'polarity': 0.0}]",[593]
_hollyt,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 291, 'timestamp': '2023-04-03 11:11:18+00:00', 'polarity': 0.24}]",[291]
_i_z_u_r_u_,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 234, 'timestamp': '2023-05-10 14:16:33+00:00', 'polarity': 0.16}]",[234]
_infinitejest,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 692, 'timestamp': '2023-03-14 15:57:43+00:00', 'polarity': 0.0}]",[692]
_isaclemente,1,0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 378, 'timestamp': '2023-03-27 20:52:29+00:00', 'polarity': 0.16}]",[378]
_izabella.rodrigues,1,0.0,"['de', 'amazing', 'beautiful', 'clapping_hands', 'fire']","[{'post_id': 605, 'timestamp': '2023-05-28 05:33:49+00:00', 'polarity': 0.0}]",[605]
_jackraf,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 605, 'timestamp': '2023-05-30 20:56:14+00:00', 'polarity': 0.0}]",[605]
_jael_parra,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 643, 'timestamp': '2023-06-03 14:07:15+00:00', 'polarity': 0.0}]",[643]
_jeanettemadsen_,2,0.12,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 135, 'timestamp': '2023-05-23 17:43:31+00:00', 'polarity': 0.16}, {'post_id': 8, 'timestamp': '2023-06-04 06:05:34+00:00', 'polarity': 0.08}]","[135, 8]"
_julie_be_,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 55, 'timestamp': '2023-06-04 14:43:08+00:00', 'polarity': 0.08}]",[55]
_julihey,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 602, 'timestamp': '2023-05-31 13:33:10+00:00', 'polarity': 0.08}]",[602]
_jus.josh,1,0.255,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 700, 'timestamp': '2023-04-01 13:49:16+00:00', 'polarity': 0.255}]",[700]
_karimba_,1,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 770, 'timestamp': '2023-05-14 08:30:49+00:00', 'polarity': 0.16}]",[770]
_krisbeeee,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 37, 'timestamp': '2023-04-17 21:26:19+00:00', 'polarity': 0.16}]",[37]
_kriss.ssi_,2,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 189, 'timestamp': '2023-05-22 10:22:33+00:00', 'polarity': 0.16}, {'post_id': 43, 'timestamp': '2023-06-05 04:42:53+00:00', 'polarity': 0.16}]","[189, 43]"
_lawrencewood_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 84, 'timestamp': '2023-05-26 19:10:41+00:00', 'polarity': 0.0}]",[84]
_learh,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 199, 'timestamp': '2023-01-27 12:28:45+00:00', 'polarity': 0.0}]",[199]
_legroni,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 13, 'timestamp': '2023-05-24 22:55:12+00:00', 'polarity': 0.0}]",[13]
_leninhrosilenebarros,1,-0.5450000000000003,"['love', 'please', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 682, 'timestamp': '2023-05-28 17:05:08+00:00', 'polarity': -0.5450000000000003}]",[682]
_liilii____,1,0.56,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 175, 'timestamp': '2023-06-06 13:20:34+00:00', 'polarity': 0.56}]",[175]
_lisa.findlay_,1,0.475,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 77, 'timestamp': '2023-05-05 04:17:18+00:00', 'polarity': 0.475}]",[77]
_lovehandle,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 302, 'timestamp': '2023-05-21 15:57:57+00:00', 'polarity': 0.0}]",[302]
_lozenger_,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 670, 'timestamp': '2023-03-25 11:39:12+00:00', 'polarity': 0.4800000000000001}]",[670]
_lucasevangelista,2,0.32000000000000006,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 660, 'timestamp': '2023-05-28 15:10:54+00:00', 'polarity': 0.16}, {'post_id': 403, 'timestamp': '2023-06-09 13:44:34+00:00', 'polarity': 0.4800000000000001}]","[660, 403]"
_maryladybug,1,0.5,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 280, 'timestamp': '2023-04-12 08:04:38+00:00', 'polarity': 0.5}]",[280]
_matteo_cesana,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 697, 'timestamp': '2023-06-06 21:44:51+00:00', 'polarity': 0.08}]",[697]
_michalkorda,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 154, 'timestamp': '2023-05-29 16:27:00+00:00', 'polarity': 0.16}]",[154]
_nadine_adel,1,0.16,"['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 75, 'timestamp': '2023-06-03 10:32:26+00:00', 'polarity': 0.16}]",[75]
_nathaliemartin,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 69, 'timestamp': '2023-03-08 21:26:10+00:00', 'polarity': 0.0}]",[69]
_nelcik_,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 213, 'timestamp': '2023-05-13 08:59:29+00:00', 'polarity': 0.0}]",[213]
_niki_campanaro_,1,-0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 262, 'timestamp': '2023-06-02 12:58:13+00:00', 'polarity': -0.08}]",[262]
_pedr_4444,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 175, 'timestamp': '2023-06-06 11:31:52+00:00', 'polarity': 0.0}]",[175]
_rameen.s_,1,0.08,"['clapping_hands', 'amazing', 'beautiful', 'de', 'fire']","[{'post_id': 511, 'timestamp': '2023-06-09 17:44:00+00:00', 'polarity': 0.08}]",[511]
_raninoue,1,0.16,"['red_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 366, 'timestamp': '2023-04-13 13:58:24+00:00', 'polarity': 0.16}]",[366]
_rich_boy19,1,0.4800000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 256, 'timestamp': '2023-06-06 18:44:46+00:00', 'polarity': 0.4800000000000001}]",[256]
_rmxsm,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 612, 'timestamp': '2023-04-20 11:30:58+00:00', 'polarity': 0.0}]",[612]
_rosa.segura,2,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 47, 'timestamp': '2023-06-02 11:39:32+00:00', 'polarity': 0.08}, {'post_id': 47, 'timestamp': '2023-06-05 16:35:12+00:00', 'polarity': 0.08}]","[47, 47]"
_sabina_sargon,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 723, 'timestamp': '2023-05-15 07:56:36+00:00', 'polarity': 0.0}]",[723]
_silva_10099,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 321, 'timestamp': '2023-01-06 00:46:46+00:00', 'polarity': 0.0}]",[321]
_sofiauvarova_,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 788, 'timestamp': '2023-04-12 15:30:55+00:00', 'polarity': 0.08}]",[788]
_ssmbo_,1,0.52,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 710, 'timestamp': '2023-01-09 19:23:09+00:00', 'polarity': 0.52}]",[710]
_stellaastra,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 45, 'timestamp': '2023-06-05 16:14:21+00:00', 'polarity': 0.32}]",[45]
_stemzy,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 565, 'timestamp': '2023-05-31 12:31:38+00:00', 'polarity': 0.0}]",[565]
_surisingh,3,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 369, 'timestamp': '2023-05-18 09:03:58+00:00', 'polarity': 0.08}, {'post_id': 361, 'timestamp': '2023-05-18 09:04:28+00:00', 'polarity': 0.08}, {'post_id': 360, 'timestamp': '2023-05-18 09:04:37+00:00', 'polarity': 0.08}]","[369, 361, 360]"
_thiagozampieri_,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 416, 'timestamp': '2023-06-02 04:20:16+00:00', 'polarity': 0.16}]",[416]
_trendal_,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 354, 'timestamp': '2023-05-28 18:35:18+00:00', 'polarity': 0.08}]",[354]
_vanci_,1,0.5599999999999999,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 360, 'timestamp': '2023-05-18 02:57:18+00:00', 'polarity': 0.5599999999999999}]",[360]
_vanessa.riedl,3,0.16,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 246, 'timestamp': '2023-05-01 13:02:36+00:00', 'polarity': 0.16}, {'post_id': 88, 'timestamp': '2023-05-31 18:19:39+00:00', 'polarity': 0.24}, {'post_id': 57, 'timestamp': '2023-06-03 21:11:51+00:00', 'polarity': 0.08}]","[246, 88, 57]"
_veronezi90,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 250, 'timestamp': '2023-02-09 20:24:39+00:00', 'polarity': 0.32}]",[250]
_violafabbrii,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 699, 'timestamp': '2023-03-13 21:26:11+00:00', 'polarity': 0.0}]",[699]
_whoscaty,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 643, 'timestamp': '2023-06-03 22:33:59+00:00', 'polarity': 0.0}]",[643]
_yycc99,3,0.42666666666666675,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 69, 'timestamp': '2023-03-08 20:40:04+00:00', 'polarity': 0.4800000000000001}, {'post_id': 64, 'timestamp': '2023-04-10 19:01:54+00:00', 'polarity': 0.32}, {'post_id': 17, 'timestamp': '2023-05-10 21:50:02+00:00', 'polarity': 0.4800000000000001}]","[69, 64, 17]"
a.cardenas,1,0.1666666666666666,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 763, 'timestamp': '2021-03-10 18:05:29+00:00', 'polarity': 0.1666666666666666}]",[763]
a.i.shaman,1,0.0508333333333333,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 264, 'timestamp': '2023-04-21 08:07:01+00:00', 'polarity': 0.0508333333333333}]",[264]
a.sklle,1,0.4,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 261, 'timestamp': '2023-04-24 18:40:34+00:00', 'polarity': 0.4}]",[261]
a1zhu,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 767, 'timestamp': '2023-05-24 16:17:12+00:00', 'polarity': 0.0}]",[767]
a7m12o8,1,0.08,"['like', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 585, 'timestamp': '2023-06-02 06:26:27+00:00', 'polarity': 0.08}]",[585]
