commentUser,comment_count,polarity,keywords_comments,interaction_sequence,posts_sequence
juicyuzy,1,0.1,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 610, 'timestamp': '2023-06-06 13:57:25+00:00', 'polarity': 0.1}]",[610]
jujubarbosads,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 379, 'timestamp': '2023-03-24 01:07:48+00:00', 'polarity': 0.0}]",[379]
jules.kae,3,0.26666666666666666,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 177, 'timestamp': '2023-05-22 14:59:25+00:00', 'polarity': 0.4800000000000001}, {'post_id': 155, 'timestamp': '2023-05-30 19:50:01+00:00', 'polarity': 0.32}, {'post_id': 607, 'timestamp': '2023-06-05 00:24:01+00:00', 'polarity': 0.0}]","[177, 155, 607]"
jules_kidsconcept,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 20, 'timestamp': '2023-05-06 05:56:17+00:00', 'polarity': 0.08}]",[20]
juleskent,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 670, 'timestamp': '2023-03-27 20:44:09+00:00', 'polarity': 0.0}]",[670]
julesndoyee,1,0.04,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 565, 'timestamp': '2023-05-31 12:38:03+00:00', 'polarity': 0.04}]",[565]
julia.melissa,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 637, 'timestamp': '2023-06-02 14:30:58+00:00', 'polarity': 0.0}]",[637]
julia__kuz,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 91, 'timestamp': '2023-05-26 08:10:48+00:00', 'polarity': 0.4800000000000001}]",[91]
julia_eu_model,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 392, 'timestamp': '2023-05-21 08:47:28+00:00', 'polarity': 0.16}]",[392]
julia_israel_,4,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 216, 'timestamp': '2023-05-22 08:30:31+00:00', 'polarity': 0.4800000000000001}, {'post_id': 136, 'timestamp': '2023-05-25 11:55:05+00:00', 'polarity': 0.4800000000000001}, {'post_id': 131, 'timestamp': '2023-05-25 11:56:34+00:00', 'polarity': 0.4800000000000001}, {'post_id': 147, 'timestamp': '2023-06-01 17:23:34+00:00', 'polarity': 0.4800000000000001}]","[216, 136, 131, 147]"
juliaetcello,1,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 488, 'timestamp': '2023-05-13 10:36:11+00:00', 'polarity': 0.08}]",[488]
juliahaggblom,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 763, 'timestamp': '2021-03-10 19:41:43+00:00', 'polarity': 0.0}]",[763]
juliana.pao05,1,0.32,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 807, 'timestamp': '2023-04-19 12:07:41+00:00', 'polarity': 0.32}]",[807]
julianichelle,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 797, 'timestamp': '2023-03-06 12:42:47+00:00', 'polarity': 0.0}]",[797]
juliashija_96,1,-0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 400, 'timestamp': '2023-06-06 18:48:38+00:00', 'polarity': -0.08}]",[400]
juliastuartt,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 277, 'timestamp': '2023-04-10 14:57:58+00:00', 'polarity': 0.4800000000000001}]",[277]
julie.lamrani,1,0.7,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 46, 'timestamp': '2023-06-06 19:21:25+00:00', 'polarity': 0.7}]",[46]
juliebrde,1,0.5,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 155, 'timestamp': '2023-06-01 09:45:12+00:00', 'polarity': 0.5}]",[155]
juliecherniltseva,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 267, 'timestamp': '2023-04-14 10:51:09+00:00', 'polarity': 0.24}]",[267]
julieestcourt,1,0.5,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 160, 'timestamp': '2023-05-29 14:46:47+00:00', 'polarity': 0.5}]",[160]
julieetoft,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 181, 'timestamp': '2023-05-24 05:18:34+00:00', 'polarity': 0.0}]",[181]
julietalugea,1,-0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 431, 'timestamp': '2023-06-08 01:09:37+00:00', 'polarity': -0.08}]",[431]
juliojoseguerra,1,0.23,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 223, 'timestamp': '2023-06-06 18:43:36+00:00', 'polarity': 0.23}]",[223]
julluce,1,0.24,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 11, 'timestamp': '2023-05-27 19:27:45+00:00', 'polarity': 0.24}]",[11]
julyro80,1,1.4400000000000002,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 298, 'timestamp': '2022-06-16 17:41:02+00:00', 'polarity': 1.4400000000000002}]",[298]
juniorpasergo,1,0.4800000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 59, 'timestamp': '2023-05-30 18:23:42+00:00', 'polarity': 0.4800000000000001}]",[59]
jusst_aygun,1,0.54,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 513, 'timestamp': '2023-06-02 23:11:34+00:00', 'polarity': 0.54}]",[513]
jusstgrace_,1,-0.0199999999999999,"['please', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 393, 'timestamp': '2023-06-09 07:30:14+00:00', 'polarity': -0.0199999999999999}]",[393]
just_a_human_2.0,1,-0.2199999999999999,"['look', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 497, 'timestamp': '2023-06-06 20:54:51+00:00', 'polarity': -0.2199999999999999}]",[497]
justasyathings,1,0.25,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 601, 'timestamp': '2023-06-08 19:38:32+00:00', 'polarity': 0.25}]",[601]
justcountrymama,1,0.375,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 542, 'timestamp': '2023-03-01 02:20:23+00:00', 'polarity': 0.375}]",[542]
justinecassandre,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 91, 'timestamp': '2023-05-26 04:39:51+00:00', 'polarity': 0.32}]",[91]
justm_e7778,1,0.0,"['like', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 195, 'timestamp': '2023-05-13 19:24:32+00:00', 'polarity': 0.0}]",[195]
juttaflickstilberatung,1,0.85,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']","[{'post_id': 363, 'timestamp': '2023-05-14 16:56:51+00:00', 'polarity': 0.85}]",[363]
juvarejao1,1,0.8,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 313, 'timestamp': '2023-04-20 22:20:00+00:00', 'polarity': 0.8}]",[313]
jv5s0,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 549, 'timestamp': '2023-06-05 15:34:42+00:00', 'polarity': 0.0}]",[549]
jvliad,1,0.32,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 145, 'timestamp': '2023-06-06 08:40:01+00:00', 'polarity': 0.32}]",[145]
jw2style,1,0.37,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 540, 'timestamp': '2023-06-04 14:25:15+00:00', 'polarity': 0.37}]",[540]
jwmas._,8,3.0600000000000005,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 175, 'timestamp': '2023-06-06 17:44:22+00:00', 'polarity': 2.4000000000000004}, {'post_id': 224, 'timestamp': '2023-06-06 17:46:56+00:00', 'polarity': 1.8400000000000003}, {'post_id': 240, 'timestamp': '2023-06-06 17:49:03+00:00', 'polarity': 2.9600000000000004}, {'post_id': 375, 'timestamp': '2023-06-06 17:52:38+00:00', 'polarity': 4.48}, {'post_id': 374, 'timestamp': '2023-06-06 17:53:28+00:00', 'polarity': 2.4800000000000004}, {'post_id': 389, 'timestamp': '2023-06-06 17:54:35+00:00', 'polarity': 4.16}, {'post_id': 388, 'timestamp': '2023-06-06 17:55:44+00:00', 'polarity': 3.2800000000000007}, {'post_id': 386, 'timestamp': '2023-06-06 17:56:30+00:00', 'polarity': 2.880000000000001}]","[175, 224, 240, 375, 374, 389, 388, 386]"
jyotsna_p_5,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 581, 'timestamp': '2023-05-13 18:52:48+00:00', 'polarity': 0.0}]",[581]
k.amil_a,1,-0.1,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 42, 'timestamp': '2023-06-06 12:53:47+00:00', 'polarity': -0.1}]",[42]
k.jadereason,10,0.23199999999999998,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 337, 'timestamp': '2022-10-04 18:59:05+00:00', 'polarity': 0.24}, {'post_id': 336, 'timestamp': '2022-10-10 17:15:48+00:00', 'polarity': 0.32}, {'post_id': 338, 'timestamp': '2022-10-21 18:00:26+00:00', 'polarity': 0.0}, {'post_id': 344, 'timestamp': '2022-11-02 17:55:53+00:00', 'polarity': 0.24}, {'post_id': 286, 'timestamp': '2022-12-23 23:43:14+00:00', 'polarity': 0.32}, {'post_id': 200, 'timestamp': '2023-02-15 18:03:30+00:00', 'polarity': 0.24}, {'post_id': 319, 'timestamp': '2023-03-30 16:46:03+00:00', 'polarity': 0.24}, {'post_id': 68, 'timestamp': '2023-04-04 19:36:08+00:00', 'polarity': 0.24}, {'post_id': 19, 'timestamp': '2023-05-08 23:39:45+00:00', 'polarity': 0.24}, {'post_id': 18, 'timestamp': '2023-05-17 19:40:06+00:00', 'polarity': 0.24}]","[337, 336, 338, 344, 286, 200, 319, 68, 19, 18]"
k44t11,1,0.7200000000000002,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 642, 'timestamp': '2023-03-15 08:28:45+00:00', 'polarity': 0.7200000000000002}]",[642]
k4rmelian,1,0.22,"['wow', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 664, 'timestamp': '2023-05-27 11:50:09+00:00', 'polarity': 0.22}]",[664]
k_s_salon,1,0.4800000000000001,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 11, 'timestamp': '2023-05-27 16:12:04+00:00', 'polarity': 0.4800000000000001}]",[11]
kai.russi,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 73, 'timestamp': '2023-05-30 15:07:31+00:00', 'polarity': 0.08}]",[73]
kaiesbenamor,1,0.6400000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 804, 'timestamp': '2023-02-05 11:30:58+00:00', 'polarity': 0.6400000000000001}]",[804]
kaiomills,1,0.5,"['like', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 826, 'timestamp': '2023-05-19 18:54:38+00:00', 'polarity': 0.5}]",[826]
kaj_pak,1,0.24,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 265, 'timestamp': '2023-04-16 08:01:35+00:00', 'polarity': 0.24}]",[265]
kajal.verma806,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 95, 'timestamp': '2023-03-06 22:04:41+00:00', 'polarity': 0.0}]",[95]
kajalnainafinejewelry,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 529, 'timestamp': '2023-06-07 05:21:50+00:00', 'polarity': 0.4800000000000001}]",[529]
kali_dc,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 511, 'timestamp': '2023-06-09 18:02:42+00:00', 'polarity': 0.0}]",[511]
kallilnepomuceno,1,0.4800000000000001,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 599, 'timestamp': '2023-05-30 01:29:09+00:00', 'polarity': 0.4800000000000001}]",[599]
kallinymathias,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 309, 'timestamp': '2023-05-02 03:28:09+00:00', 'polarity': 0.0}]",[309]
kaluany,1,-0.16,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 486, 'timestamp': '2023-05-20 13:57:21+00:00', 'polarity': -0.16}]",[486]
kalumi.shop,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 341, 'timestamp': '2022-11-23 07:51:37+00:00', 'polarity': 0.4800000000000001}]",[341]
kamel_meriva,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 496, 'timestamp': '2023-06-09 06:53:40+00:00', 'polarity': 0.0}]",[496]
kamen_lohja,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 246, 'timestamp': '2023-05-05 03:52:17+00:00', 'polarity': 0.08}]",[246]
kamihooligann,8,0.18285714285714286,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] [] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 584, 'timestamp': '2023-06-03 17:28:28+00:00', 'polarity': 0.32}, {'post_id': 584, 'timestamp': '2023-06-03 17:28:59+00:00', 'polarity': nan}, {'post_id': 485, 'timestamp': '2023-06-09 18:37:16+00:00', 'polarity': 0.16}, {'post_id': 578, 'timestamp': '2023-06-09 18:37:28+00:00', 'polarity': 0.16}, {'post_id': 593, 'timestamp': '2023-06-09 18:37:35+00:00', 'polarity': 0.16}, {'post_id': 584, 'timestamp': '2023-06-09 18:37:41+00:00', 'polarity': 0.16}, {'post_id': 821, 'timestamp': '2023-06-09 18:37:51+00:00', 'polarity': 0.16}, {'post_id': 648, 'timestamp': '2023-06-09 18:38:00+00:00', 'polarity': 0.16}]","[584, 584, 485, 578, 593, 584, 821, 648]"
kamil_hewavitharana,1,0.5,"['gorgeous', 'red_heart', 'amazing', 'beautiful', 'clapping_hands']","[{'post_id': 742, 'timestamp': '2023-04-22 13:58:18+00:00', 'polarity': 0.5}]",[742]
kamnoelle,1,0.7400000000000001,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 324, 'timestamp': '2023-03-26 08:48:01+00:00', 'polarity': 0.7400000000000001}]",[324]
kanhaiya_jamadary,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 224, 'timestamp': '2023-06-06 15:14:29+00:00', 'polarity': 0.0}]",[224]
kapovaalena,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 122, 'timestamp': '2023-05-16 19:21:15+00:00', 'polarity': 0.0}]",[122]
kar.amilo,1,0.6400000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 731, 'timestamp': '2023-04-19 12:22:27+00:00', 'polarity': 0.6400000000000001}]",[731]
kar4sj,4,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 454, 'timestamp': '2023-05-21 04:50:45+00:00', 'polarity': 0.0}, {'post_id': 454, 'timestamp': '2023-05-21 04:50:59+00:00', 'polarity': 0.0}, {'post_id': 454, 'timestamp': '2023-05-21 04:51:04+00:00', 'polarity': 0.0}, {'post_id': 454, 'timestamp': '2023-05-21 05:16:11+00:00', 'polarity': 0.0}]","[454, 454, 454, 454]"
kareenmix,1,0.46,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 654, 'timestamp': '2023-02-20 11:26:48+00:00', 'polarity': 0.46}]",[654]
karen_e_lim,1,0.6300000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 180, 'timestamp': '2023-05-22 00:42:10+00:00', 'polarity': 0.6300000000000001}]",[180]
karenarcanjo.official,2,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 344, 'timestamp': '2023-03-23 13:06:09+00:00', 'polarity': 0.08}, {'post_id': 200, 'timestamp': '2023-05-18 21:15:17+00:00', 'polarity': 0.08}]","[344, 200]"
karenrs93,1,0.16,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 803, 'timestamp': '2023-02-26 12:56:54+00:00', 'polarity': 0.16}]",[803]
kari_noren,1,0.6200000000000001,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 438, 'timestamp': '2023-05-25 16:53:14+00:00', 'polarity': 0.6200000000000001}]",[438]
karikapela,1,0.08,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 455, 'timestamp': '2023-05-13 03:05:39+00:00', 'polarity': 0.08}]",[455]
karin_liwu,1,0.0,[],"[{'post_id': 41, 'timestamp': '2023-06-06 18:10:56+00:00', 'polarity': nan}]",[41]
karinapduran,1,0.164,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 187, 'timestamp': '2023-05-17 16:53:23+00:00', 'polarity': 0.164}]",[187]
karine_oliveiram,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 718, 'timestamp': '2023-05-07 20:34:40+00:00', 'polarity': 0.4800000000000001}]",[718]
karmenwms,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 434, 'timestamp': '2023-05-31 03:15:21+00:00', 'polarity': 0.0}]",[434]
karnatak11,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 298, 'timestamp': '2023-03-15 05:59:39+00:00', 'polarity': 0.0}]",[298]
karolinehommelstad,2,0.12,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 90, 'timestamp': '2023-06-01 20:48:07+00:00', 'polarity': 0.08}, {'post_id': 58, 'timestamp': '2023-06-04 06:36:30+00:00', 'polarity': 0.16}]","[90, 58]"
karolvolpi6,1,0.4800000000000001,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 672, 'timestamp': '2023-05-28 17:39:09+00:00', 'polarity': 0.4800000000000001}]",[672]
karrlton,2,0.12000000000000001,"['no', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 96, 'timestamp': '2023-03-02 14:16:53+00:00', 'polarity': 0.4}, {'post_id': 33, 'timestamp': '2023-04-21 15:23:51+00:00', 'polarity': -0.16}]","[96, 33]"
kashtanovaliz,1,0.16,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 130, 'timestamp': '2023-04-30 02:28:12+00:00', 'polarity': 0.16}]",[130]
kassomadebrand,1,0.7200000000000002,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 825, 'timestamp': '2023-04-07 21:37:55+00:00', 'polarity': 0.7200000000000002}]",[825]
katawii,2,0.6,"['love', 'look', 'smiling_face_with_hearteyes', 'amazing', 'beautiful'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 216, 'timestamp': '2023-05-21 20:11:31+00:00', 'polarity': 0.5}, {'post_id': 212, 'timestamp': '2023-05-21 20:11:52+00:00', 'polarity': 0.7}]","[216, 212]"
katcaminskeee,1,0.24,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 38, 'timestamp': '2023-04-20 02:08:58+00:00', 'polarity': 0.24}]",[38]
kate.privalova,1,0.6000000000000001,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 218, 'timestamp': '2023-05-18 15:24:11+00:00', 'polarity': 0.6000000000000001}]",[218]
kate_tyrlai,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 770, 'timestamp': '2023-05-14 06:22:29+00:00', 'polarity': 0.0}]",[770]
kate_vavilon,1,0.4800000000000001,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 138, 'timestamp': '2023-05-19 13:42:15+00:00', 'polarity': 0.4800000000000001}]",[138]
kateleeparis,2,0.08,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 130, 'timestamp': '2023-05-01 14:55:38+00:00', 'polarity': 0.08}, {'post_id': 130, 'timestamp': '2023-05-01 14:55:51+00:00', 'polarity': 0.08}]","[130, 130]"
katerinakoulouvaris,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 777, 'timestamp': '2023-05-27 05:40:10+00:00', 'polarity': 0.0}]",[777]
katewojt,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 756, 'timestamp': '2022-10-18 04:51:36+00:00', 'polarity': 0.0}]",[756]
kath.rine2838,1,0.8200000000000001,"['please', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 285, 'timestamp': '2023-04-05 06:16:55+00:00', 'polarity': 0.8200000000000001}]",[285]
katharinatruman,6,0.27666666666666667,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['love', 'red_heart', 'amazing', 'beautiful', 'clapping_hands'] ['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 72, 'timestamp': '2023-06-05 21:31:02+00:00', 'polarity': 0.54}, {'post_id': 23, 'timestamp': '2023-06-06 13:37:27+00:00', 'polarity': 0.32}, {'post_id': 72, 'timestamp': '2023-06-06 13:50:25+00:00', 'polarity': 0.08}, {'post_id': 77, 'timestamp': '2023-06-06 13:53:19+00:00', 'polarity': 0.24}, {'post_id': 78, 'timestamp': '2023-06-06 13:54:14+00:00', 'polarity': 0.4}, {'post_id': 78, 'timestamp': '2023-06-06 13:54:47+00:00', 'polarity': 0.08}]","[72, 23, 72, 77, 78, 78]"
katharinechris,2,0.42000000000000004,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 281, 'timestamp': '2023-05-20 08:53:48+00:00', 'polarity': 0.46}, {'post_id': 281, 'timestamp': '2023-05-23 20:08:39+00:00', 'polarity': 0.38}]","[281, 281]"
kathyengbowen,1,0.24,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 645, 'timestamp': '2023-05-15 03:00:11+00:00', 'polarity': 0.24}]",[645]
katiazangaro,4,-0.02,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire'] ['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 386, 'timestamp': '2023-05-30 19:21:20+00:00', 'polarity': -0.08}, {'post_id': 245, 'timestamp': '2023-05-31 04:46:21+00:00', 'polarity': 0.0}, {'post_id': 374, 'timestamp': '2023-05-31 04:47:30+00:00', 'polarity': 0.0}, {'post_id': 388, 'timestamp': '2023-05-31 04:48:04+00:00', 'polarity': 0.0}]","[386, 245, 374, 388]"
katie.wuertz,1,0.0,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']","[{'post_id': 556, 'timestamp': '2023-06-09 04:53:38+00:00', 'polarity': 0.0}]",[556]
katie_anjali_black,1,0.0399999999999999,"['no', 'amazing', 'beautiful', 'clapping_hands', 'de']","[{'post_id': 80, 'timestamp': '2023-05-26 20:35:09+00:00', 'polarity': 0.0399999999999999}]",[80]
