post_id,postUser,timestamp,likesCount,commentsCount,combined_keywords
216,josefinehj,2023-05-20 14:02:46+00:00,9945,48,['annonce']
217,matildadjerf,2023-04-30 18:47:07+00:00,170642,284,[]
218,josefinehj,2023-05-17 10:04:08+00:00,5466,19,"['elevator', 'check']"
219,matildadjerf,2023-04-28 18:40:14+00:00,177435,223,"['forgot', 'butterfly']"
220,matildadjerf,2023-04-27 18:51:46+00:00,102316,139,"['rainy', 'day', 'april']"
221,chiaraferragni,2023-05-30 10:44:40+00:00,540617,1027,"['prada', 'colorful', 'bag', 'total', 'look', 'adv']"
222,matildadjerf,2023-04-26 18:23:36+00:00,121543,182,"['office', 'lately', 'ribbon']"
223,chiaraferragni,2023-05-29 11:39:32+00:00,336161,1411,"['best', 'past', 'days', 'sparkling heart']"
224,chiaraferragni,2023-05-28 16:31:03+00:00,375086,1107,"['good', 'sunday']"
225,chiaraferragni,2023-05-27 15:26:39+00:00,326527,1161,"['saturday', 'lake', 'favorite', 'ghtlakecomo', 'folded hands']"
226,chiaraferragni,2023-05-26 19:52:24+00:00,249830,935,"['may', '26th', 'blue heart']"
227,chiaraferragni,2023-05-26 09:29:35+00:00,269901,1133,"['last', 'night', 'suppliedbylouisvuitton', 'suppliedby', 'louis']"
228,lojafashioncloset,2023-05-26 15:40:53+00:00,80,1,"['nike', 'gamma', 'force', 'ta', 'ar']"
229,lojafashioncloset,2023-05-22 00:59:47+00:00,325,4,"['fashion', 'hello', 'girls', 'pq', 'essa', 'semana']"
230,chiaraferragni,2023-05-26 14:10:13+00:00,442878,553,"['moda', 'fashion', 'designer', 'ieri', 'qualità', 'e', 'di', 'official', 'della']"
231,lojafashioncloset,2023-05-18 21:49:07+00:00,571,19,"['photo', 'dump', 'de', 'ontem', 'um']"
232,eleonorabrunaccidivaio,2023-04-16 19:44:05+00:00,63975,241,"['mamma', 'daddy', 'vi', 'faccio', 'una', 'meandyou']"
233,eleonorabrunaccidivaio,2023-04-14 17:49:40+00:00,45335,189,"['vorrei', 'bloccare', 'il', 'tempo', 'e', 'familymoments']"
234,eleonorabrunaccidivaio,2023-04-13 06:54:04+00:00,88711,339,"['colazione', 'piscina', 'goodmorning', 'maldives', 'amazing', 'hibiscus']"
235,eleonorabrunaccidivaio,2023-04-15 18:15:43+00:00,43816,165,"['continuando', 'scrivere', 'pagine', 'della', 'nostra', 'myfamily', 'mylife', 'mykids']"
236,eleonorabrunaccidivaio,2023-04-11 17:56:14+00:00,96690,328,"['moments', 'like', '🇲🇻', 'familytime', 'preciuosmoments']"
237,davidgandy_official,2022-06-06 14:32:31+00:00,12272,115,"['honoured', 'taken', 'part', 'platinumjubilee', 'pageant']"
238,tinaabeysekara,2022-11-23 08:16:49+00:00,1115,58,"['dress', 'want', 'cool', '30', 'petalandpup', 'size', 'festivewear', 'whitejumpsuit', 'jeansandanicetop', 'shirt']"
239,lojafashioncloset,2023-05-08 02:02:47+00:00,1841,7,"['adidas', 'que', 'calça', 'jeans', 'fernando', 'já']"
240,chiaraferragni,2023-05-25 14:50:17+00:00,549404,1779,['prince']
241,chiaraferragni,2023-05-25 13:01:44+00:00,340661,1649,"['show', 'louisvuitton', 'went', 'cruise', 'isola']"
242,chiaraferragni,2023-05-24 09:31:12+00:00,536680,1973,"['2023', 'officially', 'ready', 'summer', 'sparkling heart']"
243,chiaraferragni,2023-05-22 16:28:31+00:00,345163,637,"['first', 'pic', 'makes', 'happy', 'like']"
244,matildadjerf,2023-04-23 18:11:40+00:00,375308,451,"['two', 'besties']"
245,chiaraferragni,2023-05-23 11:59:18+00:00,591572,1078,"['official', 'pictures', 'martiniit', 'campaign', 'love', 'adv']"
246,matildadjerf,2023-04-24 18:38:00+00:00,204225,345,[]
247,davidgandy_official,2022-06-27 16:54:07+00:00,30174,361,"['style', 'proud', 'new', 'pool', 'side', 'davidgandywellwear', 'designedforwellbeing']"
248,matildadjerf,2023-04-22 18:18:06+00:00,122725,153,['white heart']
249,matildadjerf,2023-04-21 18:55:08+00:00,122226,157,"['look', 'like', 'ad', 'voyeureyeshadow', 'hourglasscosmetics']"
250,rhyancaminske,2023-02-09 20:13:04+00:00,124,6,"['ok', 'team', 'changing', 'mentioned', 'stories', 'hair', 'shampoo', 'products', 'best', 'want']"
251,chiaraferragni,2023-05-21 16:35:07+00:00,605760,669,"['best', 'forte', 'dei', 'marmi', 'part']"
252,rhyancaminske,2023-02-15 03:00:25+00:00,133,3,"['𝕃𝕠𝕧𝕖', '𝕪𝕠𝕦']"
253,chiaraferragni,2023-05-21 13:56:01+00:00,204707,575,"['best', 'forte', 'dei', 'marmi']"
254,rhyancaminske,2023-02-06 18:40:24+00:00,100,7,"['streetstyle', 'got', 'ta', 'catch', 'em', 'shop', 'pokémon', 'pullover']"
255,rhyancaminske,2023-01-30 18:55:14+00:00,91,8,"['streetstyle', 'ᴍᴏɴᴅᴀʏ', 'code', 'rhyan10', '10', 'shop', 'blazer', 'blazeroutfit', 'bandtee', 'simpleoutfit']"
256,chiaraferragni,2023-05-21 09:15:34+00:00,475155,1355,"['la', 'nostra', 'milano']"
257,rhyancaminske,2023-01-26 17:43:45+00:00,118,14,"['jewelry', 'valentine', 'day', 'coming', 'curious', 'shop', 'ltk', 'app', 'know']"
258,matildadjerf,2023-04-20 18:58:12+00:00,98700,118,['weakness']
259,rhyancaminske,2023-01-24 19:02:05+00:00,128,16,"['streetstyle', 'told', 'needed', 'one', 'minute', 'shop', 'take', 'picture', 'sale', 'woolcoat']"
260,davidgandy_official,2022-04-02 15:31:58+00:00,28715,192,"['couldnt', 'prouder', 'incredible', 'team', 'talent', 'davidgandywellwear', 'thank', 'teamwellwear', 'designedforwellbeing']"
261,matildadjerf,2023-04-17 18:45:01+00:00,157704,457,"['first', 'ever', 'contributing', 'guest', 'editor', 'thank', 'nora', 'photographer', 'two hearts']"
262,chiaraferragni,2023-05-20 15:49:01+00:00,404896,2561,"['la', 'mia', 'pizza', 'si', 'rigenera']"
263,matildadjerf,2023-04-18 18:51:45+00:00,129897,224,"['always', 'mid', 'conversation', 'handshake']"
264,matildadjerf,2023-04-16 18:24:25+00:00,181546,243,"['weekend', 'ribbon', 'two hearts']"
265,matildadjerf,2023-04-12 18:17:36+00:00,139328,213,[]
266,everyday.holly,2023-04-30 13:37:50+00:00,783,266,"['dress', 'outfit', 'last', 'weeks', 'top', 'links', '3', '1', 'amazon', 'link']"
267,matildadjerf,2023-04-11 18:59:37+00:00,169254,135,[]
268,matildadjerf,2023-04-19 17:48:52+00:00,183318,224,"['week', 'butterfly']"
269,monikh,2023-05-23 18:25:23+00:00,4469,27,"['smiles', 'billie_bhatia', 'behind', 'camera', 'camera with flash']"
270,matildadjerf,2023-04-08 18:19:26+00:00,326587,920,"['26', 'crown', 'birthday cake', 'two hearts']"
271,matildadjerf,2023-04-09 18:18:10+00:00,271322,269,"['rufus', 'celebrating', '3', 'years', 'together']"
272,monikh,2023-05-22 18:45:42+00:00,4651,36,"['celine', 'style', 'waiting', 'via', 'bicestervillage', 'skirt']"
273,stephaniebroek,2022-12-28 19:23:06+00:00,1072,24,"['looks', 'yesterday', 'could', 'hospital', '8', 'skin', 'giving', 'maybe', 'aha']"
274,monikh,2023-05-20 18:38:32+00:00,5791,15,"['like', 'walking', 'ray', 'links', 'stories']"
275,stephaniebroek,2022-12-28 14:16:44+00:00,1343,29,"['first', 'christmas', 'future', 'nepo', 'baby']"
276,monikh,2023-05-22 09:48:05+00:00,10868,50,"['high', 'walls', 'simonmillerxmango', 'collection', 'links']"
277,matildadjerf,2023-04-07 18:57:24+00:00,160851,190,"['morning', 'ru']"
278,monikh,2023-05-19 13:35:39+00:00,3176,11,"['long', 'layers', 'pinched fingers']"
279,stephaniebroek,2022-12-29 19:41:12+00:00,2324,58,"['looks', 'minimal', 'wear', '2022', 'body', 'without', 'lindbergeyewear', 'started', 'month', 'lindbergxme']"
280,matildadjerf,2023-04-02 18:28:51+00:00,279149,335,['two hearts']
281,monikh,2023-05-19 08:19:14+00:00,2962,22,"['simple', 'silhouettes', 'jersey', 'linen', 'uniform', 'myhushstyle']"
282,monikh,2023-05-18 08:14:24+00:00,14430,140,"['dress', 'trousers', 'full', 'look', 'simonmillerxmango', 'mango']"
283,matildadjerf,2023-04-15 18:03:10+00:00,177363,226,"['last', 'week', 'crown']"
284,matildadjerf,2023-04-04 18:49:53+00:00,182871,260,"['photo', 'diary']"
285,matildadjerf,2023-04-01 18:50:25+00:00,239973,298,[]
286,stephaniebroek,2022-12-21 18:59:46+00:00,1261,33,"['louisvuitton', 'submerging', 'polkadots', 'test', 'yayoi', 'kusama']"
287,stephaniebroek,2022-12-13 19:10:56+00:00,5500,184,"['2021', 'low', 'point', 'life', 'start', 'would']"
288,matildadjerf,2023-03-30 18:12:09+00:00,171051,195,[]
289,stephaniebroek,2022-12-08 12:30:05+00:00,594,18,"['show', 'chanel', 'paris', '2022', 'day', 'art', 'special']"
290,lojafashioncloset,2023-04-25 12:52:44+00:00,142,5,['eyes']
291,matildadjerf,2023-03-31 18:35:39+00:00,211907,305,"['early', 'summer']"
292,stephaniebroek,2022-12-06 19:55:16+00:00,2266,33,"['dress', 'looks', 'forget', 'naked', 'tis', 'editedgirls']"
293,lojafashioncloset,2023-04-22 01:06:28+00:00,1169,9,"['corset', 'perfeito', 'existe', 'e', 'podemos']"
294,matildadjerf,2023-03-28 18:27:08+00:00,155667,300,['sun']
295,matildadjerf,2023-04-10 18:36:26+00:00,188855,174,"['one', 'favorite', 'days', 'year']"
296,stephaniebroek,2022-12-08 19:34:44+00:00,2388,74,"['chanel', 'yes', 'olive', 'undoubtedly', 'mini', 'younes']"
297,stephaniebroek,2022-12-09 16:46:26+00:00,2840,87,"['loewe', 'wore', 'one', 'fw22', 'balloon']"
298,davidgandy_official,2022-03-18 16:34:13+00:00,34028,345,"['thank', 'essentialjournal', 'featuring', 'course', 'davidgandywellwear']"
299,camilacoelho,2023-04-16 19:22:01+00:00,144890,549,"['festival', 'denim', 'revolvefestival', 'day1', 'revolve', 'ootd']"
300,stephaniebroek,2022-11-30 20:13:00+00:00,2093,51,"['last', 'weekend', 'antwerp', 'book', 'shopping', 'face', 'doll']"
301,camilacoelho,2023-04-14 19:14:00+00:00,133661,606,"['festival', 'hello', 'desert', 'excited', 'back', 'revolvefestival', 'festivalfashion', 'ootd']"
302,camilacoelho,2023-04-17 01:34:34+00:00,293319,962,"['festival', 'day', '2', 'rosalia', 'blackpink', 'coachella', 'friends']"
303,davidgandy_official,2022-03-15 16:27:47+00:00,65213,900,"['excited', 'share', 'new', 'dolcegabbana', 'dgeyewear', 'work', 'dgdna']"
304,stephaniebroek,2022-11-23 20:06:05+00:00,2099,46,"['looks', 'last', 'week']"
305,stephaniebroek,2022-11-27 20:21:39+00:00,1414,27,"['chanel', 'looks', 'vintage', '24', 'hours', 'beauty', '3']"
306,camilacoelho,2023-04-15 16:59:31+00:00,626797,2616,"['festival', 'coachella', 'day', '1', 'roundup', 'becky', 'g', 'burna']"
307,stephaniebroek,2022-11-08 19:42:58+00:00,1535,117,"['show', 'chanel', '2022', 'olive', 'mom', 'fall', 'winter', 'look']"
308,monikh,2023-05-21 15:23:29+00:00,2133,5,"['sunday', 'sezane']"
309,camilacoelho,2023-04-13 23:02:26+00:00,131412,500,"['festival', 'poolside', 'heading', 'desert', '__', 'swim']"
310,stephaniebroek,2022-11-06 20:46:32+00:00,2264,47,"['vintage', 'maternity', 'leave', 'strolling', 'city', 'visiting']"
311,stephaniebroek,2022-11-27 19:55:48+00:00,1339,28,"['chanel', 'asked', 'better', 'first', 'post', 'beauty']"
312,stephaniebroek,2022-10-30 16:49:04+00:00,2510,37,"['conversations', 'friends']"
313,camilacoelho,2023-04-09 17:15:42+00:00,111731,351,"['happy', 'easter', 'favorite', 'bunny', 'feliz', 'pascoa', 'family', 'easterbunny', 'growing heart']"
314,rhyancaminske,2023-01-17 18:33:34+00:00,168,18,"['outfit', 'streetstyle', 'getting', 'colder', 'realized', 'shop', 'cute', 'winter', 'datenightoutfit', 'girlsnightoutoutfit']"
315,rhyancaminske,2023-01-19 18:37:40+00:00,109,23,"['streetstyle', 'boutique', 'get', 'alllll', 'cute', 'shop', 'outfitidea', 'bandtee']"
316,rhyancaminske,2023-01-11 15:21:44+00:00,60,8,"['hi', 'good', 'friend', 'jonathan', 'kuracina', 'edition', 'limited', 'prints', 'new', 'shop']"
317,rhyancaminske,2023-01-07 16:09:28+00:00,153,9,"['wear', 'streetstyle', 'finally', 'tried', 'good', 'jeans', 'shop', '2', '0', 'would']"
318,davidgandy_official,2022-03-16 17:09:41+00:00,37547,333,"['couple', 'new', 'dolcegabbana', 'dgeyewear', 'ss22', 'dgdna']"
319,matildadjerf,2023-03-26 18:53:07+00:00,171734,271,['tuesday']
320,matildadjerf,2023-03-25 19:38:46+00:00,301264,367,"['bday', 'drop', 'coming', 'birthday cake', 'ribbon']"
321,rhyancaminske,2023-01-05 18:41:59+00:00,167,10,"['streetstyle', '5th', 'laser', 'tattoo', 'removal', 'shop', 'oversizedsweatshirt', 'etsyfinds', 'etsyfind', 'sunglasses']"
322,davidgandy_official,2022-02-12 16:28:39+00:00,23991,199,"['moisture', 'wicking', 'fabrics', 'well', 'wellwear', 'training']"
323,chiaraferragni,2023-05-23 18:59:29+00:00,557936,709,"['mum', 'life', 'sparkling heart']"
324,matildadjerf,2023-03-23 20:06:29+00:00,168094,198,"['2022', 'june', '23', 'forever', 'one', 'white heart']"
325,rhyancaminske,2023-01-01 21:19:40+00:00,251,21,"['streetstyle', '𝟚𝟘𝟚𝟛', 'new', 'year', 'goals', 'gymclothes', 'gymoutfit', 'newyeargoals']"
326,matildadjerf,2023-03-21 19:00:26+00:00,131995,234,"['casual', 'monday', 'handshake']"
327,matildadjerf,2023-03-19 19:41:27+00:00,161164,234,"['week', '11']"
328,matildadjerf,2023-03-17 19:17:58+00:00,151705,216,"['prada', 'edition', 'pradamoon', 'bag', '2000s', 'ad']"
329,matildadjerf,2023-03-22 19:30:05+00:00,159580,219,"['many', 'personalities']"
330,matildadjerf,2023-03-15 20:03:02+00:00,112616,181,"['glossyyyy', 'hourglasspartner', 'hourglasscosmetics', 'two hearts', 'hourglass']"
331,matildadjerf,2023-03-20 19:43:25+00:00,111842,209,[]
332,stephaniebroek,2022-10-24 19:44:25+00:00,945,25,"['hermes', 'olive', 'first', 'hermès', 'bath', 'time']"
333,lojafashioncloset,2023-04-08 16:13:40+00:00,1304,11,"['calça', 'perfeita', 'existe', 'sim', 'e', 'speaking head']"
334,stephaniebroek,2022-10-27 18:49:18+00:00,1364,24,"['back', 'vs', 'front']"
335,lojafashioncloset,2023-04-10 13:52:55+00:00,256,2,"['um', 'pedacinho', 'nosso', 'esquema', 'beating heart']"
336,stephaniebroek,2022-10-04 19:00:32+00:00,1644,90,"['officialbyredo', 'bengorham', 'liquid', 'lipstick', 'vinyl']"
337,stephaniebroek,2022-10-02 18:04:28+00:00,2058,89,"['paris', 'season', 'home', 'celebrating', 'three']"
338,stephaniebroek,2022-10-15 18:36:38+00:00,7593,354,"['one', 'month', 'olive', 'today', 'hits']"
339,stephaniebroek,2022-09-27 19:17:03+00:00,1679,90,"['louisvuitton', 'pov', 'two', 'weeks', 'old', 'made']"
340,stephaniebroek,2022-09-17 19:17:25+00:00,10714,811,"['welcome', 'world', 'olive', 'lowe', 'born']"
341,stephaniebroek,2022-09-29 18:44:21+00:00,3331,98,"['looks', 'moment', 'first', 'stroll', 'outside', 'new', '3', 'olive', 'bugaboo', 'leasing']"
342,matildadjerf,2023-03-16 19:19:23+00:00,142624,222,['thursday']
343,everyday.holly,2023-04-23 13:14:55+00:00,923,292,"['dress', 'outfit', 'last', 'weeks', 'top', 'links', 'shorts', '1', '2', 'small']"
344,stephaniebroek,2022-10-31 19:50:48+00:00,1373,59,"['outfit', 'right', 'pair', 'sunglasses', 'elevate', 'lindbergeyewear', 'lindbergxme']"
345,davidgandy_official,2022-06-12 13:26:00+00:00,67099,736,"['delighted', 'announce', 'launching', 'swimwear', 'summer', 'davidgandywellwear', 'designedforwellbeing']"
346,davidgandy_official,2021-12-10 18:30:56+00:00,27969,299,"['editorial', 'thank', 'vanityfairitalia', 'featuring', 'davidgandywellwear', 'recently']"
347,everyday.holly,2023-04-16 11:34:19+00:00,2131,720,"['dress', 'outfit', 'last', 'weeks', 'top', 'links', '1', '2', 'small', 'skort']"
348,davidgandy_official,2021-12-21 16:33:11+00:00,42531,450,"['editorial', 'thank', 'therake', 'arnaldoanaya', 'wonderful', 'dgwellwear']"
349,rhyancaminske,2022-12-25 22:16:36+00:00,133,3,"['random', 'last', 'minute', 'gift', 'becomes', 'christmas', 'pokemongifts', 'pokemonfans', 'kidsplayroom']"
350,rhyancaminske,2022-12-31 03:39:39+00:00,177,17,"['streetstyle', 'finally', 'sick', 'feeling', 'happy', 'shop', 'new', 'year', 'abercrombie', 'goodamerican']"
351,camilacoelho,2023-03-22 21:38:45+00:00,135781,802,"['bubble', 'gum', 'ootd', 'candy']"
352,rhyancaminske,2022-12-13 00:44:39+00:00,204,16,"['happy', 'birthday', 'dad', 'aka', 'grandpa']"
353,rhyancaminske,2022-11-22 20:44:38+00:00,124,12,"['streetstyle', 'ahhh', 'cutest', 'tops', 'everrr', 'sassyqueenboutique', 'link', 'use', 'casualstyle', 'everydaystyle']"
354,camilacoelho,2023-03-14 21:49:27+00:00,137771,825,"['denim', 'fever', 'jimmychoo', 'ad', 'ootd', 'lookdodia']"
355,camilacoelho,2023-03-10 16:53:10+00:00,164899,722,"['home', 'jet', 'lagged', 'heading', 'great', 'thebazaarforgood', 'em', 'ootd']"
356,zara,2023-05-16 08:00:05+00:00,11390,87,"['designer', 'zara', 'atelier', 'collection', '03_the', 'skirt']"
357,zara,2023-05-15 14:00:09+00:00,12095,116,"['designer', 'zara', 'atelier', 'collection', '03_the', 'skirt']"
358,zara,2023-05-15 08:06:56+00:00,17128,99,"['designer', 'zara', 'atelier', 'collection', '03_the', 'skirt']"
359,zara,2023-05-15 12:00:08+00:00,14972,118,"['designer', 'zara', 'atelier', 'collection', '03_the', 'skirt']"
360,monikh,2023-05-17 07:27:29+00:00,3989,46,"['hello', 'mangosummerclub', 'mango', 'mangogirls', 'summer']"
361,monikh,2023-05-17 11:02:55+00:00,7926,41,"['mangosummerclub', 'day', '1', 'mangogirls', 'mango']"
362,camilacoelho,2023-03-12 17:42:55+00:00,189846,999,"['paris', 'moda', 'kai', 'album', 'merci', 'mais', 'de', 'son']"
363,monikh,2023-05-14 12:48:23+00:00,1907,13,"['lucky', 'two']"
364,zara,2023-05-16 14:00:05+00:00,10132,86,"['designer', 'zara', 'atelier', 'collection', '03_the', 'andy', 'tomlinson']"
365,monikh,2023-05-14 13:22:00+00:00,4305,20,"['officially', 'obsessed', 'biosculpturegelgb', 'betina', 'nude']"
366,matildadjerf,2023-04-03 18:19:04+00:00,267365,361,[]
367,monikh,2023-05-15 19:27:30+00:00,3783,63,"['collection', 'daphine', 'stocked', 'harveynichols', 'matches']"
368,monikh,2023-05-14 12:13:15+00:00,5435,36,"['wear', 'dress', 'sisters', 'making', 'go', 'boozy']"
369,monikh,2023-05-17 14:57:51+00:00,2506,16,"['lunch', 'mango', 'simonmillerxmango', 'mangosummerclub', 'custard']"
370,zara,2023-05-15 10:00:06+00:00,12005,88,"['designer', 'zara', 'atelier', 'collection', '03_the', 'skirt']"
371,chiaraferragni,2023-05-18 08:55:58+00:00,1129550,2764,"['premiere', 'show', 'milan', 'ieri', 'sera', 'la', '2', 'ferragnez', 'è', 'una']"
372,chiaraferragni,2023-05-19 12:00:47+00:00,597770,783,"['friday', 'mycalvins', 'underwear', 'cargo', 'pants', 'adv', 'jacket']"
373,chiaraferragni,2023-05-19 17:32:22+00:00,363316,1298,"['premiere', 'still', 'thanks', 'guys', 'loving']"
374,chiaraferragni,2023-05-18 13:35:26+00:00,452771,2843,"['premiere', 'still', 'feeling', 'excited', 'last', 'used', 'make', 'hypnôse', 'n', 'lipstick']"
375,chiaraferragni,2023-05-19 13:59:39+00:00,872379,3908,"['leo', 'school', 'photos', 'make']"
376,chiaraferragni,2023-05-16 12:48:36+00:00,257872,2313,['look']
377,monikh,2023-05-16 07:07:25+00:00,4625,38,"['keeping', 'early', 'mornings', 'slow', 'calm']"
378,lojafashioncloset,2023-03-24 15:58:08+00:00,2144,15,"['é', 'de', 'se', 'jo', 'combine', 'jeans']"
379,lojafashioncloset,2023-03-24 01:02:15+00:00,431,8,"['dress', 'black', 'lovers', 'black heart']"
380,lojafashioncloset,2023-03-22 18:12:11+00:00,412,14,"['um', 'dia', 'shooting', 'por', 'aqui']"
381,chiaraferragni,2023-05-14 08:47:22+00:00,281854,1022,"['happy', 'mother', 'day', 'mum', 'marinadiguardo', 'best', 'sparkling heart']"
382,chiaraferragni,2023-05-15 15:00:36+00:00,551132,951,"['premiere', 'milan', 'guys', 'ready', '2', 'days']"
383,chiaraferragni,2023-05-13 12:11:12+00:00,300214,1388,"['back', 'paradise', 'villafeltrinelli', '🇮🇹', 'supplied']"
384,chiaraferragni,2023-05-12 13:32:12+00:00,649366,1761,"['dior', 'feeling', 'super', 'fancy', 'today', 'adv', 'sunglasses']"
385,everyday.holly,2023-04-09 01:05:49+00:00,982,263,"['dress', 'shoes', 'outfit', 'last', 'weeks', '1', 'links', 'skort', 'xs', '2']"
386,chiaraferragni,2023-05-11 14:13:48+00:00,561506,1198,"['colorful', 'look', 'today', 'bright', 'blue', 'adv', 'falconeri']"
387,chiaraferragni,2023-05-11 10:32:49+00:00,511298,592,"['may', '10th', 'sparkling heart']"
388,chiaraferragni,2023-05-11 17:51:02+00:00,564079,1742,[]
389,chiaraferragni,2023-05-14 12:35:27+00:00,242482,875,"['family', 'weekend', 'lake', 'sparkling heart']"
390,chiaraferragni,2023-05-16 09:27:34+00:00,502956,514,"['go', 'without', 'chiaraferragnibrand', 'bossy', 'eye', 'adv', 'sunglasses']"
391,parisfashionweek,2023-02-28 21:15:32+00:00,19319,69,"['parisfashionweek', 'pfw', 'paris', 'looks', 'fashion', 'streetstyles', 'backstages']"
392,parisfashionweek,2023-05-20 16:28:44+00:00,4949,23,"['parisfashionweek', 'pfw', 'paris', 'streetstyle', 'looks', 'claireguillon', 'photographer', 'highlights']"
393,urbanoutfitters,2023-06-09 01:44:56+00:00,1180,4,"['bff', 'glow', 'get', 'new', 'smokonow', 'uohome']"
394,prada,2023-06-06 19:00:39+00:00,11531,58,"['prada', 'created', '83', 'individual', 'pieces', 'hand', 'galleria']"
395,urbanoutfitters,2023-06-08 20:15:43+00:00,2304,19,"['another', 'day', 'maxi', 'skirt', 'uocommunity']"
396,urbanoutfitters,2023-06-08 15:31:38+00:00,10713,18,"['old', 'new', 'picked', 'bath', 'mats', 'uohome']"
397,milanfashionweek,2023-06-08 10:08:18+00:00,656,10,"['ceremony', 'milan', 'designer', 'moda', 'fashion', 'setchu', '2023', 'official', 'lvmh', 'prize']"
398,milanfashionweek,2023-06-08 09:38:34+00:00,827,11,"['ceremony', 'mfw', 'show', 'milan', 'fashion', 'magliano', 'week', 'cnmi', 'fashion week']"
399,urbanoutfitters,2023-06-07 14:00:59+00:00,2052,17,"['wear', 'official', 'hot', 'anything', 'look']"
400,urbanoutfitters,2023-06-06 18:02:38+00:00,1399,9,"['two', 'weeks', 'officially', 'summer', 'meantime']"
401,taylorswift,2023-05-06 03:58:55+00:00,10442955,0,"['fills', 'pride', 'joy', 'announce', 'version', 'speak', 'july', 'purple heart', 'time']"
402,urbanoutfitters,2023-06-05 15:41:17+00:00,2078,8,"['right', 'perfect', 'time', 'plan', 'great']"
403,spfw,2023-06-08 14:18:47+00:00,1750,70,"['moda', 'vamos', 'conhecer', 'melhor', 'nosso', 'de', 'em', 'que', 'na', 'como']"
404,taylorswift,2023-05-29 22:40:55+00:00,5249532,0,"['yeahhhh', 'last', 'three', 'nights', 'dreamscape', 'love', 'tour']"
405,zendaya,2023-05-04 18:58:27+00:00,7695019,9903,"['post', 'appreciation', 'past', 'couple', 'weeks']"
406,taylorswift,2023-05-27 17:17:17+00:00,5444259,0,"['premiere', 'last', 'night', 'jersey', 'way', 'love']"
407,taylorswift,2023-05-27 04:07:16+00:00,5692622,0,"['karma', 'girl', 'like', 'two hearts']"
408,zendaya,2023-04-03 19:32:56+00:00,8662294,22296,"['wear', 'extraordinary', 'night', 'celebrating', 'nmacc', 'india']"
409,spfw,2023-06-02 13:02:35+00:00,1470,18,"['moda', 'esse', 'camarim', 'tava', 'divertido', 'spfw', 'localiza', 'da', 'spmdet', 'prefsp']"
410,whowhatwear,2023-06-09 02:20:26+00:00,3427,28,"['face', 'card', 'truly', 'never', 'declined']"
411,whowhatwear,2023-06-08 23:55:39+00:00,1098,12,"['premiere', 'liza', 'koshy', 'entered', 'new', 'arcee', 'action', 'installment', 'transformers']"
412,zendaya,2023-03-07 01:46:09+00:00,7231417,22119,"['paris', 'look', 'came']"
413,taylorswift,2023-05-24 16:58:56+00:00,6862603,0,"['um', 'much', 'tell', 'massive', 'fan', 'karma', 'et', 'new', 'midnights', 'edition']"
414,taylorswift,2023-05-16 15:31:23+00:00,6376238,0,"['philly', 'dream', 'honestly', 'playing', 'three', 'day']"
415,taylorswift,2023-05-21 21:13:17+00:00,7329144,0,"['show', 'last', 'night', 'danced', 'together', 'rain']"
416,spfw,2023-05-31 23:06:39+00:00,3731,93,"['fashion', 'todas', 'edições', 'spfw', 'revela', 'desfiles', 'e', 'modelos', 'desfile', 'com']"
417,whowhatwear,2023-06-07 19:28:40+00:00,3424,37,"['worth', 'noting', 'thelittlemermaid', 'marks', 'hallebailey', 'sister', 'director', 'video', 'singing', 'together']"
418,taylorswift,2023-05-09 14:43:20+00:00,5542877,0,"['show', 'well', 'first', 'rain', 'eras', 'much', 'crowd', 'night']"
419,soudealgodao,2023-06-01 13:58:59+00:00,7486,84,"['looks', 'foi', 'aqui', 'que', 'pediram', 'spfw', 'uma', 'de', 'fibra', 'soudealgodao']"
420,spfw,2023-05-31 22:49:22+00:00,1760,86,"['fashion', 'todas', 'edições', 'spfw', 'revela', 'modelos', 'e', 'desfiles', 'desfile', 'ranking']"
421,whowhatwear,2023-06-06 01:22:14+00:00,2422,21,"['jewelry', 'outfit', '2023', 'summer', 'unparalleled', 'trends', 'season']"
422,wheresmydriver,2023-06-04 21:01:03+00:00,34,0,"['gala', 'looks', 'making', 'leap', 'shooting', 'ross', 'red']"
423,wheresmydriver,2023-05-23 05:01:20+00:00,73,1,"['cannes', 'cannesfilmfestival', 'looks', 'streetstyle', 'yes', 'like']"
424,taylorswift,2023-05-08 00:53:25+00:00,5963203,0,"['show', 'even', 'though', 'one', 'last', 'purple heart', 'nashville', 'tonight', 'got', '7']"
425,versace,2023-06-06 12:00:18+00:00,23012,310,"['versace', 'foundation', 'together', 'donatella', 'allegra', 'rocket', 'fund', 'commitment']"
426,wheresmydriver,2023-05-06 04:01:53+00:00,16,0,"['chanel', 'opened', 'new', '30', '000', 'store', 'sq', 'rodeo', 'drive']"
427,versace,2023-05-31 15:03:55+00:00,23067,149,"['versace', 'style', 'greca', 'goddess', 'mini', 'bag']"
428,versace,2023-05-29 16:21:43+00:00,42815,193,"['cannes', 'versace', 'vacanza', 'south', 'france']"
429,versace,2023-05-26 18:00:18+00:00,125245,294,"['versace', 'la', 'vacanza', 'donatella', 'dua']"
430,romilux,2022-03-11 19:45:55+00:00,1702,57,"['show', 'burberry', '2', 'hours', 'rain', 'later', 'gigihadid']"
431,versace,2023-05-26 08:00:45+00:00,157124,352,"['versace', 'la', 'vacanza', 'donatella', 'dua']"
