post_id,postUser,timestamp,likesCount,commentsCount,combined_keywords
432,nyfw,2023-06-07 19:08:01+00:00,1007,10,"['get', 'coins', 'ready', 'telfar', 'announced']"
433,nyfw,2023-06-01 16:19:44+00:00,6563,259,"['2022', 'happy', 'pridemonth', 'stand', 'members', 'lgbtqia', 'pride']"
434,nyfw,2023-05-30 15:55:19+00:00,860,50,"['fashion', 'picnic', 'season', 'genderless', 'collection', 'bobblehaus', 'made']"
435,versace,2023-05-27 12:00:14+00:00,38466,195,"['cannes', 'versace', 'vacanza', 'south', 'france']"
436,nyfw,2023-05-31 16:35:35+00:00,945,16,"['friends', 'meeting', 'gossip', 'luar', 'fw23']"
437,nyfw,2023-06-02 16:32:17+00:00,411,3,"['aesthetic', 'clean', 'girl', 'win', 'brandonmaxwel']"
438,nyfw,2023-05-23 16:00:58+00:00,1260,15,"['femininity', 'undone', 'toryburch', 'aw23', 'burch']"
439,nyfw,2023-05-26 16:01:34+00:00,567,18,"['nyfw', 'streetstyle', 'outside', 'collinastrada', 'naturally', 'streetsofnyfw']"
440,prabalgurung,2023-06-04 15:00:52+00:00,4457,24,"['honored', 'worked', 'stunning', 'collaboration', 'michelleyeoh_official']"
441,nyfw,2023-05-27 16:01:11+00:00,514,11,"['giving', 'blast', 'past', 'aknvas', 'imperial', 'clothing']"
442,nyfw,2023-05-24 16:35:20+00:00,462,9,"['pleats', 'power', 'move', 'bibhumohapatra', 'fw23']"
443,facehunter,2023-05-25 12:15:15+00:00,331,4,"['style', 'autumn', 'riodejaneiro', '🇧🇷', 'juliette', 'rio', 'de', 'janeiro']"
444,facehunter,2023-05-20 13:48:30+00:00,455,23,"['streetstyle', 'style', 'riodejaneiro', '🇧🇷', 'meet', 'rio', 'artist', 'rj', 'carioca', 'artistabrasileira', 'style styleinspiration']"
445,facehunter,2023-06-07 14:39:11+00:00,3935,104,"['paris', '2021', 'saopaulo', '🇧🇷', 'first', 'based', 'brazilian', 'paulo', 'house', 'rocha']"
446,facehunter,2023-05-31 10:02:23+00:00,1383,30,"['london', 'brutalism', 'buenosaires', '🇦🇷', 'argentina', 'concrete', 'architect', 'would', 'brazilian']"
447,facehunter,2023-05-22 12:35:46+00:00,325,25,"['getting', 'emotional', 'documentary', 'sabrinafidalgoo', 'crafting']"
448,facehunter,2023-05-01 14:11:32+00:00,1411,65,"['designer', 'streetstyle', 'style', '2019', 'unique', 'baghdad', 'student', 'people', 'design', 'iraq']"
449,facehunter,2023-05-04 07:21:58+00:00,4589,122,"['baghdad', 'اني', 'احب', 'بغداد', '1', 'al', 'iraqi', 'iraq', 'designed']"
450,parisiensinparis,2023-05-12 17:48:39+00:00,2867,4,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'parisian', 'parisien', 'effortless']"
451,facehunter,2023-05-16 10:06:08+00:00,995,19,"['2023', 'christianity', 'baghdad', '🇮🇶', 'expect', 'iraq', 'christians', 'armenian', 'many']"
452,parisiensinparis,2023-04-28 05:15:49+00:00,8953,48,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'parisian', 'parisien', 'effortless']"
453,prada,2023-06-06 12:00:12+00:00,10637,62,"['prada', '2023', 'cityscape', 'landscape', 'clash', 'linea', 'rossa', 'spring', 'summer']"
454,parisfashionweek,2023-05-18 16:08:46+00:00,1551,7,"['pfw', 'parisfashionweek', '2023', '2024', 'duo', 'boutetsolanes', 'coco']"
455,parisfashionweek,2023-05-10 16:00:00+00:00,2691,16,"['parisfashionweek', 'pfw', 'paris', 'streetstyle', 'looks', 'josefinemeier', 'throwback', 'palmangels']"
456,prada,2023-06-03 17:00:13+00:00,14029,66,"['prada', 'pieces', 'move', 'formal', 'casual']"
457,parisfashionweek,2023-04-23 16:00:00+00:00,1968,13,"['show', 'parisfashionweek', 'pfw', 'paris', 'fashion', 'leonardparis', 'taralevy']"
458,prada,2023-06-03 10:00:09+00:00,11572,48,"['prada', 'crisp', 'poplin', 'shirt', 'enduring']"
459,parisfashionweek,2023-04-18 16:00:00+00:00,3382,14,"['parisfashionweek', 'pfw', 'paris', 'fashion', '2023', 'victoriatomas', 'extracts', 'victoriatomasofficial']"
460,parisfashionweek,2023-04-27 16:05:00+00:00,1652,15,"['parisfashionweek', 'pfw', '2023', '2024', 'mamekurogouchi', 'captures', 'main']"
461,harrystyles,2023-03-05 01:25:18+00:00,3182206,12206,"['2023', 'love', 'tour', 'sydney', 'ii', 'march']"
462,oldprada,2022-08-27 14:42:47+00:00,339,5,"['prada', 'ss', '2008', 'vogue', 'italia', 'oldprada', 'miuccialover']"
463,oldprada,2022-05-22 23:11:02+00:00,297,3,"['prada', 'chic', 'editorial', 'fashion', 'ss', '1999', 'gym', 'oldprada', 'miuccialover']"
464,oldprada,2022-08-27 14:42:38+00:00,317,2,"['prada', 'ss', '2008', 'vogue', 'italia', 'oldprada', 'miuccialover']"
465,oldprada,2022-08-15 13:39:05+00:00,440,0,"['prada', 'fashion', 'chic', 'ss', '2006', 'oldprada', 'miuccialover', 'inspo', 'vibes']"
466,oldprada,2022-08-27 14:42:31+00:00,608,0,"['prada', 'ss', '2008', 'vogue', 'italia', 'oldprada', 'miuccialover']"
467,oldprada,2022-05-22 23:09:07+00:00,861,1,"['prada', 'chic', 'editorial', 'fashion', 'ss', '1999', 'gym', 'oldprada', 'miuccialover']"
468,oldprada,2022-05-22 23:10:44+00:00,159,0,"['prada', 'chic', 'editorial', 'fashion', 'ss', '1999', 'gym', 'oldprada', 'miuccialover']"
469,zendaya,2023-02-28 05:50:14+00:00,5758761,11574,[]
470,urbanoutfitters,2023-06-02 21:01:11+00:00,1172,1,"['new', 'arrivals', 'katinusa', 'us', 'really', 'uomens']"
471,urbanoutfitters,2023-06-05 23:00:38+00:00,6135,14,"['cute', 'things', 'small', 'space', 'say', 'uohome']"
472,taylorswift,2023-04-16 05:22:16+00:00,6207794,0,"['still', 'buzzing', '3', 'shows', 'tampa']"
473,taylorswift,2023-04-24 18:12:32+00:00,5860477,0,"['dress', 'got', 'play', '3', 'insane', 'much']"
474,taylorswift,2023-05-01 14:23:59+00:00,5813265,0,"['wow', 'atlanta', 'band', 'dancers', 'stop']"
475,taylorswift,2023-03-25 20:49:30+00:00,6771062,0,"['vegas', 'wild', 'crowd', 'childhood', 'dreams']"
476,urbanoutfitters,2023-06-02 14:01:04+00:00,5391,12,"['spending', 'little', 'extra', 'time', 'outside', 'uocommunity']"
477,taylorswift,2023-03-19 01:50:27+00:00,8402240,0,"['miss', 'like', 'first', 'night', 'good', 'thing']"
478,facehunter,2023-05-07 15:35:29+00:00,2111,38,"['baghdad', '🇮🇶', 'lecorbusier', 'mysterious', 'project', 'le', 'corbusier', 'architecture', 'architect']"
479,zendaya,2023-02-26 03:52:11+00:00,8861786,23682,"['prada', 'look', '2', 'naacpimageawards', 'thank', 'miuccia']"
480,taylorswift,2023-03-16 20:33:29+00:00,9535676,0,"['eras', 'era', 'nail polish']"
481,zendaya,2023-02-26 00:46:55+00:00,7244060,24823,['naacpimageawards']
482,oldprada,2022-08-15 13:38:28+00:00,721,4,"['prada', 'fashion', 'chic', 'ss', '2006', 'oldprada', 'miuccialover', 'inspo', 'vibes']"
483,harrystyles,2023-04-01 19:09:18+00:00,4911333,32121,"['2022', 'one', 'year', 'april', '1']"
484,zendaya,2022-10-03 11:15:45+00:00,9539441,36821,"['valentino', 'girl']"
485,zendaya,2022-08-03 20:32:56+00:00,7533443,23976,"['pp', 'pink', 'maisonvalentino', 'pppiccioli', 'two hearts']"
486,cameramodafashiontrust,2023-05-19 13:38:31+00:00,2950,35,"['fashion', '2023', 'thrilled', 'present', 'co', 'presidents', 'members', 'fashion trust']"
487,cameramodafashiontrust,2023-05-19 13:42:28+00:00,854,22,"['fashion', '2023', 'thrilled', 'present', 'co', 'presidents', 'members', 'fashion trust']"
488,milanfashionweek,2023-05-12 14:36:17+00:00,1644,17,"['armani', 'yesterday', 'mr', 'giorgio', 'received', 'honorary', 'degree']"
489,zendaya,2022-09-14 21:50:38+00:00,10963524,24262,"['feet', 'hurt', 'got', 'whole', 'lot']"
490,milanfashionweek,2023-05-05 10:35:26+00:00,1922,18,"['show', 'emiliopucci', 'presents', 'new', 'collection', 'along']"
491,spfw,2023-05-29 00:59:13+00:00,3130,42,"['diretamente', 'de', 'ny', 'pro', 'spfw', 'carrie']"
492,spfw,2023-05-28 23:47:56+00:00,1475,22,"['designer', 'moda', 'spfw', 'recebeu', 'uma', 'de', 'e', 'com']"
493,spfw,2023-05-28 23:03:39+00:00,5734,117,"['moda', 'estilista', 'cearense', 'davidleeoficial', 'fez', 'spfw', 'em', 'e', 'com', 'um']"
494,milanfashionweek,2023-05-02 08:55:12+00:00,5557,33,"['gala', 'metgala', 'fashion', '2023', 'italian', 'met']"
495,spfw,2023-05-28 21:31:31+00:00,900,7,"['looks', 'último', 'dia', 'de', 'spfw', 'e', 'estande']"
496,whowhatwear,2023-06-02 00:57:47+00:00,51736,149,"['barbiecore', 'mood', 'board', 'summer', 'photos']"
497,whowhatwear,2023-06-04 02:15:43+00:00,4244,49,"['style', 'fashion', '2023', 'side', 'parts', 'back', 'ever', 'truly']"
498,dudalina,2023-06-08 21:00:18+00:00,540,8,"['sentiu', 'conforto', 'e', 'suavidade', 'daí', 'de', 'inverno', '66', '02']"
499,dudalina,2023-06-07 21:00:13+00:00,412,5,"['neste', 'inverno', 'aposte', 'em', 'peças', 'e', 'da', 'com', 'camisa']"
500,taylorswift,2023-03-20 02:36:07+00:00,6700152,0,"['well', 'last', 'night', 'rush', 'thank']"
501,dudalina,2023-06-01 21:22:53+00:00,123,0,"['dizem', 'que', 'amor', 'está', 'nos', 'jaqueta', 'e', 'com', 'para']"
502,taylorswift,2023-01-27 05:05:24+00:00,5967383,0,"['lavender', 'haze', 'video', 'lots', 'incredible', 'like']"
503,mamamaluf,2023-05-29 15:00:13+00:00,670,75,"['moda', 'neste', 'dia', 'dos', 'namorados', 'dudalina', 'para']"
504,dudalina,2023-06-02 21:00:14+00:00,1016,24,"['moda', 'camisa', 'um', 'ícone', 'que', '53', 'de', 'camisaria', 'na']"
505,wheresmydriver,2023-03-07 20:20:30+00:00,81,1,"['show', 'miu', 'prada', 'paris', 'handbag', 'nicola', 'brooklyn', 'jacket']"
506,dudalina,2023-06-06 20:00:14+00:00,248,1,"['chic', 'tweed', 'já', 'é', 'um', 'inverno', 'e', 'camisa']"
507,leeoliveira,2023-05-04 10:26:34+00:00,138,3,"['nyfw', 'show', 'runway', 'style', 'street', 'outside', 'proenzaschouler']"
508,wheresmydriver,2023-03-07 20:48:38+00:00,273,117,"['show', 'miu', 'looks', 'handbag', 'streetstyle', 'original', 'caption', 'appreciate', 'crowd', 'sunglasses']"
509,leeoliveira,2023-04-20 18:25:03+00:00,102,10,"['designer', 'brera', 'design', 'district', 'ethereal', 'andean']"
510,wheresmydriver,2023-03-07 08:23:07+00:00,207,3,"['paris', 'streetstyle', 'snippets', 'yesterday', 'shows']"
511,versace,2023-05-25 11:56:40+00:00,698752,9193,"['show', 'versace', 'fashion', 'guests', 'la', 'vacanza']"
512,versace,2023-05-24 21:29:28+00:00,127686,312,"['versace', 'eveningwear', 'donatella', 'dua', 'lipa', 'la', 'vacanza']"
513,versace,2023-05-24 11:31:34+00:00,238804,402,"['versace', 'la', 'vacanza', 'donatella', 'dua']"
514,versace,2023-05-24 17:46:00+00:00,130145,284,"['versace', 'donatella', 'dua', 'lipa', 'shared', 'la', 'vacanza']"
515,versace,2023-05-24 07:20:59+00:00,310627,662,"['versace', 'la', 'vacanza', 'donatella', 'dua']"
516,versace,2023-05-24 00:37:17+00:00,76189,242,"['versace', 'butterfly', 'ladybugs', 'print', 'donatella', 'la', 'vacanza', 'collection']"
517,leeoliveira,2023-04-25 11:30:15+00:00,76,3,"['hermes', 'milan', 'techniques', 'materials', 'presents', 'creations', 'home']"
518,dudalina,2023-06-09 15:00:10+00:00,157,5,"['conheça', 'sua', 'nova', 'camisa', 'preferida', '53', '04', 'e', 'presente']"
519,zendaya,2023-02-28 05:21:07+00:00,3910922,7083,"['learning', 'stop', 'smell', 'roses', 'even']"
520,nyfw,2023-05-22 16:01:50+00:00,839,14,"['show', 'nyfw', 'streetstyle', 'style', 'birds', 'feather', 'flock', 'together']"
521,nyfw,2023-05-15 16:04:57+00:00,558,5,"['moments', 'willychavaria', 'fw23', 'willy', 'chavaria']"
522,nyfw,2023-05-11 16:01:11+00:00,1921,9,"['still', 'thinking', 'carolinaherrera', 'aw23', 'growing heart']"
523,nyfw,2023-05-20 15:55:14+00:00,1137,32,"['welcome', 'house', 'macgraw', 'macgrawlove', 'presents']"
524,taylorswift,2023-06-06 19:54:35+00:00,4492716,0,"['chicago', 'sooooo', 'epic', 'playing', '3']"
525,wheresmydriver,2023-03-21 21:28:08+00:00,75,1,"['runway', 'moschino', 'designer', 'jeremyscott', 'left', 'scott']"
526,nyfw,2023-05-13 17:02:40+00:00,1144,13,"['another', 'look', 'thombrowne', 'aw23', 'thom']"
527,facehunter,2023-06-09 09:27:27+00:00,888,25,"['paris', 'streetstyle', 'style', 'saopaulo', '🇧🇷', 'people', 'brazil', 'sp', 'life', 'less']"
528,wheresmydriver,2023-05-26 14:46:05+00:00,28,0,"['cannes', 'awards', 'runway', 'show', 'chanel', 'best', 'look', 'almost']"
529,prabalgurung,2023-06-07 01:00:32+00:00,1886,6,"['favorite', 'michelleyeoh_official', 'look', 'designed', 'joycrettton', 'watch']"
530,nyfw,2023-05-09 15:57:16+00:00,2619,29,"['dreaming', 'adeam', 'fw23', 'gettyimages', 'camera with flash']"
531,wheresmydriver,2023-04-16 15:33:14+00:00,15,1,"['fashion', '2023', 'raissa', 'gerrona', 'chief', 'revolve']"
532,watchingnewyork,2023-06-06 12:17:48+00:00,25063,134,"['fashion', 'style', 'streetstyle', 'vintage', 'something', 'streetfashion', 'street', 'nyc', 'nycfashion', 'sunglasses']"
533,watchingnewyork,2023-05-28 14:35:36+00:00,33901,137,"['fashion', 'style', 'streetstyle', 'vintage', 'may', 'streetfashion', 'street', 'nyc', 'nycfashion']"
534,watchingnewyork,2023-06-05 12:18:33+00:00,22451,96,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
535,leeoliveira,2023-04-24 02:01:52+00:00,224,13,"['loewe', 'milan', 'chairs', 'exhibition', 'presented', 'salone']"
536,watchingnewyork,2023-05-30 12:47:45+00:00,32099,301,"['looks', 'fashion', 'style', 'streetstyle', 'vintage', 'street', 'streetfashion', 'nyc', 'nycfashion']"
537,facehunter,2023-04-26 07:25:36+00:00,1332,19,"['style', 'aesthetic', '2020', 'baghdad', '🇮🇶', 'iraq', 'chadirji', 'iraqi', 'abboud']"
538,watchingnewyork,2023-05-30 12:46:53+00:00,31340,177,"['fashion', 'style', 'streetstyle', 'vintage', 'watching', 'disney', 'first', 'time', 'streetfashion']"
539,watchingnewyork,2023-05-24 11:27:08+00:00,78620,266,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
540,versace,2023-05-25 20:06:05+00:00,84690,203,"['show', 'versace', 'fashion', 'guests', 'la', 'vacanza']"
541,facehunter,2023-04-15 16:25:08+00:00,3516,97,"['chic', 'fashion', 'streetstyle', 'style', 'baghdad', 'iraq', 'design', 'cultural', 'iraqi']"
542,facehunter,2023-02-26 17:16:48+00:00,4739,80,"['tenerife', '🇮🇨', 'know', 'canaryislands', 'developed', 'colonisation', 'islands', 'guanches', 'amazigh']"
543,watchingnewyork,2023-05-21 12:45:59+00:00,42590,156,"['fashion', 'style', 'streetstyle', 'vintage', 'may', 'streetfashion', 'street', 'nyc', 'nycfashion']"
544,facehunter,2023-03-13 19:51:48+00:00,597,3,"['2020', 'eerie', 'vibe', 'varosha', 'ghost', 'cyprus', 'town', 'turkish', 'cypriot']"
545,facehunter,2023-03-04 16:36:48+00:00,2088,29,"['2021', '2019', 'curves', 'cyprus', '1', 'nicosia', 'turkish', 'kyrenia', 'island']"
546,facehunter,2023-04-12 17:30:09+00:00,1995,69,"['baghdad', 'iraqi', 'modernist', 'architecture', 'roaming', 'al']"
547,parisiensinparis,2023-04-16 07:57:02+00:00,26239,82,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'parisian', 'parisien', 'effortless']"
548,facehunter,2023-02-25 15:59:21+00:00,812,27,"['fashionweek', 'milan', 'fashion', 'streetstyle', 'style', 'model', 'milano', 'style styleinspiration']"
549,harrystyles,2023-03-01 05:11:54+00:00,4658051,39562,"['2023', 'love', 'tour', 'gold', 'coast', 'february']"
550,parisiensinparis,2023-04-16 07:03:45+00:00,7610,40,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'parisian', 'parisien', 'effortless']"
551,facehunter,2023-04-24 14:08:42+00:00,1409,46,"['festival', 'baghdad', '🇮🇶', 'marina', 'marina_zayed', 'bike', 'ride', 'iraq', 'something']"
552,parisiensinparis,2023-04-13 13:40:05+00:00,4974,8,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'parisian', 'parisien', 'effortless']"
553,facehunter,2023-03-03 18:00:48+00:00,752,11,"['streetstyle', 'style', 'nicosia', 'looking', 'hope', 'cyprus', 'people', 'cypriots', 'love']"
554,harrystyles,2023-02-14 16:23:20+00:00,4166577,27485,"['2023', 'brits', 'february']"
555,facehunter,2023-04-22 16:31:21+00:00,2719,42,"['old', 'baghdad', '🇮🇶', 'reminiscent', '1920s', 'iraq', 'cultural', 'travellife']"
556,harrystyles,2023-02-07 03:26:37+00:00,6415828,83042,"['2023', 'grammys', 'february']"
557,harrystyles,2023-02-02 21:33:23+00:00,4481353,29151,"['2023', 'love', 'tour', 'palm', 'springs', 'ii']"
558,watchingnewyork,2023-06-03 12:32:25+00:00,36482,166,"['fashion', 'style', 'streetstyle', 'vintage', 'june', 'streetfashion', 'street', 'nyc', 'nycfashion']"
559,oldprada,2022-05-11 19:21:31+00:00,125,0,"['prada', 'fashion', 'editorial', 'ss', '2011', 'oldprada', 'miuccialover', 'karenelson']"
560,parisfashionweek,2023-04-07 16:10:00+00:00,1842,16,"['parisfashionweek', 'pfw', '2023', '2024', 'logical', 'cfcl', 'functional']"
561,parisfashionweek,2023-04-11 16:14:24+00:00,3531,21,"['parisfashionweek', 'pfw', 'paris', 'fashion', '2023', 'samirnovotny', 'photographer', 'captured']"
562,prada,2023-05-28 11:44:06+00:00,32677,199,"['cannes', 'festival', 'gala', 'prada', 'anushka', 'attending', '76th', 'film']"
563,oldprada,2022-05-11 19:21:14+00:00,288,0,"['prada', 'fashion', 'editorial', 'ss', '2011', 'oldprada', 'miuccialover', 'karenelson']"
564,oldprada,2022-05-11 19:21:46+00:00,259,0,"['prada', 'fashion', 'editorial', 'ss', '2011', 'oldprada', 'miuccialover', 'karenelson']"
565,parisfashionweek,2023-03-29 16:10:28+00:00,2716,32,"['show', 'parisfashionweek', 'pfw', 'paris', 'fashion', 'linebrusegan', 'talented', 'brings']"
566,prada,2023-05-28 16:03:13+00:00,15068,73,"['cannes', 'festival', 'premiere', 'prada', 'dress', 'alice', 'rohrwacher', 'attending', '76th']"
567,parisfashionweek,2023-03-24 17:10:31+00:00,3718,25,"['show', 'parisfashionweek', 'pfw', 'couture', '2023', 'weinsanto', 'fall', 'winter']"
568,oldprada,2022-05-09 18:00:47+00:00,881,3,"['prada', 'editorial', 'fashion', 'chic', 'ss', '2002', 'oldprada', 'miuccialover', 'glenluchford']"
569,prada,2023-05-29 07:35:12+00:00,18469,57,"['cannes', 'festival', 'ceremony', 'prada', 'dress', 'demoustier', 'anaïs', 'attending']"
570,parisfashionweek,2023-03-26 16:00:00+00:00,2756,23,"['parisfashionweek', 'pfw', '2023', '2024', 'expresses', 'benjaminbenmoyal', 'moroccan']"
571,parisfashionweek,2023-04-02 16:25:00+00:00,2183,24,"['parisfashionweek', 'pfw', 'paris', 'fashion', '2023', 'vaquera', 'sweet', 'dream']"
572,parisfashionweek,2023-03-20 16:57:43+00:00,1707,24,"['parisfashionweek', 'pfw', 'details', 'forgotten', 'recalled', 'niccolopasqualetti']"
573,facehunter,2023-05-05 12:36:20+00:00,710,18,"['show', 'iraqi', 'swedish', 'artist', 'sara', 'iraq', 'home', 'art']"
574,parisfashionweek,2023-03-22 17:10:00+00:00,1586,15,"['parisfashionweek', 'pfw', '2023', '2024', 'w23', 'rui', 'attempts']"
575,oldprada,2022-05-09 18:01:14+00:00,374,0,"['prada', 'editorial', 'fashion', 'chic', 'ss', '2002', 'oldprada', 'miuccialover', 'glenluchford']"
576,cameramodafashiontrust,2023-05-19 13:43:03+00:00,464,1,"['fashion', '2023', 'thrilled', 'present', 'co', 'presidents', 'members', 'fashion trust']"
577,oldprada,2022-05-09 18:01:03+00:00,136,0,"['prada', 'editorial', 'fashion', 'chic', 'ss', '2002', 'oldprada', 'miuccialover', 'glenluchford']"
578,zendaya,2022-06-28 22:29:16+00:00,4314715,8273,['vogueitalia']
579,prada,2023-06-02 14:00:10+00:00,64023,177,"['prada', 'caffè', 'space', 'designed', 'add']"
580,zendaya,2022-06-28 18:30:06+00:00,5090976,10618,['vogueitalia']
581,zendaya,2022-03-03 18:51:47+00:00,9528960,18429,"['future', 'human']"
582,zendaya,2022-05-23 16:59:38+00:00,5970056,14355,"['great', 'honor', 'thank', 'time', 'acknowledgment']"
583,prada,2023-05-29 16:00:12+00:00,42797,481,"['prada', 'part', 'ongoing', 'partnership', 'red', 'rio', 'redbull', 'bull']"
584,zendaya,2022-03-29 15:39:42+00:00,10633517,30201,"['2022', 'vanity', 'fair']"
585,zendaya,2022-03-03 16:10:17+00:00,5917917,10095,"['one', 'time', 'favorite', 'shoots', 'wmag']"
586,milanfashionweek,2023-04-21 09:50:29+00:00,774,7,"['milan', 'moda', 'fashion', 'etro', 'presents', 'creative', 'woven', 'spectrum', 'installation']"
587,urbanoutfitters,2023-05-27 21:00:48+00:00,2541,6,"['dress', 'almost', 'lounge', 'pool', 'day', 'season']"
588,milanfashionweek,2023-04-21 15:48:03+00:00,1309,6,"['armani', 'milan', 'moda', 'haute', 'couture', 'design', 'milano', 'giorgioarmani']"
589,milanfashionweek,2023-04-18 15:57:42+00:00,844,9,"['milan', 'moda', '2023', 'missoni', 'unveils', 'design', 'innovative', 'new', 'soul']"
590,milanfashionweek,2023-04-19 10:14:44+00:00,5072,27,"['valentino', 'milan', 'vintage', 'moda', 'enter', 'design', 'timeless', 'unique']"
591,urbanoutfitters,2023-05-26 18:17:30+00:00,2004,18,"['get', 'right', 'uohome']"
592,milanfashionweek,2023-04-20 17:31:20+00:00,1379,13,"['milan', 'moda', 'roberto_cavalli', 'presents', 'new', 'roberto', 'cavalli', 'design', 'mmd']"
593,zendaya,2022-06-28 13:36:47+00:00,4496011,10272,"['dream', 'shooting', 'cover', 'thank', 'much']"
594,dudalina,2023-05-28 20:00:16+00:00,465,4,"['seja', 'qual', 'ocasião', 'um', 'look', '01', 'inverno', '91', 'de']"
595,milanfashionweek,2023-04-19 07:41:42+00:00,1260,11,"['milan', 'moda', 'fashion', 'milandesignweek', 'milano', 'design', 'trussardi', 'special']"
596,milanfashionweek,2023-04-21 17:47:55+00:00,2115,11,"['versace', 'milan', 'fashion', 'moda', 'opens', 'home', 'collection', 'design']"
597,dudalina,2023-05-22 20:00:14+00:00,235,0,"['qualidade', 'que', 'você', 'conhece', 'com', '53', 'e', 'camisaria', 'de']"
598,milanfashionweek,2023-04-20 12:50:29+00:00,2227,14,"['fendi', 'milan', 'moda', 'fendicasaofficial', 'celebrate', 'design']"
599,spfw,2023-05-28 03:40:00+00:00,2578,45,"['moda', 'inspirado', 'na', 'infância', 'sertão', 'e', 'de', 'spfw', 'para', 'localiza']"
600,dudalina,2023-05-19 21:00:10+00:00,216,2,"['prepare', 'se', 'para', 'inverno', 'com', '66', '01', 'jaquetas', 'e']"
601,urbanoutfitters,2023-05-31 14:35:35+00:00,24351,75,"['one', 'mood', 'new', 'needlepoint', 'pillows', 'uohome']"
602,whowhatwear,2023-05-31 00:58:41+00:00,2867,21,"['wear', 'shoes', 'fashion', '2023', 'world', 'summer', 'trends', 'shopping', 'onset']"
603,dudalina,2023-05-25 20:00:09+00:00,341,8,"['em', 'um', 'relacionamento', 'sério', 'com', 'e', 'inverno', '01']"
604,spfw,2023-05-28 01:09:39+00:00,1011,12,"['looks', 'designer', 'já', 'passou', 'lounge', 'de', 'e', 'uma', 'ypê', 'roupas']"
605,spfw,2023-05-28 02:37:40+00:00,398,8,"['os', 'cartões', 'c6bank', 'estão', 'até']"
606,spfw,2023-05-28 00:10:21+00:00,862,67,"['festival', 'looks', 'hbomaxbr', 'trouxe', 'um', 'de', 'para', 'carrie']"
607,whowhatwear,2023-05-26 22:24:21+00:00,52170,209,"['fashion', 'oh', 'kendall', 'jenner', 'south', 'bag', 'summer']"
608,dudalina,2023-05-26 21:00:09+00:00,483,10,"['jaqueta', 'trendy', 'da', 'estação', 'trucker', 'com', 'de', 'na', 'inverno']"
609,whowhatwear,2023-05-28 23:40:02+00:00,9598,30,"['style', 'thought', 'y2k', 'movement', 'think', 'highly']"
610,versace,2023-05-20 17:22:29+00:00,192271,586,"['cannes', 'show', 'versace', 'donatella', 'dua', 'la', 'vacanza', 'collection']"
611,oldprada,2022-08-15 13:38:45+00:00,236,2,"['prada', 'fashion', 'chic', 'ss', '2006', 'oldprada', 'miuccialover', 'inspo', 'vibes']"
612,milanfashionweek,2023-04-20 10:39:31+00:00,1684,16,"['milan', 'moda', 'designer', 'immerse', 'nuances', 'loropiana', 'design', 'loro', 'salone']"
613,dudalina,2023-05-17 21:00:13+00:00,607,13,"['chic', 'estilosa', 'e', 'versátil', 'nossas', 'inverno', 'para', '66', '01']"
614,spfw,2023-05-28 01:41:57+00:00,3545,66,"['moda', 'goiana', 'cora', 'coralina', 'foi', 'de', 'spfw', 'e', 'que']"
615,watchingnewyork,2023-05-19 12:26:39+00:00,40523,159,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
616,watchingnewyork,2023-05-15 12:29:34+00:00,29681,174,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
617,milanfashionweek,2023-04-20 14:44:57+00:00,787,3,"['milan', 'diesel', 'living', 'returns', 'milandesignweek', 'md']"
618,facehunter,2023-02-22 17:29:57+00:00,2725,94,"['mauritania', '🇲🇷', 'took', 'heart', 'would', 'mauritanie', 'travel', 'travelphotography', 'travelphoto']"
619,oldprada,2021-06-17 17:08:28+00:00,785,0,"['prada', 'accessories', 'ss', '2003', 'oldprada', 'miuccialover', 'embellishment', 'metal']"
620,watchingnewyork,2023-05-13 13:27:39+00:00,47122,226,"['fashion', 'style', 'streetstyle', 'vintage', 'may', 'streetfashion', 'street', 'nyc', 'nycfashion']"
621,versace,2023-05-10 15:00:08+00:00,56649,146,"['versace', 'dress', '2023', 'atelier', 'spring', 'lace', 'organza', 'look']"
622,watchingnewyork,2023-05-09 12:30:23+00:00,36816,258,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
623,facehunter,2023-02-12 09:52:30+00:00,2190,46,"['chinguetti', '🇲🇷', 'always', 'battling', 'survival', 'sahara', 'city', 'desert', 'architecture']"
624,facehunter,2023-01-21 15:39:59+00:00,741,17,"['ⴰⴳⴰⴷⵉⵔ', '🇲🇦', 'destroyed', 'massive', 'earthquake', 'agadir', 'morocco', 'city', 'archi']"
